nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category
WARUNG JANARI,JL. KHP HASAN MUSTOPA NO.16,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
499 RESTORAN,JL. A. YANI NO.687,cibeunying kidul,4.5,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,High (4.0-4.5)
ESSA BAR & DRINK,JL. KHP HASAN MUSTOPA NO.212,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
TEA IS BANDUNG,"3MX3+344, JL. KHP HASAN MUSTOPA",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Low (≤3.5)
SEWANGI KOPI INDONESIA,"APARTEMEN GATEWAY, JL. A. YANI NO.669 LG A.7A",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
WARUNG HDHT,JL. SETIA NO.18,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
ZUPA SOUP,GG. SUKAPADA I NO.80,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
STEAMBOAT BOOTAN,"3JQP+29G, GG. SUNARYO",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
EVERYTHING FOOD,3JVW+94R,cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
WARUNG SOTO DAN DIMSUM GAYA,"JL. NEGLASARI SELATAN NO.41 RT07, RW.13",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
MM FRIED CHICKEN,"APARTEMENT GATEWAY, JL. A. YANI LANTAI GF BLOK C NO 19",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
MAFAAZA CHICKEN PADASUKA,JL. KHP HASAN MUSTOPA NO.228-224,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
CHICKEN FIRE CHEESE,JL. BBK. H. TAMIM NO.26,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
START UP UFO BURGER CICADAS,JL. BBK. H. TAMIM JL. A. YANI NO.26,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
JOEY'S HOAGIE,"APARTEMENT GATEWAY, JL. JEND. A. YANI NO.669, PADASUKA,
  CIBEUNYING KIDUL",cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
AYAM SOX,JL. BRIGADIR JEND. KATAMSO NO.19B,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
BANTEN PRIDE,"3JVR+P2P, GG. SUKARELA",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
W19 SOCIAL BAR,"4J2Q+8VR, JL. KHP HASAN MUSTOPA",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
DRAW COFFEE,JL. KHP HASAN MUSTOPA NO.54,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
OICOFFEE_,JALAN BRIGJEN JL. TERUSAN KATAMSO NO.18,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
KOPI IDIOT,JL. SEKEPANJANG 2 NO.17B,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Medium (3.5-4.0)
BLACK INSOMNIA COFFEE,JL. TERUSAN KATAMSO NO.151B,cibeunying kidul,4.6,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RUMAH MAKAN BU WIN,JL. CIKUTRA NO.91,cibeunying kidul,4.0,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Medium (3.5-4.0)
MAKAN MIE,JL. PAHLAWAN NO.24,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Medium (3.5-4.0)
BEELICIOUS RICEBOWL,JL. PAHLAWAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
CALIFORNIA FRIED CHICKEN,"GRIYA PAHLAWAN, JL. PAHLAWAN LT.3",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Low (≤3.5)
WARUNG JAVA,JL. KHP HASAN MUSTOPA NO.68,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Medium (3.5-4.0)
MIE MERAPI PAHLAWAN,JL. PAHLAWAN NO.43,cibeunying kaler,4.3,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
PHOPHO KITCHEN BANDUNG,JL. H. SYAHRONI GG.CENDRAWASIH I NO.42,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RISS MANIS,"CIKUTRA, CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
SWARMA KEBAB,JL. CIKUTRA BARAT NO.9,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
WARUNG MAKAN MBA IRAH,JL. SAPUJAGAT NO.23-73,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
KOPI ADA,JL. CISOKAN NO.B. 6,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
KEDAI MAKAN ASIK,JL. CISOKAN NO.13,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,cibeunying kidul,4.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RUMAH MAKAN RESTU MANDE KATAMSO SPESIALIS NASI KOTAK,JL. CISOKAN NO.2,cibeunying kidul,4.4,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,High (4.0-4.5)
WILLY'S CRUNCHY CHICKEN,JL. AWI BITUNG NO.37,cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Low (≤3.5)
CHIKEN KID,GG. GARUDA,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
WING WINGAN CICADAS,3JRR+86M,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RICE BOWL BUNDA,GG. JAELANI NO.38,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
RUMAH MAKAN PELANGI,"TOWER SAPPHIRE, GATEWAY, APARTEMEN, JL. A. YANI NO.669",cibeunying kidul,1.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Low (≤3.5)
DAILY FIT MEALS,JL. BATIK JOGJA NO.42,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DESSERT EPIW,"JL. SUKAMANTRI II NO.3/144D, RT.07/RW.02",cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
DM CATERING,JL. PASIR GG. TURI JL. CIKUTRA BARAT NO.43,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
GRANDE BURGER,JL. JALAPRANG NO.2A,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KANTIN BUDGET MEAL,JL. SURAPATI NO.119,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KEBAB ARABIAN,"JL. JALAPRANG NO.5, RW.12",cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
KURMIN.ID,JL. JALAPRANG NO.2A,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
MARKAT COFFEE AND DESSERT,JL. JALAPRANG NO.81,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
MASLOW SMOKEHOUSE,JL. BATIK KUMELI NO.38,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RANGGON RESTO,JL. SURAPATI NO.193,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RICE CUP & KEYA BY SAMBARA,JL. SIDOMUKTI NO.68,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
SAINE KITCHEN,JL. GAMBIR SAKETI NO.6,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
SENYAWA COFFEE.ID,JL. RERENG ADUMANIS NO.15,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SHIDOKOFFEE,JL. SIDOMUKTI NO.9,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SARAE BAKES PAHLAWAN - HALAL GANDUM VEGAN,"PASAR KREATIF, JL. PAHLAWAN NO.70",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SEAFOOD KILOAN BANG BOPAK CAB. PAHLAWAN,JL. PAHLAWAN NO.78,cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
SPICYWON KOREAN STREET FOOD HALAL CIKUTRA,"JL. CIKUTRA, DEKAT PERTIGAAN JL. BOJONG KONENG NO.189",cibeunying kaler,4.4,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
SUZUSHII SUSHI & KATSU,JL. CIKUTRA NO.171,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SVADISTA CATERING,JL. CIKUTRA BARU III NO.11,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
THE BURGERIN,JL. CIKUTRA NO.189,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
TOKO AYYUWA - PUSAT KURMA BANDUNG,JL. PAHLAWAN NO.46,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
TUWI COFFE & MEALS,"12, JL. KHP HASAN MUSTOPA NO.56",ujung berung,4.0,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.0484178421654597,24.0,9.0,Medium (3.5-4.0)
V.O.C. INLANDER KOFFIEHUIS,"4J3P+P3J, JL. PAHLAWAN",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
WARUNG JEPANG - JAPANESE STREET FOOD,"NO., JL. CIKUTRA NO.302",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
"HANGRY AHMAD YANI - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI
  PADA X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR",JL. KHP HASAN MUSTOPA NO.27,cibeunying kidul,3.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Medium (3.5-4.0)
ASAPINAJA (BEEF & CHICKEN),JL. SURAPATI NO.131,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BARUNTAS,4J2J+H35,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BASECAMP,"4J3H+MPW, JL. GAMBIR ANOM BUNTU ATAS",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BASO IKAN JP MANG JEK,JL. JALAPRANG NO.93,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BROWNIES SANDWICH ICE CREAM BANDOENG VAN JAVA,JL. BATIK JOGJA NO.53,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
ELFÜN,JL. PAHLAWAN NO.64,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
GUDEUG RR,JL. CIKUTRA NO.252,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
INA CATERING,"JLN CIKUTRA NO 4 RT 09 RW 02, NEGLASARI",cibeunying kaler,4.0,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
JABARANO COFFEE - PAHLAWAN,JL. PAHLAWAN NO.70,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KANAYA FOOD COURT,JL. CIKUTRA NO.237,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
KANTIN ANDANSARI,JL. PIKITDRO NO.2,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KEDAI WQQ,4J2V+J5V,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KIRAI DIMSUM,JL. PAHLAWAN NO.62A,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
KUNYIT RESTAURANT,JL. KHP HASAN MUSTOPA NO.47/57,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
MAI DEPARTE COFFEE,JL. KHP HASAN MUSTOPA NO.35,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
OH DAGING,JL. CIKUTRA NO.171,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
PALAY TUANG-VENUE & DINING,JL. CIKUTRA NO.169,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
PARK LOUNGE,JL. PENGHULU HAJI HASAN MUSTOFA NO.47/57,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RUMAH MAKAN MANTRABU,JL. KHP HASAN MUSTOPA NO.7,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
LASAGNA HEAL,JL. SUPRATMAN NO.90,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
MR KRIUK FRIED CHICKEN CIHAUR GEULIS BANDUNG,CIBEUNYING KALER CIHAURGEULIS,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
NASI KUNING AYAM PENYET BUNG IWAN,"3JXG+XR5, JL. PUSDAI",cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
RICEBOWL 28,GG. RUKUN NO.27,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RUMAH BEELICIOUS RICEBOWL,GG. SUKALUYU I NO.27,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SEAFOOD KILOAN BANG BOPAK ( PUSAT KATAMSO ),JL. BRIGADIR JEND. KATAMSO NO.33,cibeunying kaler,4.2,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
TONES NO.6,JL. TERUSAN CISOKAN NO.6,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
WARUNG NASI MASAKAN SUNDA IBU DEDEH,3JXG+JPJ,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BPK. INGANTA JUMPA,"NO 211 C, JL. CIKUTRA",cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
CABITEA CAFÉ & RESTO,JL. CIKUTRA NO.201,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
CAFÉ CINDE,JL. PAHLAWAN NO.58,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DAPUR SUKI BANDUNG,"JLN. PHH MUSTOFA BELAKANG PRIME PARK HOTEL CIKUTRA SUKASARI II
  RT 01 RW 04 NO. 24/140D",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
DIMSUM 88 DU,JL. CIKUTRA BARU VIII NO.12,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DIMSUM GO!!!,JL. CIKUTRA NO.212,cibeunying kaler,3.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
DOYAN DIMSUM,JL. CIKUTRA NO.37,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
DE.U COFFEE DAGO,JL. RANCAKENDAL NO.7,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
AR CHICKEN,JLN. BRIGJEND KATAMSO GG. 8A,cibeunying kaler,3.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Low (≤3.5)
AYAM PENYET & RICE BOWL DRINK ON,JL. TERUSAN CISOKAN NO.24,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BERGERAK BURGER,JL. MUARARAJEUN NO.52,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
BURGERCHILL,"3JWJ+274, JL. MUARARAJEUN BARU",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
CAFE WIFI.ID CORNER,JL. SUPRATMAN NO.62,cibeunying kaler,4.3,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DABELYUW KITCHEN,JL. PAHLAWAN NO.43,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DANCING PIZZA,JL. MUARARAJEUN TENGAH NO.4,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
DIMSUM 84,JL. BRIGADIR JEND. KATAMSO,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
GEO EDU COFFEE,"SIDE AREA MUSEUM GEOLOGI, JL. DIPONEGORO NO.57",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
GREAT DIMSUM BANDUNG 2,JL. PUSDAI,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
GREAT DIMSUM BANDUNG 3,JL. PAHLAWAN NO.100,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
KEDAI MAS ENTOH,JL. BRIGADIR JEND. KATAMSO NO.41,cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
KEDAI UWINGS,"3JXG+VP5, JL. PUSDAI",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
DOESOENKOPAY,JL. RANCAKENDAL NO.232,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
FANCY FOOD,4J7P+CMF,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
HOKBEN CIKUTRA,JL. CIKUTRA BARAT NO.36,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Medium (3.5-4.0)
HOTUDOGU.FOOD,JL. ALFA NO.4,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
KEDAI SHAWARMA,JL. CIKUTRA BARAT NO.56,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
LASAGNA ARDIVA,JL. ARUMANIS NO.3,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
LITTLE WINGS HUB,JL. CIGADUNG RAYA BARAT NO.2,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
ODEP PEDO CATERING,JL. CIBEUNYING KOLOT II,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RUMAH MAKAN DITA,JL. CIKUTRA BARAT NO.38,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
RUMAH MAKAN GRATIS UWAIS BANDUNG,JL. CIBEUNYING PERMAI III NO.17,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
