nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date,success_category,composite_score
WARUNG KOPI DAN INDOMIE,"GG. PELITA I NO.11, RT.3/RW.2",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,42,1,2.0,enriched_v1.0,2025-07-09,High,0.7011183879093199
MOI KITCHEN BANDUNG,4J5X+4FH,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,7,8,2.0,enriched_v1.0,2025-07-09,High,0.7000604534005037
BARINGIN BARU,JL. CIKUTRA NO.130,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Restaurant,4758,8,2.0,enriched_v1.0,2025-07-09,High,0.6686675062972292
RESTO 9,"APARTEMEN GATEWAY CICADAS BLOK SAFIRE A NO 9 LANTAI G, KEL",cibeunying kidul,2.3,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Restaurant,574,8,2.0,enriched_v1.0,2025-07-09,Low,0.2446989924433248
ORANJE CAFE,"APARTEMENT GATEWAY, JL. A. YANI BLOK GF A NO.16",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,128,1,2.0,enriched_v1.0,2025-07-09,Low,0.6173315204946186
KEDAI SATE MARANGGI PRIYANGAN.,JL. KHP HASAN MUSTOPA NO.139,cibeunying kidul,4.3,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Restaurant,489,8,2.0,enriched_v1.0,2025-07-09,Low,0.5921297229219142
EATMORE BURGER,JL. A. YANI NO.782,kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,54,4,2.0,enriched_v1.0,2025-07-09,High,0.6664811083123425
YUMM DIMSUM,GG. IRIT NO.4,cibeunying kidul,4.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Chinese Food,661,2,2.0,enriched_v1.0,2025-07-09,High,0.6673287153652393
WARUNG NASI DAN LOTEK IBU IHAT JL. UTAMA NO 65,"4M24+3MC, UNNAMED ROAD",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,193,7,2.0,enriched_v1.0,2025-07-09,High,0.7056826196473551
RUMAH MAKAN BU ELLEN,"SURAPATI CORE, JL. KHP HASAN MUSTOPA BLOK K NO.16",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,569,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6306614953057017
FRIEND CHICKEN PASIR LEUTIK,JL. ASRI NO.15,cibeunying kidul,3.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Restaurant,453,8,2.0,enriched_v1.0,2025-07-09,Low,0.4860415617128463
BURGER PHK,JL. PADASUKA NO.50,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,160,4,2.0,enriched_v1.0,2025-07-09,High,0.7046851385390428
MAKAN-IN!,"KOMPLEKS BUMI ASRI, JL. TUGU ASRI NO.A5",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,212,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6198705633157773
PESTA PIZZA (BANDUNG ERA SENTRA TALENTA. PT),"JL. PENGHULU HAJI HASAN MUSTOPA NO.39, GRAND SURAPATI CORE,
  GRAHA DFI, 2ND FLOOR",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,98,4,2.0,enriched_v1.0,2025-07-09,Low,0.6164247194870619
WARUNG JANARI,JL. KHP HASAN MUSTOPA NO.16,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,94,7,2.0,enriched_v1.0,2025-07-09,High,0.702690176322418
499 RESTORAN,JL. A. YANI NO.687,cibeunying kidul,4.5,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Restaurant,95,8,2.0,enriched_v1.0,2025-07-09,Low,0.61522040302267
ESSA BAR & DRINK,JL. KHP HASAN MUSTOPA NO.212,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,289,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6221980192351727
TEA IS BANDUNG,"3MX3+344, JL. KHP HASAN MUSTOPA",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Restaurant,4785,8,2.0,enriched_v1.0,2025-07-09,Low,0.4944836272040301
SEWANGI KOPI INDONESIA,"APARTEMEN GATEWAY, JL. A. YANI NO.669 LG A.7A",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,82,1,2.0,enriched_v1.0,2025-07-09,High,0.7023274559193954
WARUNG HDHT,JL. SETIA NO.18,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,49,7,2.0,enriched_v1.0,2025-07-09,High,0.7013299748110831
ZUPA SOUP,GG. SUKAPADA I NO.80,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,182,8,2.0,enriched_v1.0,2025-07-09,High,0.7053501259445843
STEAMBOAT BOOTAN,"3JQP+29G, GG. SUNARYO",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,128,8,2.0,enriched_v1.0,2025-07-09,High,0.7037178841309824
EVERYTHING FOOD,3JVW+94R,cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,78,8,2.0,enriched_v1.0,2025-07-09,High,0.6672065491183878
WARUNG SOTO DAN DIMSUM GAYA,"JL. NEGLASARI SELATAN NO.41 RT07, RW.13",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,771,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6367672887565833
MM FRIED CHICKEN,"APARTEMENT GATEWAY, JL. A. YANI LANTAI GF BLOK C NO 19",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,284,4,2.0,enriched_v1.0,2025-07-09,Medium,0.6220468857339133
MAFAAZA CHICKEN PADASUKA,JL. KHP HASAN MUSTOPA NO.228-224,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,63,8,2.0,enriched_v1.0,2025-07-09,Low,0.6153667849782458
CHICKEN FIRE CHEESE,JL. BBK. H. TAMIM NO.26,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,121,8,2.0,enriched_v1.0,2025-07-09,High,0.7035062972292191
START UP UFO BURGER CICADAS,JL. BBK. H. TAMIM JL. A. YANI NO.26,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,259,4,2.0,enriched_v1.0,2025-07-09,Medium,0.621291218227616
JOEY'S HOAGIE,"APARTEMENT GATEWAY, JL. JEND. A. YANI NO.669, PADASUKA,
  CIBEUNYING KIDUL",cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,12,8,2.0,enriched_v1.0,2025-07-09,High,0.6652115869017632
AYAM SOX,JL. BRIGADIR JEND. KATAMSO NO.19B,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,161,8,2.0,enriched_v1.0,2025-07-09,High,0.7047153652392947
BANTEN PRIDE,"3JVR+P2P, GG. SUKARELA",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,118,8,2.0,enriched_v1.0,2025-07-09,High,0.7034156171284635
W19 SOCIAL BAR,"4J2Q+8VR, JL. KHP HASAN MUSTOPA",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,211,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6198403366155254
DRAW COFFEE,JL. KHP HASAN MUSTOPA NO.54,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,171,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6350176322418135
OICOFFEE_,JALAN BRIGJEN JL. TERUSAN KATAMSO NO.18,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,44,1,2.0,enriched_v1.0,2025-07-09,Low,0.6147924776734599
KOPI IDIOT,JL. SEKEPANJANG 2 NO.17B,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Cafe,4820,1,2.0,enriched_v1.0,2025-07-09,High,0.6705415617128463
BLACK INSOMNIA COFFEE,JL. TERUSAN KATAMSO NO.151B,cibeunying kidul,4.6,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,98,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6328110831234256
RUMAH MAKAN BU WIN,JL. CIKUTRA NO.91,cibeunying kidul,4.0,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,2562,7,2.0,enriched_v1.0,2025-07-09,Low,0.6022896725440805
MAKAN MIE,JL. PAHLAWAN NO.24,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,417,7,2.0,enriched_v1.0,2025-07-09,Low,0.5374534005037782
BEELICIOUS RICEBOWL,JL. PAHLAWAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,185,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6190544424089762
CALIFORNIA FRIED CHICKEN,"GRIYA PAHLAWAN, JL. PAHLAWAN LT.3",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Fast Food,341,4,2.0,enriched_v1.0,2025-07-09,Low,0.3601561712846347
WARUNG JAVA,JL. KHP HASAN MUSTOPA NO.68,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,4961,7,2.0,enriched_v1.0,2025-07-09,High,0.6748035264483626
MIE MERAPI PAHLAWAN,JL. PAHLAWAN NO.43,cibeunying kaler,4.3,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,1190,8,2.0,enriched_v1.0,2025-07-09,Low,0.6133186397984886
PHOPHO KITCHEN BANDUNG,JL. H. SYAHRONI GG.CENDRAWASIH I NO.42,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,648,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6330494046256009
RISS MANIS,"CIKUTRA, CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,33,8,2.0,enriched_v1.0,2025-07-09,Low,0.6144599839706891
SWARMA KEBAB,JL. CIKUTRA BARAT NO.9,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,327,8,2.0,enriched_v1.0,2025-07-09,Medium,0.631778452026563
WARUNG MAKAN MBA IRAH,JL. SAPUJAGAT NO.23-73,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,666,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6420253034119534
WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,14,8,2.0,enriched_v1.0,2025-07-09,High,0.700272040302267
MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,72,8,2.0,enriched_v1.0,2025-07-09,High,0.7020251889168765
FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,112,8,2.0,enriched_v1.0,2025-07-09,Low,0.6168478932905883
QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,163,1,2.0,enriched_v1.0,2025-07-09,High,0.7047758186397984
KOPI ADA,JL. CISOKAN NO.B. 6,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,145,1,2.0,enriched_v1.0,2025-07-09,High,0.6867317380352644
SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Chinese Food,315,2,2.0,enriched_v1.0,2025-07-09,Medium,0.6393702770780856
KEDAI MAKAN ASIK,JL. CISOKAN NO.13,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,68,7,2.0,enriched_v1.0,2025-07-09,High,0.684404282115869
RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,cibeunying kidul,4.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,469,8,2.0,enriched_v1.0,2025-07-09,High,0.6615251889168765
RUMAH MAKAN RESTU MANDE KATAMSO SPESIALIS NASI KOTAK,JL. CISOKAN NO.2,cibeunying kidul,4.4,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Local Food,493,7,2.0,enriched_v1.0,2025-07-09,Low,0.6097506297229219
WILLY'S CRUNCHY CHICKEN,JL. AWI BITUNG NO.37,cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Restaurant,400,8,2.0,enriched_v1.0,2025-07-09,Low,0.3619395465994962
CHIKEN KID,GG. GARUDA,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,238,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6206564575223263
WING WINGAN CICADAS,3JRR+86M,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,65,8,2.0,enriched_v1.0,2025-07-09,High,0.7018136020151133
RICE BOWL BUNDA,GG. JAELANI NO.38,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,48,8,2.0,enriched_v1.0,2025-07-09,High,0.7012997481108312
RUMAH MAKAN PELANGI,"TOWER SAPPHIRE, GATEWAY, APARTEMEN, JL. A. YANI NO.669",cibeunying kidul,1.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Local Food,89,7,2.0,enriched_v1.0,2025-07-09,Low,0.0025390428211586
DAILY FIT MEALS,JL. BATIK JOGJA NO.42,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,540,8,2.0,enriched_v1.0,2025-07-09,Low,0.5586712846347606
DESSERT EPIW,"JL. SUKAMANTRI II NO.3/144D, RT.07/RW.02",cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,4893,8,2.0,enriched_v1.0,2025-07-09,High,0.6727481108312342
DM CATERING,JL. PASIR GG. TURI JL. CIKUTRA BARAT NO.43,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,163,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6268212731852532
GRANDE BURGER,JL. JALAPRANG NO.2A,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Fast Food,34,4,2.0,enriched_v1.0,2025-07-09,High,0.7008765743073048
KANTIN BUDGET MEAL,JL. SURAPATI NO.119,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,71,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6240404167620793
KEBAB ARABIAN,"JL. JALAPRANG NO.5, RW.12",cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,196,8,2.0,enriched_v1.0,2025-07-09,Low,0.5307732997481107
KURMIN.ID,JL. JALAPRANG NO.2A,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,7,8,2.0,enriched_v1.0,2025-07-09,High,0.7000604534005037
MARKAT COFFEE AND DESSERT,JL. JALAPRANG NO.81,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,115,1,2.0,enriched_v1.0,2025-07-09,High,0.6683249370277078
MASLOW SMOKEHOUSE,JL. BATIK KUMELI NO.38,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,107,8,2.0,enriched_v1.0,2025-07-09,High,0.6855831234256927
RANGGON RESTO,JL. SURAPATI NO.193,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,17,8,2.0,enriched_v1.0,2025-07-09,High,0.6828627204030226
RICE CUP & KEYA BY SAMBARA,JL. SIDOMUKTI NO.68,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,641,8,2.0,enriched_v1.0,2025-07-09,Low,0.5617241813602014
SAINE KITCHEN,JL. GAMBIR SAKETI NO.6,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,197,8,2.0,enriched_v1.0,2025-07-09,Low,0.6183035264483626
SENYAWA COFFEE.ID,JL. RERENG ADUMANIS NO.15,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,8,1,2.0,enriched_v1.0,2025-07-09,High,0.6825906801007556
SHIDOKOFFEE,JL. SIDOMUKTI NO.9,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,590,8,2.0,enriched_v1.0,2025-07-09,High,0.6651826196473551
SARAE BAKES PAHLAWAN - HALAL GANDUM VEGAN,"PASAR KREATIF, JL. PAHLAWAN NO.70",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,13,8,2.0,enriched_v1.0,2025-07-09,High,0.6827418136020151
SEAFOOD KILOAN BANG BOPAK CAB. PAHLAWAN,JL. PAHLAWAN NO.78,cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Seafood,1372,9,2.0,enriched_v1.0,2025-07-09,Medium,0.6363198992443324
SPICYWON KOREAN STREET FOOD HALAL CIKUTRA,"JL. CIKUTRA, DEKAT PERTIGAAN JL. BOJONG KONENG NO.189",cibeunying kaler,4.4,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Korean Food,590,6,2.0,enriched_v1.0,2025-07-09,Low,0.6126826196473552
SUZUSHII SUSHI & KATSU,JL. CIKUTRA NO.171,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Japanese Food,32,5,2.0,enriched_v1.0,2025-07-09,High,0.700816120906801
SVADISTA CATERING,JL. CIKUTRA BARU III NO.11,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,349,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6578979848866499
THE BURGERIN,JL. CIKUTRA NO.189,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Fast Food,1867,4,2.0,enriched_v1.0,2025-07-09,Medium,0.6337821158690176
TOKO AYYUWA - PUSAT KURMA BANDUNG,JL. PAHLAWAN NO.46,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,78,8,2.0,enriched_v1.0,2025-07-09,High,0.7022065491183879
TUWI COFFE & MEALS,"12, JL. KHP HASAN MUSTOPA NO.56",ujung berung,4.0,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.04841784216546,24.0,9.0,Medium (3.5-4.0),Restaurant,551,8,2.0,enriched_v1.0,2025-07-09,Low,0.5415037783375314
V.O.C. INLANDER KOFFIEHUIS,"4J3P+P3J, JL. PAHLAWAN",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,198,8,2.0,enriched_v1.0,2025-07-09,High,0.6708337531486145
WARUNG JEPANG - JAPANESE STREET FOOD,"NO., JL. CIKUTRA NO.302",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,106,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6250983512708955
"HANGRY AHMAD YANI - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI
  PADA X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR",JL. KHP HASAN MUSTOPA NO.27,cibeunying kidul,3.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Restaurant,4246,8,2.0,enriched_v1.0,2025-07-09,Low,0.5831914357682619
ASAPINAJA (BEEF & CHICKEN),JL. SURAPATI NO.131,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,9,8,2.0,enriched_v1.0,2025-07-09,High,0.7001209068010075
BARUNTAS,4J2J+H35,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,754,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6526397984886649
BASECAMP,"4J3H+MPW, JL. GAMBIR ANOM BUNTU ATAS",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,781,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6455013739409207
BASO IKAN JP MANG JEK,JL. JALAPRANG NO.93,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,44,8,2.0,enriched_v1.0,2025-07-09,High,0.7011788413098237
BROWNIES SANDWICH ICE CREAM BANDOENG VAN JAVA,JL. BATIK JOGJA NO.53,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Dessert,1682,3,2.0,enriched_v1.0,2025-07-09,Low,0.593190176322418
ELFÜN,JL. PAHLAWAN NO.64,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,122,8,2.0,enriched_v1.0,2025-07-09,Medium,0.651036523929471
GUDEUG RR,JL. CIKUTRA NO.252,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,271,8,2.0,enriched_v1.0,2025-07-09,Low,0.5330403022670024
