nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
WAROENG UNAGI,"BUKIT DAGO SELATAN NO.4 40135, JL. TERUSAN CIGADUNG TIM.",coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:16,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
THE FOOD OPERA,JL. IR. H. JUANDA NO.72,coblong,3.3,,OPERATIONAL,2025-06-28 21:47:17,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
NGOPI DOELOE SANGKURIANG,JL. SANGKURIANG NO.6,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:18,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
ROYAL STAG BISTRO,JL. BUKIT DAGO UTARA NO.2,coblong,4.3,,CLOSED_PERMANENTLY,2025-06-28 21:47:19,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CAIAN'S BLEND & SHAKE,JL. IR. H. JUANDA NO.420,coblong,4.0,,OPERATIONAL,2025-06-28 21:47:20,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
STOCK WINGS DAGO,JL. KANAYAKAN BARU NO.340,coblong,4.8,,OPERATIONAL,2025-06-28 21:47:21,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SANTOSHA,JL. DAGO ELOS I NO.4,coblong,4.6,,OPERATIONAL,2025-06-28 21:47:22,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
"BALAI BESAR STANDARDISASI DAN PELAYANAN JASA INDUSTRI BAHAN
  DAN BARANG TEKNIK",JL. SANGKURIANG NO.14,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:23,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KEDAI RODA MELAYU,"JL. IR. H. JUANDA NO.205, RW.01",coblong,4.556410256410256,,OPERATIONAL,2025-06-28 21:47:25,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CATERING DAGO,4JMF+C6J,coblong,5.0,,OPERATIONAL,2025-06-28 21:47:26,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CATERIN.ID,JL. IR. H. JUANDA NO.448,coblong,4.8,,CLOSED_PERMANENTLY,2025-06-28 21:47:27,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
NORTH DAGO CAFE,"THE JAYAKARTA HOTEL, JL. IR. H. JUANDA NO.381A LANTAI BASEMENT",coblong,4.3,,OPERATIONAL,2025-06-28 21:47:28,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KEDAI COFFEE_ID.19,"JL. DAGO BIRU NO.127, RT.05/RW.04",coblong,4.5,,OPERATIONAL,2025-06-28 21:47:29,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CODEART COFFEE,JL. IR. H. JUANDA NO.273A,coblong,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:47:32,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
BAGI KOPI SIGNATURE DAGO,JL. IR. H. JUANDA NO.299,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:33,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KEDAI BAPAKE COFFEE AND FRIENDS,JL. IR. H. JUANDA NO.369/12,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:34,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DAILY ROUTINE COFFEE,JL. KANAYAKAN BAWAH NO.1,coblong,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:35,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
HABENSYARE COFFEE DAGO,JL. DAGOPOJOK NO.22B,coblong,5.0,,OPERATIONAL,2025-06-28 21:47:36,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
O EM JE SEI DAN KOPI BAKAR,JL. IR. H. JUANDA NO.386,coblong,4.6,,OPERATIONAL,2025-06-28 21:47:37,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
E-KOFFIE DAGO,JL. IR. H. JUANDA NO.438 A,coblong,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:47:38,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DIS IS COFFEE,"4JG9+GRW, GG. DAGO JATI 1",coblong,4.2,,OPERATIONAL,2025-06-28 21:47:40,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
TIZI CAKE SHOP & RESTAURANT,JL. KIDANG PANANJUNG NO.3,coblong,4.5,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 21:47:41,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
G.O.D.S BASECAMP,JL. KANAYAKAN DALAM NO.344RW.3,coblong,5.0,,OPERATIONAL,2025-06-28 21:47:42,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
ITS LO.CO,JL. TERUSAN BUKIT DAGO SELATAN NO.51 RT 003/001,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:43,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WARUNG TULANG HAYAM,JL. JAJAWAY NO.11,coblong,5.0,,OPERATIONAL,2025-06-28 21:47:43,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DAPUR.WD,APARTEMEN JARDIN CIHAMPELAS TOWER B,coblong,4.556410256410256,,OPERATIONAL,2025-06-28 21:47:45,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
FANG DIMSUM & NOODLES BAR,"GRAND TJOKRO, JL. CIHAMPELAS NO.211 - 217",coblong,5.0,,OPERATIONAL,2025-06-28 21:47:46,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
D'CREPES CIWALK,4J43+3QR,coblong,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:47,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KEDAI CHILLI PADI,JL. CIHAMPELAS NO.122,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:48,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KFC • CIWALK,JL. CIHAMPELAS NO.160,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:49,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CHIBAB CIHAMPELAS,JL. CIHAMPELAS NO.187,coblong,5.0,,OPERATIONAL,2025-06-28 21:47:50,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
D'COST SEAFOOD CIWALK,CIHAMPELAS WALK,coblong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:51,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SAMA DENGAN CIPAGANTI (SATU AREA DENGAN HOTEL FRANCES),"PARKIR DI AREA HOTEL FRANCES, JL. CIPAGANTI NO.150-152",coblong,4.7,,OPERATIONAL,2025-06-28 21:47:52,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MAMA’S GERMAN RESTAURANT,JL. PROF. EYCKMAN NO.3,coblong,4.6,,CLOSED_PERMANENTLY,2025-06-28 21:47:53,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
RAJO MINANG,JL. CIHAMPELAS NO.105,coblong,4.5,,OPERATIONAL,2025-06-28 21:47:54,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DISTRICT DAGO CAFE & RESTO,JL. IR. H. JUANDA NO.339,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:47:55,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
FULLER SMOKE TOWN,JL. KIDANG PANANJUNG NO.5 B,coblong,4.7,,OPERATIONAL,2025-06-28 21:47:56,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SCENERY BAR & LOUNGE,"THE JAYAKARTA SUITE HOTEL & SPA, NO. 381A, INDONESIA, JL.
  IR. H. JUANDA",coblong,4.9,,OPERATIONAL,2025-06-28 21:47:57,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
GI,JL. DAGO ASRI IV NO.4 LT 2,coblong,4.8,,OPERATIONAL,2025-06-28 21:47:58,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
POOL BAR,JL. IR. H. JUANDA NO.390,coblong,4.6,,OPERATIONAL,2025-06-28 21:47:59,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
BARBAR WINGS X WOOTAH!,JL. SANGKURIANG DALAM NO.43/44,coblong,4.3,,OPERATIONAL,2025-06-28 21:48:00,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PARK SLOPE PIZZERIA,JL. PROF. EYCKMAN NO.12B,coblong,4.9,,OPERATIONAL,2025-06-28 21:48:01,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MAKO BAKERY & CAKE CIHAMPELAS WALK,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160",coblong,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:02,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
BURGER KING CIHAMPELAS WALK,JL. CIHAMPELAS WALK NO.160,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:04,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KABOBS - PREMIUM KEBAB,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160 LANTAI LG",coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:05,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PIZZA HUT RESTORAN - CIWALK,"CIHAMPELAS WALK JL. CIHAMPELAS. 160, LT. GF UNIT 09,10 &
  18",coblong,4.7,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 21:48:06,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
1001 RESTO & COFFEE BY ART FRIENDS BANDUNG,"CIHAMPELAS WALK, MALL (BROADWAY, JL. CIHAMPELAS NO.160 AREA)
  FLOOR LG",coblong,4.6,,OPERATIONAL,2025-06-28 21:48:07,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
HANAMI CAFE & SKY LOUNGE,JL. CIHAMPELAS NO.254,coblong,4.7,,OPERATIONAL,2025-06-28 21:48:08,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MUJIGAE RESTO,"YOUNG STREET, CIHAMPELAS WALK",coblong,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:09,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
LAOS WARUNG,JL. PROF. EYCKMAN NO.2,coblong,4.7,,CLOSED_PERMANENTLY,2025-06-28 21:48:10,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
REDDOG CIWALK,JL. CIHAMPELAS NO.160,coblong,4.2,,OPERATIONAL,2025-06-28 21:48:11,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
RUFTOP RAMEN,4J73+FH8,coblong,4.5,,OPERATIONAL,2025-06-28 21:48:12,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
STEAK SATAY 57,JL. BBK SUKATMA JL. SILIWANGI NO.57,cibeunying kidul,4.6,,OPERATIONAL,2025-06-28 21:48:13,113535.0,4.14,27423.91,3.0484178421654593,17.0,16.0
STUDIO FAMILY KARAOKE CIWALK,"CIWALK MALL JALAN CIHAMPELAS.160 UNIT II-42, LANTAI 2",coblong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:14,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SLAMETTIGA,JL. DR. SLAMET NO.3,coblong,4.7,,OPERATIONAL,2025-06-28 21:48:15,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
ROFFEE'S MELTY PUDDING CIHAMPELAS WALK,"MALL, JL. CIHAMPELAS JL. CIHAMPELAS WALK NO.160 LANTAI DASAR",coblong,4.8,,OPERATIONAL,2025-06-28 21:48:16,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
BELAH DOEREN CIHAMPELAS WALK,JL. CIHAMPELAS NO.160,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:18,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
ICHIBAN SUSHI - CIHAMPELAS WALK,JL. CIHAMPELAS WALK NO.26 GF-25 FF,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:19,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
YOSHINOYA CIWALK BANDUNG,"CIHAMPELAS WALK LT. 1 UNIT I-02 - I-08, JL. CIHAMPELAS NO.160",coblong,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:20,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SHOKU DOZO,"GRAND TJOKRO PREMIERE, NORTH TOWER, JL. CIHAMPELAS NO.211-217
  10TH FLOOR",coblong,5.0,,OPERATIONAL,2025-06-28 21:48:21,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KIRRA EATERY,JL. CIHAMPELAS NO.211-217,coblong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:22,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MUJIGAE CIWALK,4J44+G29,coblong,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:23,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KATSUNYAKA CIWALK,"AREA BROADWAY, CIWALK MALL, JL. CIHAMPELAS WALK NO.160",coblong,4.9,,OPERATIONAL,2025-06-28 21:48:24,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KUKATSU BANDUNG,"PUJASERA CIHAMPELAS, JL. CIHAMPELAS NO.256",coblong,4.9,,OPERATIONAL,2025-06-28 21:48:25,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
UNCLE SMOKEHOUSE PROSTREET,JL. DR. SETIABUDI NO.24,coblong,4.8,,CLOSED_PERMANENTLY,2025-06-28 21:48:26,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MC CHEESE,"JALAN CIHAMPELAS WALK EXT, FF JL. CIPAGANTI NO.18 1ST FLOOR",bandung wetan,3.6,,OPERATIONAL,2025-06-28 21:48:27,28848.0,3.44,8386.05,4.0,14.0,117.0
WINGSTOP CIHAMPELAS BANDUNG,JL. CIHAMPELAS NO.155 B,coblong,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:28,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
NORTHWOOD CIHAMPELAS,JL. CIHAMPELAS NO.165,coblong,4.4,,OPERATIONAL,2025-06-28 21:48:29,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PEMPEK NY. KAMTO CIWALK,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160 LT. 1 UNIT I-10",coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:31,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KAMBING BAKAR CAIRO,JL. CIHAMPELAS NO.123,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:32,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MOMO RESTAURANT,JL. CIHAMPELAS NO.179,coblong,4.3,,OPERATIONAL,2025-06-28 21:48:33,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
RAA CHA SUKI & BBQ CIHAMPELAS WALK,JL. CIHAMPELAS NO.160,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:34,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CIWALK,JL. CIHAMPELAS NO.160,coblong,4.556410256410256,,UNKNOWN,2025-06-28 21:48:35,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
GYU-GYU JAPANESE BBQ & SHABU-SHABU,JL. CIHAMPELAS NO.254,coblong,4.5,,CLOSED_TEMPORARILY,2025-06-28 21:48:36,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
GOKANA RAMEN & TEPPAN CIWALK,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160",coblong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:37,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
IGA BAKAR BOMBER CABANG CIHAMPELAS,JL. CIHAMPELAS NO.292,coblong,4.8,,OPERATIONAL,2025-06-28 21:48:38,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SANGRILLA PUB MUSIK,JL. DR. SETIABUDHI 29 A CIPAGANTI COBLONG BANDUNG JAWA BARAT,coblong,3.4,,OPERATIONAL,2025-06-28 21:48:39,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DAPURRR COFFEA AND TEA,4J53+2Q4 APARTMENT THE JARRDIN,coblong,5.0,,OPERATIONAL,2025-06-28 21:48:40,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
TERAS BDG FC COFFEE,JL. SILIWANGI NO.31,coblong,4.8,,OPERATIONAL,2025-06-28 21:48:41,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DIRECTOR OF COFFEE,GG. SWADAYA III NO.5,coblong,5.0,,OPERATIONAL,2025-06-28 21:48:42,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
NICKO COFFEE,"4J54+334, UNNAMED ROAD",coblong,5.0,,OPERATIONAL,2025-06-28 21:48:43,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
STARBUCKS COFFEE - CIWALK,"CIHAMPELAS WALK PARKING LOT, JL. CIHAMPELAS NO.160 LANTAI
  GROUND",coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:45,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
198 CAFE,"JALAN CIHAMPELAS NO. 198B, CIPAGANTI, COBLONG",coblong,4.0,,OPERATIONAL,2025-06-28 21:48:46,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MANGKOK MANIS,JL. CIHAMPELAS NO.95,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:47,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
IMAH KADUA RESTORAN SUNDA,JL. CIHAMPELAS NO.210,cidadap,4.6,,OPERATIONAL,2025-06-28 21:48:48,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
IKUGO GRILL AND HOTPOT,JL. CIHAMPELAS WALK NO.160,coblong,4.2,,CLOSED_TEMPORARILY,2025-06-28 21:48:49,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DAPUR DAHAPATI,JL. CIPAGANTI NO.146,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:48:50,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WARNAS PASPISAN BAHUSDA,JL. BAPA HUSEN DALAM NO.3,coblong,4.6,,OPERATIONAL,2025-06-28 21:48:51,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
FAMILY FOOD - LEDENG,JL. CIDADAP GIRANG BARU NO.26B,cidadap,4.0,,OPERATIONAL,2025-06-28 21:48:52,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
BIDIKRASA CATERING,PINUS REGENCY,cinambo,4.536363636363636,,OPERATIONAL,2025-06-28 21:48:53,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
RUMAH MAKAN KHAS SUNDA IBU NIA,JL. GEDEBAGE SELATAN NO.16,cinambo,5.0,,OPERATIONAL,2025-06-28 21:48:54,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
NU_SIMOMI,"3MGQ+G77, GG. H. MA'RUF",cinambo,4.0,,OPERATIONAL,2025-06-28 21:48:55,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
KEBULI BANDUNG,JL. GOLF III NO.81,cinambo,5.0,,OPERATIONAL,2025-06-28 21:48:56,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
DEWAJI COFFEE,JL. RUMAH SAKIT NO.10A,cinambo,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:48:57,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
THE WARUNG KOPI BY MG,"UBERTOS, JL. A.H. NASUTION NO.46A",cinambo,4.3,,OPERATIONAL,2025-06-28 21:48:58,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
THE CHICKEN,ANDIRKIDUL RT RW 003/003 NO 52,cicendo,4.2,,OPERATIONAL,2025-06-28 21:48:59,96382.0,7.79,12372.53,2.0,35.0,46.0
RUMAH MAKAN FAMILY RAYA,JL. RUMAH SAKIT NO.12A,cinambo,3.9,,OPERATIONAL,2025-06-28 21:49:01,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
D'YUMMY CATERING,JL. SINDANGSARI 4 NO.48,cinambo,4.8,,OPERATIONAL,2025-06-28 21:49:02,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
NADIEN'S PASTRY,JL. RUMAH SAKIT NO.89/99,cinambo,5.0,,CLOSED_PERMANENTLY,2025-06-28 21:49:03,25585.0,4.25,6020.0,3.0484178421654593,3.0,7.0
SOLARIA - CIHAMPELAS WALK,"CIHAMPELAS WALK, SOLARIA, JL. CIHAMPELAS WALK NO.160 LANTAI LG",coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:04,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
JUSTUS STEAK HOUSE • CIWALK,CIHAMPELAS WALK,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:05,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PORCAFE,JL. CIUMBULEUIT NO.86,cidadap,4.4,,OPERATIONAL,2025-06-28 21:49:06,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
RICE BOWL DAPUR ABDI RA-RI,4JG2+7P2,cidadap,4.0,,OPERATIONAL,2025-06-28 21:49:07,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
MISIT BDG,"4J92+MG3, GG. PANJI",cidadap,1.0,,OPERATIONAL,2025-06-28 21:49:08,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
LA VIE EN ROSE PATISSERIE,"GARAGE ROOM, JL. CIUMBULEUIT NO.107",cidadap,4.7,,CLOSED_PERMANENTLY,2025-06-28 21:49:09,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
ETEN.CO,"4JF4+XQF OBC FOOD COURT, JL. CILOA",cidadap,5.0,,OPERATIONAL,2025-06-28 21:49:10,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
KAYBUN DIMSUM SETIABUDI,JL. DR. SETIABUDI NO.236,sukasari,4.6,,OPERATIONAL,2025-06-28 21:49:11,77576.0,6.36,12197.48,2.0,28.0,23.0
BELLE VUE ROOF TOP 24 HOURS FRENCH & ITALIAN BISTRO,"GREEN HILL UNIVERSAL HOTEL, JL. DR. SETIABUDI NO.376",cidadap,4.6,,OPERATIONAL,2025-06-28 21:49:13,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
MONOMONO,"THE GAIA HOTEL BANDUNG, JL. DR. SETIABUDI NO.430",cidadap,4.7,,OPERATIONAL,2025-06-28 21:49:14,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
STARBUCKS SETIABUDHI,JL. DR. SETIABUDI NO.268,cidadap,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:15,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
GAIA SEMEJA ASIAN KITCHEN,"THE GAIA HOTEL BANDUNG, JL. DR. SETIABUDI NO.430",cidadap,4.8,,OPERATIONAL,2025-06-28 21:49:16,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
INSPIRA ROASTERS,JL. DR. SETIABUDI NO.430,cidadap,4.6,,OPERATIONAL,2025-06-28 21:49:17,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
DE' CHIK WING,JL. CIDADAP GIRANG NO.9,cidadap,4.550375939849625,,OPERATIONAL,2025-06-28 21:49:18,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
DAPUR 19,"JL. CIPAKU II GG.BP ARSADY NO.19, RT.01/RW.02",cidadap,5.0,,OPERATIONAL,2025-06-28 21:49:20,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
WARUNG ARIN,"4HWX+WP8, DEKAT",cidadap,4.550375939849625,,CLOSED_PERMANENTLY,2025-06-28 21:49:21,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
RIT'S BANDOENG ICE CREAM,JL. DR. SETIABUDI NO.388,cidadap,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:22,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
NORTHWOOD SETIABUDI,JL. DR. SETIABUDI NO.56,cidadap,4.7,,OPERATIONAL,2025-06-28 21:49:23,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
BLOOF ROOFTOP RESTAURANT & BAR,"HEMANGINI HOTEL, JL. DR. SETIABUDI NO.66 LEVEL 7",cidadap,4.9,,OPERATIONAL,2025-06-28 21:49:24,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
KINERUKU,JL. HEGARMANAH NO.52,cidadap,4.6,,OPERATIONAL,2025-06-28 21:49:25,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
EAT AND DRINK BUKIT JARIAN 48,JL. BUKIT JARIAN NO.48,cidadap,4.550375939849625,,OPERATIONAL,2025-06-28 21:49:26,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
ROTIKU,JL. DR. SETIABUDI NO.168,cidadap,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:27,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
SABANA FRIED CHICKEN,JL. CIUMBULEUIT NO.151,cidadap,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:49:29,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
LESTARI CHINESE FOOD,"JL. CIUMBULEUIT NO.113, RW.01",cidadap,4.2,,OPERATIONAL,2025-06-28 21:49:30,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
HEALTHY KITCHEN NHI,JL. DR. SETIABUDI NO.186,cidadap,4.550375939849625,,CLOSED_PERMANENTLY,2025-06-28 21:49:31,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
FRUITY HEALTHY AND DELICIOUS DRINK,JL. CIUMBULEUIT NO.125,cidadap,4.9,,OPERATIONAL,2025-06-28 21:49:32,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
COFFEE TOFFEE,JL. SILIWANGI NO.14,cidadap,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:49:33,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
MATSURI JIRO,JL. DR. SETIABUDI NO.24A,cidadap,4.6,,OPERATIONAL,2025-06-28 21:49:34,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
KATSUNYAKA SETIABUDI,JL. DR. SETIABUDI NO.84,cidadap,4.8,,OPERATIONAL,2025-06-28 21:49:35,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
DAPOER SG,"MENTARI FOOD COURT, JL. CIUMBULEUIT NO.66",cidadap,5.0,,OPERATIONAL,2025-06-28 21:49:37,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
LIEK'S RESTO & CAFE,"4J92+53M, JL. DR. SETIABUDI",cidadap,5.0,,OPERATIONAL,2025-06-28 21:49:38,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
