nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file,kecamatan_kepadatan,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²)
SELARAS GUEST HOUSE & RESTAURANT,JL. TM. CIBEUNYING SEL. NO. 45,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG TIMBEL CIANJUR,JL. CIANJUR NO. 12,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SARI BUNDO - TAMAN PRAMUKA,JL. TAMAN PRAMUKA NO. 175,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SPICE AFFAIR,JL.SUKAJADI NO. 186,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG MISBAR,JL. L. L. R. E. MARTADINATA NO. 28A,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG SANGRAI,"HERITAGE THE FACTORY OUTLET JL. L.L.R.E.
  MARTADINATA NO. 63",Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TAKOLADA CABANG,JL KALIMANTAN NO. 12,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SOTO AYAM GARANG ASEM BANGKOK,JL. LEMBONG,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAD BANDUNG,JL. SULTAN AGUNG NO.1,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE KOCOK BERKAT,JL. CIBADAK DEPAN NO. 234,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GENKI SUSHI PASKAL 23 HYPER SQUARE,PASKAL HYPER SQUARE. JL. PASIR KALIKI NO. 25-27,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MOEY RESTO VEGETARIAN,JL. PAJAGALAN NO. 81,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. AYAM SERUNI (KO YU),JL. PAGARSIH NO.114,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
788 POCHA KOREA BBQ,JL. CIBADAK NO. 205,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI CAMPUR BINTANG,JL. KELENTENG NO. 40,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARLAMAN,JL. LAP. SUPRATMAN NO.1,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NOMU NOMU KOREAN GRILL,JL. GUDANG SELATAN NO. 22,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SERBU GRILLED CHICKEN RESTAURANT,JL. SUKAGALIH NO. 123,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEC BOWL PASR KALIKI,JL. PASIR KALIKI NO. 139,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BORNGA RESTAURANT,"TAMAN BOUTIQUE BUILDING LT.1&2 JL. DR. RAJIMAN
  NO. 5",Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
STEAKMATE BANDUNG,JL. DR. CIPTO NO. 14,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKSO SEMAR,JL. CIHAMPELAS NO. 68,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PABERIK KOPI UPNORMAL COFFEE ROASTER,JL. CIHAMPELAS NO. 96,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LENGKAWA COFFEE & EATERY BANDUNG,JL. CIPAGANTI NO. 50,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE BASO AKUNG,JL. LODAYA NO. 123,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PRIMA RASA KEMUNING,JL. KEMUNING NO.20,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAMU INDONESIA,JL. LASWI NO.1J,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SOTO SULUNG ASLI MADURA H. GENDUT 5,JL. JENDERAL AHMAD YANI NO. 296,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BRICK & BARREL BISTRO,JL. SERSAN BAJURI NO 100,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SHAN TUNG RESTAURANT,JL. PASIRKOJA NO.26,Kecamatan Bojongloa Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DAUN PISANG,JL. DR. SETIABUDI NO. 154,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOTIN,JL. JEND. SUDIRMAN NO. 178-180,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SE'I LELEBO CABANG GARDUJATI,JL. GARDUJATI NO. 52,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GYU-GYU JAPANESE BBQ RESTAURANT,JL CIHAMPELAS NO. 254,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG WAYANGKU,JL WAYANG NO 12,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAUTE FAMILY RESTO,JL. LODAYA NO. 23,Kota Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAYA RASA RESTAURANT,JL. BKR NO. 4,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TEN TO TEN CAFE GARDAPURA,JL. GARDAURA NO.40,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MITRA SEDERHANA PASTEUR,JL. PELAJAR PEJAUNG 45 NO. 64,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ASIA CHINESE FOOD,JL. LENGKONG BESAR NO. 71,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IAM GEPREK BENSU,JL. CIHAMPELAS NO. 81,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GAJUAKOPI,JL. SAWUNGGALING NO. 7,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MADTARI,JL. RANGGADING NO. 1A,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GEBYAR SOTO SULUNG DAN SOTO AYAM,JL. CILAKI,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TJOEN KIE RESTAURANT,JL. JENDERAL SUDIRMAN NO. 62-64,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAFE SUNDA PISAN,JL. SUKAJADI,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CARL'S JR. PASKAL BANDUNG,"23 PASKAL MALL LT. 1 UNIT 30 JL. PASIR KALIKI NO.
  25-27",Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HONG SIN,JL. BANCEUY NO. 110,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GEPUK NY. ONG,JL. DR. SETIABUDI NO. 144,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CUANKI DAN BATAGOR SERAYU,JL. SERAYU NO. 2,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN SWIKE JATIWANGI,JL. GANDAPURA NO. 73A,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKSO BOEDJANGAN CIHAMPELAS,JL. CIHAMPELAS NO. 74,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE BASO SI BOY,JL. NARIPAN NO. 32,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PAK KUMIS RESTAURANT,JL. SOEKARNO HATTA NO. 545,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SABRANG BI ONENG,JL. SOEKARNO HATTA NO. 473,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG MANIAK,JL. INDRAYASA NO. 156,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM GORENG SAMBAL JONTOR,JL. RADEN RANGGA KENCANA NO. 2B,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE KOCOK MEKARWANGI,JL. MEKAR MAKMUR,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI KOPI OH,JL. MEKAR LAKSANA NO. 11,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEDERHANA SA PASKAL,JL. PASIR KALIKI NO. 73,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OKOH JAPANESE RESTAURANT,JL. PELAJAR PEJUANG 45 NO. 121,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG BU KRIS,JL. MASKUMAMBANG NO. 27,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BECKY'S BRUNCH & DINE,JL. KYAI GEDE UTAMA NO. 25,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PATTAYA STEAMBOAT YAKINIKU,JL. HASANUDIN NO. 26,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RSJ RUMAH SEAFOOD JALANAN,JL. MUARARAJEUN BARU V NO. 11,Kecamatan Cibeunying Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEAFOOD KILOAN BANG BOPAK,JL. BRIGADIR JEND. KATAMSO NO. 33,Kecamatan Cibeunying Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NEDUH KOPI DI HALAMAN TERAKHIR DIMSUM,JL. TERUSAN CILIWUNG NO. 17,Kecamatan Cibeunying Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PARADISE RESTAURANT,JL. INDRAYASA NO. 15,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PARTE CEKER REMPAH,JL. BURANGRANG NO. 22,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SE'I SAPI LAMALERA,JL. EMONG NO. 9,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAMBOO DIMSUM TALAGA BODAS,JL. TALAGA BODAS NO. 46,Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Lengkong,71000.0,5.91,12013.54
SEAFOOD 68 CAHAYA BREBES,JL. WAAS,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MANJABAL 2 SUNDANESE RESTAURANT,JL. CIJAGRA NO. 66,Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Lengkong,71000.0,5.91,12013.54
SOTO SAPI SETERAN SEMARANG,JL. BATUNUNGGAL INDAH RAYA RUKO NO. 87,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KHAO SAN ROAD INDONESIA,JL. BATUNUNGGAL INDAH RAYA NO. 71,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. TUNGKU SEMARANG RESTAURANT,JL. BATUNUNGGAL INDAH RAYA NO. 175,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE TAICHAN KOJONA,JL. BATUNUNGGAL JELITA I NO.3,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMO BUNDO II,JL. MENGGER TENGAH,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NAKULA BABI MATAH MADE ERIC,JL. MEKAR UTAMA NO. 93,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BASO SOLO CONDONG RAOS,GG. SUKAWARNA II PADJAJARAN,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUNDA BAMBU RESTAURANT,JL. DR. DJUNJUNAN NO. 168,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BOSTON,JL. RAYA CIJERAH NO.26A,Kecamatan Bandung Kulon,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KAJOJO SAJIAN SUNDA,JL. PAJAJARAN ARJUNA,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM CIGANEA MANG IDJOT PAJAJARAN,JL. PAJAJARAN NO. 84B,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ABOVE AND BEYOND PASKAL HYPER SQUARE,PASKAL HYPER SQUARE JL. PASIR KALIKI NO.23,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANDANG AYAM KEBON JATI,JL.KEBON JATI NO. 141,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YA XIU KITCHEN,JL. JEND. SUDIRMAN NO. 213,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN HOCK KIE,JL. JEND. SUDIRMAN NO. 222,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANTIN QIU 243,JL. CIBADAK NO. 245,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUDIRMAN STREET DAY AND NIGHT MARKET,JL. JEND. SUDIRMAN NO. 107,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PASAR CISANGKUY FOOD MARKET,JL. CISANGKUY NO. 64,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKSO SO'UN & MIE AYAM LODAYA,JL. VETERAN NO. 3,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI JAMBLANG ASLI KHAS CIREBON,JL. SADAKELING NO. 11,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKSO BOEDJANGAN BURANGRANG,JL. BURANGRANG NO. 38A,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAUNG LESEHAN MANG IPIK,JL. CIBADUYUT RAYA NO 60,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN PAK AHMAD,JL. INDRAYASA NO. 4,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SHSD SAMBEL HEJO SAMBEL DADAK,JL. RADEN RANGGA KENCANA NO. 60,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PILLOW PARK CAFE,GG. DAKOTA RAYA NO. 48,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
JOGLO PUJASERA,JL. DAKOTA NO. 1,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LA COSTILLA,JL. PROF. DR. SUTAMI NO. 98,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
13 CUPS COFFEE HOUSE,KOMPLEK BATUNUNGGAL INDAH RUKO NO. 178,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI ABC CHINESE FOOD,JL. PARAKAN WAAS V,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FOODLIFE TOSERBA GRIYA BATUNUNGGAL,JL. BATUNUNGGAL INDAH 1 NO.19-21,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CEPOTATOES,JL. WAAS 1 NO. 6,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM PADANG AYAH,JL. WAAS NO. 2,Kecamatan Bandung Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM MANG KABAYAN BANDUNG,JL. SOEKARNO HATTA NO. 487,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM MANGGIS CHINESE FOOD,TAMAN HOLIS INDAH 1 BLOK C4,Kecamatan Bandung Kulon,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DAPUR EYANG,JL. TUBAGUS ISMAIL RAYA NO. 11,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN KURDI,JL. H. KURDI 1 NO. 1,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG SATE SOLO PAK SIDIK 3,JL. PH. H. MUSTOFA NO. 112,Kecamatan Cibeunying Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE SOLO PAK SURIP 2,JL. PH. H. MUSTOFA NO. 112,Kecamatan Cibeunying Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PARK SLLE PIZZERIA,JL. PENDAWA NO. 30,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. MEGAWATI,JL. JEND. SUDIRMAN NO. 518I,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ALAM DESA,JL. NANA ROHANA NO. 60,Kecamatan Bandung Kulon,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMARA SUNDA,JL. SOEKARNO HATTA NO 140,Kecamatan Babakan Ciparay,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CENTRO 58 FOOD CENTRE,JL. TRUNO JOYO NO. 58,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUBUR WARKOP ANTAPANI,JL. PURWAKARTA NO. 71,Kecamatan Antapani,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TA WAN PARIS VAN JAVA,JL. SUKAJADI NO. 131-139,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
QOOQOO SUSHI,JL. LEMAHNENDEUT NO.77/78,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REDSDIPO,JL. DIPATIUKUR NO. 5,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DANCING CRAB BANDUNG,JL. SUMATERA NO. 21,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DJAVA 32,JL. JAWA NO. 32,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAISAN JAPANESE CUISINE,JL. HEGARMANAH NO. 28,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
THE WHITE CLOVER,JL. DR. CIPTO NO. 24,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. SANGKAN HURIP PUNCLUT,JL. DAGO ATAS BLK. M NO. 7A,Kecamatan Ujung Berung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PUNCLUT,JL. CIUMBULEUIT,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MADAME SARI,JL. IR H. JUANDA NO. 85,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SEKAR SEAFOOD,JL. SUNIARAJA NO.41,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GYU-KAKU CITARUM BANDUNG WETAN,JL. PANGERAN KORNEL NO. 7,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GADING CHINESE FOOD RESTAURANT SUKAJADI,JL. SUKAJADI NO. 228,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PHOENIX RESTAURANT,JL. JENDRAL SUDIRMAN NO. 58,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
STREET GRILL AND FRIENDS,JL. CIHAMPELAS NO. 211-217,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
THE FOOD OPERA EXPRESS,JL.GANDAPURA NO. 27,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HONGKONG RESTAURANT,JL. JEND. SUDIRMAN NO. 151-153,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LOTEK MAHMUD,JL. MAHMUD IV NO.9,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WONGKIE KOPITIAM,SETRASARI MALL B3-51,Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
MAXI'S RESTO,JL. GUNUNG AGUNG NO.8,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HEFU RESTAURANT,JL. GARDUJATI NO.81-83,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NANA HERITAGE KITCCHEN & COFFEE CORNER,JL. DR. SETIABUDI NO.276A,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GUZZBUN PARIS VAN JAVA,PARIS VAN JAVA RESORT LEVEL UNIT 58,Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
UM. COFFEE AND SOCIAL,JL. SUKAJADI NO.181,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OSTERIA BANDUNG,JL. LEMAH NENDEUT NO.9,Kecamatan Cibeunying Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KAMBING BAKAR MBAKARIN KAMBING,JL. NATUNA NO.35,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIKAWA (JAPANESE RESTAURANT),JL. GUNUNG BATU,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GYU-KAKU PVJ,PVJ RESORT LEVEL JL. SUKAJADI NO.131-139,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MUSOUYA AUTHENTIC JAPANESE RESTAURANT,JL. HEGARMANAH NO. 2A,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KONRO MARANNU,JL. L.L.R.E. MARTADINATA NO. 189,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HASHTAGFOODSTATIONBANDUNG,JL. LOMBOK NO. 47,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMBARA AUTHENTIC FOOD,JL. TRUNOJOYO NO. 64,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ZENBU,PARIS VAN JAVA JL. SUKAJADI NO.131-139,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM KREMES DDS,JL. CIHAMPELAS NO. 23-25,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BURGREENS BANDUNG,JL. CIMANUK NO. 6,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
