kecamatan,nama_taman,luas,type,alamat_lengkap,latitude,longitude,status,query_used,processed_at
PANYILEUKAN,TAMAN BLOK R-I,67.5,city_park,"3RXC+W78 Taman Blok D, Blk. D3, Gunungmanik, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362, Indonesia",-6.9002045,107.8206939,Success,"TAMAN BLOK R-I, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:10
PANYILEUKAN,TAMAN BLOK G-I,44.77,city_park,"Blk. G-I, Cimekar, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40623, Indonesia",-6.9308759,107.7422421,Success,"TAMAN BLOK G-I, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:11
PANYILEUKAN,TAMAN BLOK R-II,39,city_park,"Blk. R, Cipadung Kidul, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9459935,107.7086599,Success,"TAMAN BLOK R-II, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:11
PANYILEUKAN,TAMAN BLOK A,36.75,city_park,"Blk. A, Sindanglaya, Kec. Cimenyan, Kota Bandung, Jawa Barat, Indonesia",-6.8941529,107.6858697,Success,"TAMAN BLOK A, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:12
PANYILEUKAN,TAMAN BLOK E,30,city_park,"Blk. E, Jl. Ps. Induk Gede Bage Blok E, Mekar Mulya, Kec. Panyileukan, Kota Bandung, Jawa Barat 40613, Indonesia",-6.930994300000001,107.6969018,Success,"TAMAN BLOK E, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:12
PANYILEUKAN,TAMAN PANYAWANGAN,26,city_park,"Jl. Panyawangan Raya, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat, Indonesia",-6.9223799,107.7013654,Success,"TAMAN PANYAWANGAN, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:13
PANYILEUKAN,TAMAN BLOK A,21.6,city_park,"Blk. A, Sindanglaya, Kec. Cimenyan, Kota Bandung, Jawa Barat, Indonesia",-6.8941529,107.6858697,Success,"TAMAN BLOK A, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:13
PANYILEUKAN,TAMAN LAPANGAN BLOK H,14,city_park,"Blk. H, Cipadung, Kec. Panyileukan, Kota Bandung, Jawa Barat, Indonesia",-6.9275414,107.7199184,Success,"TAMAN LAPANGAN BLOK H, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:13
PANYILEUKAN,TAMAN PANYILEUKAN,-,city_park,"Jl. Panyileukan, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9218682,107.7035349,Success,"TAMAN PANYILEUKAN, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:14
PANYILEUKAN,TAMAN PANYILEUKAN 1,-,city_park,"Jl. Panyileukan No.1, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9221546,107.7032711,Success,"TAMAN PANYILEUKAN 1, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:14
PANYILEUKAN,TAMAN PANYILEUKAN 2,-,city_park,"Jl. Panyileukan No.2, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9221642,107.703348,Success,"TAMAN PANYILEUKAN 2, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:15
PANYILEUKAN,TAMAN PANYILEUKAN 3,-,city_park,"Jl. Panyileukan No.3, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9221265,107.7033187,Success,"TAMAN PANYILEUKAN 3, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:15
PANYILEUKAN,TAMAN PANYILEUKAN 4,-,city_park,"Jl. Panyileukan No.4, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9220991,107.7033901,Success,"TAMAN PANYILEUKAN 4, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:15
PANYILEUKAN,TAMAN PANYILEUKAN 6,-,city_park,"Jl. Panyileukan No.6, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.922053300000001,107.7034197,Success,"TAMAN PANYILEUKAN 6, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:16
PANYILEUKAN,TAMAN PANYILEUKAN 7,-,city_park,"Jl. Panyileukan No.7, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9219588,107.7034459,Success,"TAMAN PANYILEUKAN 7, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:16
PANYILEUKAN,TAMAN PANYILEUKAN 8,-,city_park,"Jl. Panyileukan No.8, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.921955499999999,107.7034811,Success,"TAMAN PANYILEUKAN 8, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:17
PANYILEUKAN,TAMAN PANYILEUKAN 9,-,city_park,"Jl. Panyileukan No.9, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.9219203,107.7034576,Success,"TAMAN PANYILEUKAN 9, PANYILEUKAN, Bandung, Jawa Barat",2025-06-25 02:55:17
RANCASARI,TAMAN METRO ESTATE A,3590,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:18
RANCASARI,TAMAN BLOK V2,2173,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK V2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:18
RANCASARI,TAMAN BLOK L2 I,1994,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 I, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:19
RANCASARI,TAMAN BLOK A2,1922,city_park,"Blk. A2, Cibaduyut, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40236, Indonesia",-6.9528101,107.5893579,Success,"TAMAN BLOK A2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:19
RANCASARI,TAMAN BLOK L2 A,1835,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:20
RANCASARI,TAMAN BLOK G2,1781,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK G2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:20
RANCASARI,TAMAN BLOK Q2 A,1106,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK Q2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:20
RANCASARI,TAMAN METRO ESTATE H,894,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE H, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:21
RANCASARI,TAMAN BLOK L2 D,874,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 D, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:21
RANCASARI,TAMAN BLOK L2 (AL BAYAN),816,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 (AL BAYAN), RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:22
RANCASARI,TAMAN BLOK B2 B,770,city_park,"Blk. B2, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, Indonesia",-6.9652852,107.6765029,Success,"TAMAN BLOK B2 B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:22
RANCASARI,TAMAN METRO ESTATE J,678,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE J, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:22
RANCASARI,TAMAN BLOK B2 C,663,city_park,"Blk. B2, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, Indonesia",-6.9652852,107.6765029,Success,"TAMAN BLOK B2 C, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:23
RANCASARI,TAMAN BLOK G2,625,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK G2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:23
RANCASARI,TAMAN METRO ESTATE B,612,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:24
RANCASARI,TAMAN METRO ESTATE M,604,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE M, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:24
RANCASARI,TAMAN BLOK N2,600.02,city_park,"Jl. Jupiter Barat I No.6, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",-6.942962199999999,107.6607625,Success,"TAMAN BLOK N2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:25
RANCASARI,TAMAN BLOK Q2 B,567,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK Q2 B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:25
RANCASARI,TAMAN BLOK O2 DEPAN NO. 125,567,city_park,"Blk. O2, Bumiwangi, Kec. Ciparay, Kabupaten Bandung, Jawa Barat 40381, Indonesia",-7.0373944,107.6957407,Success,"TAMAN BLOK O2 DEPAN NO. 125, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:26
RANCASARI,TAMAN BLOK T2 DEPAN NO. 24,557,city_park,"Blk. T2, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9415214,107.6615957,Success,"TAMAN BLOK T2 DEPAN NO. 24, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:26
RANCASARI,TAMAN METRO ESTATE O,518,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE O, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:26
RANCASARI,TAMAN METRO ESTATE D,495,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE D, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:27
RANCASARI,TAMAN METRO ESTATE E,495,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE E, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:27
RANCASARI,TAMAN BLOK H2,483,city_park,"Blk. H2, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",-6.9064302,107.7152478,Success,"TAMAN BLOK H2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:28
RANCASARI,TAMAN BLOK S2 DEPAN NO. 69,472,city_park,"4H87+V2X, Jl. Bukit Cimindi Raya, Pasirkaliki, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40514, Indonesia",-6.8825463,107.5626285,Success,"TAMAN BLOK S2 DEPAN NO. 69, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:28
RANCASARI,TAMAN METRO ESTATE C,462,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE C, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:28
RANCASARI,TAMAN BLOK L2 H,460,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 H, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:29
RANCASARI,TAMAN METRO ESTATE N,450,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE N, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:29
RANCASARI,TAMAN METRO ESTATE F,446,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE F, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:30
RANCASARI,TAMAN METRO ESTATE G,446,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE G, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:30
RANCASARI,TAMAN BLOK L2 B,437,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:31
RANCASARI,TAMAN BLOK L2 F,437,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 F, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:31
RANCASARI,TAMAN BLOK L2 G,437,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 G, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:31
RANCASARI,TAMAN BLOK K2 A,420,city_park,"Blok K2, Buahbatu, Bojongsoang, Bandung Regency, West Java 40287, Indonesia",-6.9734189,107.6670109,Success,"TAMAN BLOK K2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:32
RANCASARI,TAMAN BLOK M2,413,city_park,"Rancasari, Bandung City, West Java, Indonesia",-6.946640100000001,107.6761534,Success,"TAMAN BLOK M2, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:32
RANCASARI,TAMAN BLOK D2 A,378,city_park,"Blk. D2A, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191, Indonesia",-6.8891657,107.6767919,Success,"TAMAN BLOK D2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:33
RANCASARI,TAMAN BLOK L2 C,375,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 C, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:33
RANCASARI,TAMAN BLOK I2 DEPAN NO. 84,325,city_park,"Jl. Permata Inten No.84, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9237286,107.6796835,Success,"TAMAN BLOK I2 DEPAN NO. 84, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:34
RANCASARI,TAMAN BLOK B2 A,273,city_park,"Blk. B2, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, Indonesia",-6.9652852,107.6765029,Success,"TAMAN BLOK B2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:34
RANCASARI,TAMAN BLOK O2 B,230.67,city_park,"3P2G+XQM, Jl. Edelweis 6E, Cinunuk, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40624, Indonesia",-6.9475269,107.726919,Success,"TAMAN BLOK O2 B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:34
RANCASARI,TAMAN BLOK O2 A,180,city_park,"Blk. O2, Bumiwangi, Kec. Ciparay, Kabupaten Bandung, Jawa Barat 40381, Indonesia",-7.0373944,107.6957407,Success,"TAMAN BLOK O2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:35
RANCASARI,TAMAN RW 10KEL. MEKAR JAYA,130,city_park,"4M33+MWG, Pasirlayung, Cibeunying Kidul, Bandung City, West Java 40192, Indonesia",-6.895821499999999,107.6548251,Success,"TAMAN RW 10KEL. MEKAR JAYA, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:35
RANCASARI,TAMAN METRO ESTATE I,128,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE I, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:36
RANCASARI,TAMAN BLOK E2 B,108,city_park,"Jl. Nata Endah No.2B blok E, Sayati, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40228, Indonesia",-6.961964999999999,107.5742505,Success,"TAMAN BLOK E2 B, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:36
RANCASARI,TAMAN METRO ESTATE L,90,city_park,"Jl. Venus Tim. I No.1, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia",-6.9400162,107.6676132,Success,"TAMAN METRO ESTATE L, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:37
RANCASARI,TAMAN BLOK E2 A,70,city_park,"Blk. E2, Kota Bandung, Jawa Barat, Indonesia",-6.9695209,107.5615989,Success,"TAMAN BLOK E2 A, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:37
RANCASARI,TAMAN BLOK E2 D,56.04,city_park,"Blk. E2, Kota Bandung, Jawa Barat, Indonesia",-6.9695209,107.5615989,Success,"TAMAN BLOK E2 D, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:38
RANCASARI,TAMAN BLOK E2 C,54,city_park,"Blk. E2, Kota Bandung, Jawa Barat, Indonesia",-6.9695209,107.5615989,Success,"TAMAN BLOK E2 C, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:38
RANCASARI,TAMAN BLOK O2 C,47.08,city_park,"Blk. O2, Bumiwangi, Kec. Ciparay, Kabupaten Bandung, Jawa Barat 40381, Indonesia",-7.0373944,107.6957407,Success,"TAMAN BLOK O2 C, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:39
RANCASARI,TAMAN BLOK L2 K,36,city_park,"Blk. L2, Cipagalo, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40287, Indonesia",-6.9716962,107.6550752,Success,"TAMAN BLOK L2 K, RANCASARI, Bandung, Jawa Barat",2025-06-25 02:55:39
REGOL,TAMAN LAPANG TEGALLEGA,190011.02,city_park,"3J73+QMM, jl otista lapangan, tegalega, Kec. Regol, Kota Bandung, Jawa Barat 40231, Indonesia",-6.935543600000001,107.604179,Success,"TAMAN LAPANG TEGALLEGA, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:40
REGOL,TAMAN ALUN-ALUN BANDUNG,9904.05,city_park,"Alun-Alun Regol, Jl. Pasirluyu Selatan, Pasirluyu, Kec. Regol, Kota Bandung, Jawa Barat 40254, Indonesia",-6.9453412,107.6214121,Success,"TAMAN ALUN-ALUN BANDUNG, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:40
REGOL,JALUR HIJAU BKR,3410,city_park,"Jl. BKR, Kec. Regol, Kota Bandung, Jawa Barat, Indonesia",-6.9376943,107.611718,Success,"JALUR HIJAU BKR, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:40
REGOL,TAMAN SAWAH KURUNG,1895.5,city_park,"3J76+X42, Jl. Sawah Kurung, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.9351036,107.6102559,Success,"TAMAN SAWAH KURUNG, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:41
REGOL,TAMAN CILENTAH,1608.2,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN CILENTAH, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:41
REGOL,TAMAN CIATEUL TENGAH,894,city_park,"Jl. Ciateul Tengah, Pungkur, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.9317037,107.6110237,Success,"TAMAN CIATEUL TENGAH, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:42
REGOL,TAMAN PULAU JALAN PATUNG IKAN,547.74,city_park,"Patung Ikan, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat, Indonesia",-6.9376,107.61011,Success,"TAMAN PULAU JALAN PATUNG IKAN, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:42
REGOL,TAMAN SRIWIJAYA,375.23,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN SRIWIJAYA, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:43
REGOL,TAMAN PULAU JALAN MOCH. TOHA/BKR,359.4,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN PULAU JALAN MOCH. TOHA/BKR, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:43
REGOL,TAMAN RW.12 KEL. CIGERELENGL,200,city_park,"TAMAN RW 12 CIPADUNG, Jl. Embah Jaksa No.208, RT.03/RW.12, Cipadung, Kec. Cibiru, bandung timur, Jawa Barat 40614, Indonesia",-6.9253328,107.7171141,Success,"TAMAN RW.12 KEL. CIGERELENGL, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:44
REGOL,TAMAN PATUNG IKAN,170,city_park,"Patung Ikan, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat, Indonesia",-6.9376,107.61011,Success,"TAMAN PATUNG IKAN, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:44
REGOL,TAMAN RW.09 KEL. CIATEUL,100,city_park,"Taman RW 09, Jl. Nilem No.9, Cijagra, Lengkong, Bandung City, West Java 40265, Indonesia",-6.935754600000001,107.6200989,Success,"TAMAN RW.09 KEL. CIATEUL, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:44
REGOL,TAMAN MOCH. TOHA - CIATEUL,88.8,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN MOCH. TOHA - CIATEUL, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:45
REGOL,TAMAN MOCH. TOHA BATAS,77.2,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN MOCH. TOHA BATAS, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:45
REGOL,TAMAN CIATEUL,-,city_park,"3J84+7HC lapangan sepak bola hidam, Jl. Moch. Toha, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",-6.934321499999999,107.6063787,Success,"TAMAN CIATEUL, REGOL, Bandung, Jawa Barat",2025-06-25 02:55:46
SUKAJADI,LAPANGAN ABRA,14966.38,city_park,"Jl. Cipedes Tengah, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",-6.8863026,107.5913681,Success,"LAPANGAN ABRA, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:46
SUKAJADI,TAMAN PERUMNAS SARIJADI,7447,city_park,"M78M+J7Q Taman Perumnas, Sukaluyu, Telukjambe Timur, Karawang, Jawa Barat 41361, Indonesia",-6.3334229,107.2832225,Success,"TAMAN PERUMNAS SARIJADI, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:47
SUKAJADI,JALUR DR. DJUNDJUNAN,6258.56,city_park,"Jl. Dr. Djundjunan, Kec. Sukajadi, Kota Bandung, Jawa Barat, Indonesia",-6.8956435,107.5894126,Success,"JALUR DR. DJUNDJUNAN, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:47
SUKAJADI,JALUR PASTEUR I,4952.5,city_park,"Pasteur, Sukajadi, Bandung City, West Java, Indonesia",-6.8912891,107.5993373,Success,"JALUR PASTEUR I, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:48
SUKAJADI,TAMAN EKS SPBU SUKAJADI,4251.03,city_park,"Jl. Sukajadi, Kota Bandung, Jawa Barat, Indonesia",-6.8853413,107.5964729,Success,"TAMAN EKS SPBU SUKAJADI, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:48
SUKAJADI,TAMAN SUKAJADI/PANGLAYUNGAN,2699.08,city_park,"4H7W+QJP Taman Sukajadi, Jalan, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",-6.8855267,107.596593,Success,"TAMAN SUKAJADI/PANGLAYUNGAN, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:49
SUKAJADI,TAMAN SUKAJADI/KARANGTINEUNG,1940.5,city_park,"4H7W+QJP Taman Sukajadi, Jalan, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",-6.8855267,107.596593,Success,"TAMAN SUKAJADI/KARANGTINEUNG, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:49
SUKAJADI,TAMAN ANGKLUNG,1823.52,city_park,"Taman Angklung, Jl. Sukajadi No.213, Gegerkalong, Sukasari, Bandung City, West Java 40153, Indonesia",-6.877836899999999,107.5960405,Success,"TAMAN ANGKLUNG, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:50
SUKAJADI,TAMAN SUKAJADI/EYKMAN,1733.44,city_park,"4H7W+QJP Taman Sukajadi, Jalan, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",-6.8855267,107.596593,Success,"TAMAN SUKAJADI/EYKMAN, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:50
SUKAJADI,TAMAN SETIABUDHI/CIPAGANTI,1529.7,city_park,"Jl. Dr. Setiabudi, Jawa Barat, Indonesia",-6.8623557,107.5962293,Success,"TAMAN SETIABUDHI/CIPAGANTI, SUKAJADI, Bandung, Jawa Barat",2025-06-25 02:55:50
