kecamatan,nama_taman,luas,type,alamat_lengkap,latitude,longitude,status,query_used,processed_at
ANDIR,TAMAN BABATAN,18307.21,city_park,"Jl. Kuau No.38, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.912088499999999,107.5750425,Success,"TAMAN BABATAN, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:49
ANDIR,LAPANG ELANG,10306,city_park,"4JC4+M66, Hegarmanah, Cidadap, Bandung City, West Java 40141, Indonesia",-6.878345,107.6055199,Success,"LAPANG ELANG, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:49
ANDIR,JALUR SUDIRMAN,3158.02,city_park,"Jl. Jend. Sudirman, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.918034,107.5811561,Success,"JALUR SUDIRMAN, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:50
ANDIR,JALUR GARUDA TIMUR,2968.13,city_park,"Garuda, Andir, Bandung City, West Java, Indonesia",-6.913103,107.5757741,Success,"JALUR GARUDA TIMUR, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:50
ANDIR,JALUR GARUDA BARAT,2405,city_park,"Garuda, Andir, Bandung City, West Java, Indonesia",-6.913103,107.5757741,Success,"JALUR GARUDA BARAT, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:50
ANDIR,TAMAN CIMINDI,1557.21,city_park,"4H36+H65 Taman Hutan Kota Cimindi, Campaka, Andir, Bandung City, West Java, Indonesia",-6.8961095,107.5606102,Success,"TAMAN CIMINDI, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:51
ANDIR,JALUR ELANG,1395.67,city_park,"Jl. Elang, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9155809,107.574974,Success,"JALUR ELANG, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:51
ANDIR,TAMAN YAPLUN,1184.96,city_park,"Jl. Kuau No.38, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.912088499999999,107.5750425,Success,"TAMAN YAPLUN, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:52
ANDIR,TPJ SUDIRMAN - RAJAWALI,825.54,city_park,"Jl. Rajawali Barat, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9121701,107.5733164,Success,"TPJ SUDIRMAN - RAJAWALI, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:52
ANDIR,BUNDERAN SUDIRMAN,735,city_park,"3HMF+4P5 Bunderan Sudirman, Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212, Indonesia",-6.9172336,107.5743601,Success,"BUNDERAN SUDIRMAN, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:52
ANDIR,TAMAN SUDUT RAJAWALI,666.35,city_park,"Jl. Rajawali Sakti No.6, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183, Indonesia",-6.9135136,107.5802396,Success,"TAMAN SUDUT RAJAWALI, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:53
ANDIR,TAMAN RAJAWALI/ARJUNA,376,city_park,"Jl. Rajawali Sakti No.6, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183, Indonesia",-6.9135136,107.5802396,Success,"TAMAN RAJAWALI/ARJUNA, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:53
ANDIR,TAMAN RW. BELAKANG KANTOR,210,city_park,"Jl. Paskal HyperSquare Blok B-6A, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40172, Indonesia",-6.9148627,107.5968236,Success,"TAMAN RW. BELAKANG KANTOR, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:53
ANDIR,TAMAN WARINGIN,198.1,city_park,"Jl. Kuau No.38, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.912088499999999,107.5750425,Success,"TAMAN WARINGIN, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:54
ANDIR,BAK BUNGA ANDIR II,180,city_park,"Andir, Bandung City, West Java, Indonesia",-6.9136276,107.5776047,Success,"BAK BUNGA ANDIR II, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:54
ANDIR,TAMAN RW. 09,130,city_park,"Taman RW 09, Jl. Nilem No.9, Cijagra, Lengkong, Bandung City, West Java 40265, Indonesia",-6.935754600000001,107.6200989,Success,"TAMAN RW. 09, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:54
ANDIR,TAMAN RW. 04,110,city_park,"Taman RW 04 Tamansari, Jl. Kebon Bibit No.2a, Tamansari, Bandung Wetan, Bandung City, West Java 40116, Indonesia",-6.8979075,107.6087585,Success,"TAMAN RW. 04, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:55
ANDIR,BAK BUNGA ANDIR I,104.99,city_park,"Jl. Andir, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9148043,107.5833851,Success,"BAK BUNGA ANDIR I, ANDIR, Bandung, Jawa Barat",2025-06-25 02:51:55
ANTAPANI,TAMAN BOUGENVILLE,4746,city_park,"Jl. Taman Bougenville, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221, Indonesia",-6.9339383,107.5814427,Success,"TAMAN BOUGENVILLE, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:55
ANTAPANI,TAMAN BATU TULIS,2614,city_park,"Jl. Batu Tulis, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.920574,107.6587144,Success,"TAMAN BATU TULIS, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:56
ANTAPANI,TAMAN SUBANG BLOK 5,1826,city_park,"Jl. Subang No.5, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9129689,107.6545848,Success,"TAMAN SUBANG BLOK 5, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:56
ANTAPANI,TAMAN PURWAKARTA-KADIPATEN,1563,city_park,"Jl. Kadipaten Raya, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9179199,107.6554067,Success,"TAMAN PURWAKARTA-KADIPATEN, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:56
ANTAPANI,TAMAN LARANTUKA,1492,city_park,"Antapani, Bandung City, West Java, Indonesia",-6.913524499999999,107.6594029,Success,"TAMAN LARANTUKA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:57
ANTAPANI,TAMAN KARANG ASEM,1438,city_park,"Jl. Karang Asem, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9232246,107.6608294,Success,"TAMAN KARANG ASEM, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:57
ANTAPANI,TAMAN JATIWANGI,1256,city_park,"Jl. Jatiwangi, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.914621,107.6621817,Success,"TAMAN JATIWANGI, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:57
ANTAPANI,TAMAN JAYAPURA,1104,city_park,"Jl. Jayapura, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9238856,107.6632446,Success,"TAMAN JAYAPURA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:58
ANTAPANI,TAMAN BATU WANGI-SINDANG KASIH,1098,city_park,"Jl. Batuwangi, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.920574,107.6587144,Success,"TAMAN BATU WANGI-SINDANG KASIH, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:58
ANTAPANI,TAMAN PURWOREJO,1010,city_park,"Jl. Purworejo, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.920141,107.656123,Success,"TAMAN PURWOREJO, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:58
ANTAPANI,TAMAN RENGASDENGLOK,988,city_park,"Jl. R.Dengklok Sel., Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9192605,107.6620357,Success,"TAMAN RENGASDENGLOK, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:59
ANTAPANI,TAMAN PEKALONGAN,969,city_park,"Jl. Pekalongan, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9225776,107.6578915,Success,"TAMAN PEKALONGAN, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:59
ANTAPANI,TAMAN JALUR PRATISTA UTAMA,889,city_park,"Jl. Pratista Raya, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9255089,107.6626111,Success,"TAMAN JALUR PRATISTA UTAMA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:51:59
ANTAPANI,TAMAN KADIPATEN-CICALENGKA,887,city_park,"Jl. Cicalengka Raya, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9198377,107.6579645,Success,"TAMAN KADIPATEN-CICALENGKA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:00
ANTAPANI,TAMAN ATAMBUA,664,city_park,"Jl. Atambua, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9241036,107.6608818,Success,"TAMAN ATAMBUA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:00
ANTAPANI,TAMAN CIKAMPEK,624,city_park,"Jl. Cikampek Raya, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9163493,107.6570499,Success,"TAMAN CIKAMPEK, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:01
ANTAPANI,TAMAN SRAGEN-KLATEN,489,city_park,"Jl. Sragen, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9228363,107.6593625,Success,"TAMAN SRAGEN-KLATEN, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:01
ANTAPANI,TAMAN TERUSAN JALAN JAKARTA,343,city_park,"Jl. Terusan Jakarta, Kec. Antapani, Kota Bandung, Jawa Barat, Indonesia",-6.9135784,107.6598421,Success,"TAMAN TERUSAN JALAN JAKARTA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:01
ANTAPANI,TAMAN KUNINGAN BLOK 20,252,city_park,"Antapani, Bandung City, West Java, Indonesia",-6.913524499999999,107.6594029,Success,"TAMAN KUNINGAN BLOK 20, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:02
ANTAPANI,TAMAN JATIWANGI BLOK 26,237,city_park,"Jl. Jatiwangi No.26, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.914525500000001,107.6617871,Success,"TAMAN JATIWANGI BLOK 26, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:02
ANTAPANI,TAMAN KADIPATEN BLOK 12,237,city_park,"Jl. Kadipaten Raya No.12, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.919435099999999,107.6566549,Success,"TAMAN KADIPATEN BLOK 12, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:02
ANTAPANI,TAMAN PRANAYA 2,170,city_park,"Jl. Komp. Pranaya No.2, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40292, Indonesia",-6.9334263,107.6681895,Success,"TAMAN PRANAYA 2, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:03
ANTAPANI,TAMAN PRATISTA BARAT II,113,city_park,"Jl. Pratista Barat II, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9258688,107.6622994,Success,"TAMAN PRATISTA BARAT II, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:03
ANTAPANI,TAMAN BLOK D-39,104.32,city_park,"Jl. Tj. Sari Asri Residence Blk. D No.39, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.908057599999999,107.6593631,Success,"TAMAN BLOK D-39, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:03
ANTAPANI,TAMAN PRANAYA 1,89,city_park,"Jl. Komp. Pranaya Jl. Parakan Saat No.1, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40292, Indonesia",-6.9330044,107.6680008,Success,"TAMAN PRANAYA 1, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:04
ANTAPANI,TAMAN PRATISTA BARAT I,51,city_park,"Jl. Pratista Bar. I, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9253627,107.661285,Success,"TAMAN PRATISTA BARAT I, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:04
ANTAPANI,TAMAN GERBANG PRANAYA,49.23,city_park,"3MH6+WMC, Jl. R.Dengklok Sel., Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9201962,107.6616275,Success,"TAMAN GERBANG PRANAYA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:04
ANTAPANI,TAMAN PRATISTA RAYA,34.89,city_park,"Jl. Pratista Raya, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9255089,107.6626111,Success,"TAMAN PRATISTA RAYA, ANTAPANI, Bandung, Jawa Barat",2025-06-25 02:52:05
ARCAMANIK,TAMAN LAPANGAN PACUAN KUDA,665000,city_park,"Jl. Pacuan Kuda, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9096354,107.6748094,Success,"TAMAN LAPANGAN PACUAN KUDA, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:05
ARCAMANIK,TAMAN SKI AIR,7139.78,city_park,"Jl. Ski Air, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9237181,107.6739142,Success,"TAMAN SKI AIR, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:05
ARCAMANIK,TAMAN TERBANG LAYANG I,1338,city_park,"Jl. Terbang Layang, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",-6.9247022,107.6720246,Success,"TAMAN TERBANG LAYANG I, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:06
ARCAMANIK,TAMAN GOLF BARAT XIII,940,city_park,"Taman Golf Barat XIII, Jl. Golf Bar. VIII No.30, Sukamiskin, Arcamanik, Bandung City, West Java 40293, Indonesia",-6.917981999999999,107.671082,Success,"TAMAN GOLF BARAT XIII, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:06
ARCAMANIK,TAMAN GOLF BARAT 2 A,839.91,city_park,"Jl. Golf Bar. II Blok A No.11, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9166456,107.6747023,Success,"TAMAN GOLF BARAT 2 A, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:07
ARCAMANIK,TAMAN AEROMODELING,816,city_park,"Jl. Tm.Aeromodeling No.50, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9249101,107.6714515,Success,"TAMAN AEROMODELING, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:07
ARCAMANIK,TAMAN ARCAMANIK III,810.05,city_park,"Arcamanik, Bandung City, West Java, Indonesia",-6.929118799999999,107.6764994,Success,"TAMAN ARCAMANIK III, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:07
ARCAMANIK,TAMAN ARCAMANIK II,740.33,city_park,"Arcamanik, Bandung City, West Java, Indonesia",-6.929118799999999,107.6764994,Success,"TAMAN ARCAMANIK II, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:08
ARCAMANIK,TAMAN BOWLING,732.12,city_park,"Jl. Boling, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.920618,107.6729217,Success,"TAMAN BOWLING, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:08
ARCAMANIK,TAMAN ARCAMANIK IV,660,city_park,"Arcamanik, Bandung City, West Java, Indonesia",-6.929118799999999,107.6764994,Success,"TAMAN ARCAMANIK IV, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:09
ARCAMANIK,TAMAN ARCAMANIK V,616,city_park,"Arcamanik, Bandung City, West Java, Indonesia",-6.929118799999999,107.6764994,Success,"TAMAN ARCAMANIK V, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:09
ARCAMANIK,TAMAN ARCAMANIK XVIII,599.61,city_park,"Jl. Arcamanik, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",-6.90511,107.6802218,Success,"TAMAN ARCAMANIK XVIII, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:09
ARCAMANIK,TAMAN HOCKY,442,city_park,"3MJF+7RG Taman Hockey, Jl. Arcamanik Endah, Sukamiskin, Arcamanik, Bandung City, West Java 40293, Indonesia",-6.9193818,107.6745256,Success,"TAMAN HOCKY, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:10
ARCAMANIK,TAMAN ARCAMANIK VII,440.06,city_park,"Blk. 7, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9267722,107.6736362,Success,"TAMAN ARCAMANIK VII, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:10
ARCAMANIK,TAMAN TAEKONDO-KEMPO,396,city_park,"Jl. Kempo, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9180493,107.6768592,Success,"TAMAN TAEKONDO-KEMPO, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:11
ARCAMANIK,TAMAN TENIS,390,city_park,"Jl. Tenis, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9205135,107.6749969,Success,"TAMAN TENIS, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:11
ARCAMANIK,TAMAN TERBANG LAYANG II,375.46,city_park,"Jl. Terbang Layang, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",-6.9247022,107.6720246,Success,"TAMAN TERBANG LAYANG II, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:12
ARCAMANIK,TAMAN ARCAMANIK I,374,city_park,"Jl. Arcamanik, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",-6.90511,107.6802218,Success,"TAMAN ARCAMANIK I, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:12
ARCAMANIK,TAMAN AEROMODELING IV,338,city_park,"Jl. Tm.Aeromodeling No.50, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9249101,107.6714515,Success,"TAMAN AEROMODELING IV, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:13
ARCAMANIK,TAMAN POLO AIR,328.32,city_park,"Jl. Polo Air, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9228866,107.6744534,Success,"TAMAN POLO AIR, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:13
ARCAMANIK,TAMAN GOLF BARAT 2 C,325,city_park,"3MJF+PJQ Taman Golf Barat, Jl. Atletik I, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.918151,107.6741018,Success,"TAMAN GOLF BARAT 2 C, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:13
ARCAMANIK,TAMAN ICE SKATING I,325,city_park,"Jl. Ice Skating I, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9257778,107.6723247,Success,"TAMAN ICE SKATING I, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:14
ARCAMANIK,TAMAN DIRGANTARA,321.22,city_park,"3MGC+R5C Taman Dirgantara, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.922925500000001,107.6703849,Success,"TAMAN DIRGANTARA, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:14
ARCAMANIK,TAMAN DIRGANTARA,315,city_park,"3MGC+R5C Taman Dirgantara, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.922925500000001,107.6703849,Success,"TAMAN DIRGANTARA, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:15
ARCAMANIK,TAMAN ICE SKATING I,312,city_park,"Jl. Ice Skating I, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9257778,107.6723247,Success,"TAMAN ICE SKATING I, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:15
ARCAMANIK,TAMAN SUDUT ARCAMANIK,286.44,city_park,"Arcamanik, Bandung City, West Java, Indonesia",-6.929118799999999,107.6764994,Success,"TAMAN SUDUT ARCAMANIK, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:15
ARCAMANIK,TAMAN BALON UDARA,242,city_park,"Jl. Balon Udara, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9237258,107.6701588,Success,"TAMAN BALON UDARA, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:16
ARCAMANIK,TAMAN GOLF BARAT 2 B,212,city_park,"3MJF+PJQ Taman Golf Barat, Jl. Atletik I, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.918151,107.6741018,Success,"TAMAN GOLF BARAT 2 B, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:16
ARCAMANIK,TAMAN TERJUN TENDOM,208,city_park,"Jl. Terjun Tandom, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9247134,107.6730894,Success,"TAMAN TERJUN TENDOM, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:17
ARCAMANIK,TAMAN RW JL. CICUKANG KEL. CISARANTEN BINA HARAPAN,200,city_park,"Jl. Cicukang, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",-6.9108923,107.6837008,Success,"TAMAN RW JL. CICUKANG KEL. CISARANTEN BINA HARAPAN, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:17
ARCAMANIK,TAMAN GANTOLE,192.89,city_park,"3MGC+9PF Taman Gantole, Jl. Taman Gantole, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9240618,107.671783,Success,"TAMAN GANTOLE, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:18
ARCAMANIK,TAMAN AEROMODELING III,185,city_park,"Jl. Tm.Aeromodeling No.50, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9249101,107.6714515,Success,"TAMAN AEROMODELING III, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:18
ARCAMANIK,TAMAN RW. 09 KOMP. GURUMINDA KEL. CISARANTEN KULON,170,city_park,"Taman Rw 09, Jl. Parakansaat ll No.117, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40286, Indonesia",-6.937485,107.6694874,Success,"TAMAN RW. 09 KOMP. GURUMINDA KEL. CISARANTEN KULON, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:19
ARCAMANIK,TAMAN GANTOLE-DIRGANTARA,75,city_park,"3MGC+9PF Taman Gantole, Jl. Taman Gantole, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9240618,107.671783,Success,"TAMAN GANTOLE-DIRGANTARA, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:19
ARCAMANIK,TAMAN BULU TANGKIS,69,city_park,"Jl. Bulutangkis, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9203722,107.6746457,Success,"TAMAN BULU TANGKIS, ARCAMANIK, Bandung, Jawa Barat",2025-06-25 02:52:20
ASTANAANYAR,TAMAN BABAKAN SUKAMAJU,7907.35,city_park,"3HG5+W96, Melong, Cimahi Selatan, Cimahi City, West Java 40534, Indonesia",-6.9227091,107.5583896,Success,"TAMAN BABAKAN SUKAMAJU, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:20
ASTANAANYAR,TAMAN PAJAGALAN II,746.9,city_park,"Gg. Pajagalan II, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242, Indonesia",-6.9279116,107.6011295,Success,"TAMAN PAJAGALAN II, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:20
ASTANAANYAR,TAMAN INHOFTANK,112.77,city_park,"Jl. Peta No.50, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40243, Indonesia",-6.9371823,107.6001094,Success,"TAMAN INHOFTANK, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:21
ASTANAANYAR,TAMAN RW.05 KEL. NYENGSERET,80,city_park,"Taman RW 05, Jl. Mekar Sejati No.10, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237, Indonesia",-6.958104199999999,107.6050383,Success,"TAMAN RW.05 KEL. NYENGSERET, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:21
ASTANAANYAR,TAMAN ASTANA ANYAR,56.89,city_park,"3JC2+M6R taman astana anyar, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242, Indonesia",-6.928259400000001,107.60051,Success,"TAMAN ASTANA ANYAR, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:22
ASTANAANYAR,TAMAN PAJAGALAN I,49.7,city_park,"Gg. Pajagalan 1, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242, Indonesia",-6.9276561,107.6011104,Success,"TAMAN PAJAGALAN I, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:22
ASTANAANYAR,TAMAN RW.04 KEL. NYENGSERET,40,city_park,"Taman RW 04 Tamansari, Jl. Kebon Bibit No.2a, Tamansari, Bandung Wetan, Bandung City, West Java 40116, Indonesia",-6.8979075,107.6087585,Success,"TAMAN RW.04 KEL. NYENGSERET, ASTANAANYAR, Bandung, Jawa Barat",2025-06-25 02:52:23
BABAKAN CIPARAY,TAMAN LINGKUNGAN PERUMAHAN SUMBER SARI,2973,city_park,"Jl. Sumber Sari, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222, Indonesia",-6.9323385,107.5762212,Success,"TAMAN LINGKUNGAN PERUMAHAN SUMBER SARI, BABAKAN CIPARAY, Bandung, Jawa Barat",2025-06-25 02:52:23
BABAKAN CIPARAY,TAMAN RW.04 KEL. SUKAHAJI,70,city_park,"Taman RW 04 Holis Permai, Jl. Komp. Holis Permai IV No.7, Caringin, Bandung Kulon, Bandung City, West Java 40214, Indonesia",-6.9348959,107.5692372,Success,"TAMAN RW.04 KEL. SUKAHAJI, BABAKAN CIPARAY, Bandung, Jawa Barat",2025-06-25 02:52:23
