nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,mall_per_capita,minimarket_density,taman_per_capita,ulasan_per_capita,competition_density,market_potential,infrastructure_score,retail_accessibility,population_tier,density_tier,review_tier,rating_normalized,high_rating,excellent_rating,high_volume_reviews,very_high_volume_reviews,log_jumlah_ulasan,log_kepadatan,kategori_resto_encoded,price_range_encoded,price_category_interaction,rating_review_interaction,density_infrastructure,success_category,market_attractiveness,business_viability,competition_target
NASI TIMBEL BAWEAN,JL. BAWEAN NO.3,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,975,0.10437596221590167,5.444126074498567,0.9915716410510659,25.441640790126037,279.36962750716333,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,6.883462586413092,9.303994636053972,7,3,21,30.975581638858912,669828.7999999999,High,Low,Medium Risk,Consider
BAWEAN RESTO,JL. GANDAPURA NO.43,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,72,0.10437596221590167,5.444126074498567,0.9915716410510659,1.8787673198862302,20.630372492836674,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,4.290459441148391,9.303994636053972,8,3,24,19.30706748516776,669828.7999999999,Medium,Low,Low Risk,Avoid
KAMPUNG MUARA SUNDA BANDUNG,JL. SUMBAWA NO.10 - 12,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,3169,0.10437596221590167,5.444126074498567,0.9915716410510659,82.69185606554811,908.0229226361031,252558.4,61.0,23.0,Very Low,Sparse,Low,0.8500000000000001,0,0,1,0,8.061486866871327,9.303994636053972,8,2,16,35.470542214233845,669828.7999999999,High,Low,High Risk,Go
POINT COFFEE,JL. JAWA NO.38MERDEKAKEC,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,79,0.10437596221590167,5.444126074498567,0.9915716410510659,2.0614252537640585,22.636103151862464,252558.4,61.0,23.0,Very Low,Sparse,Very Low,1.0,1,1,0,0,4.382026634673881,9.303994636053972,1,3,3,21.910133173369406,669828.7999999999,Medium,Low,Medium Risk,Consider
KOPI MOYAN,JL. ANGGREK NO.30,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,413,0.10437596221590167,5.444126074498567,0.9915716410510659,10.776818098791848,118.33810888252148,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,6.025865973825314,9.303994636053972,1,3,3,27.116396882213913,669828.7999999999,High,Low,Medium Risk,Consider
HAFA WAREHOUSE,JL. GUDANG SELATAN NO.88,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,92,0.10437596221590167,5.444126074498567,0.9915716410510659,2.400647130965739,26.36103151862464,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,4.532599493153256,9.303994636053972,8,3,24,20.396697719189653,669828.7999999999,Medium,Low,Low Risk,Avoid
TOKO AKARASA,JL. ANGGREK NO.27,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,174,0.10437596221590167,5.444126074498567,0.9915716410510659,4.540354356391723,49.8567335243553,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.1647859739235145,9.303994636053972,8,3,24,24.27449407744052,669828.7999999999,Medium,Low,Medium Risk,Consider
HAMPTON COFFEE & EATERY,JL. ACEH NO.64,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,122,0.10437596221590167,5.444126074498567,0.9915716410510659,3.183466847585001,34.957020057306586,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,4.812184355372417,9.303994636053972,1,3,3,21.654829599175876,669828.7999999999,Medium,Low,Low Risk,Consider
VAPORID PEJUANG,JL. ACEH NO.66,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,283,0.10437596221590167,5.444126074498567,0.9915716410510659,7.384599326775044,81.08882521489971,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.648974238161206,9.303994636053972,8,3,24,26.55017891935767,669828.7999999999,High,Low,Medium Risk,Consider
KALUARGI JAWA,JL. JAWA NO.36A,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,126,0.10437596221590167,5.444126074498567,0.9915716410510659,3.287842809800903,36.10315186246418,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.844187086458591,9.303994636053972,8,3,24,23.252098015001238,669828.7999999999,Medium,Low,Medium Risk,Consider
KUNASI INDONESIA,JL. GANDAPURA NO.61,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,281,0.10437596221590167,5.444126074498567,0.9915716410510659,7.332411345667093,80.51575931232091,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.641907070938114,9.303994636053972,7,3,21,26.516963233409136,669828.7999999999,High,Low,Medium Risk,Consider
EATBOSS MANGGALA,JL. ACEH NO.66,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2294,0.10437596221590167,5.444126074498567,0.9915716410510659,59.85961433081961,657.3065902578796,252558.4,61.0,23.0,Very Low,Sparse,Low,0.8,0,0,1,0,7.738488122494646,9.303994636053972,8,2,16,32.50165011447751,669828.7999999999,High,Low,High Risk,Go
KEDAIFAVORITE,"NO., JL. L. L. R.E. MARTADINATA NO.162",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,158,0.10437596221590167,5.444126074498567,0.9915716410510659,4.122850507528117,45.27220630372493,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8678301886792454,0,0,0,0,5.0689042022202315,9.303994636053972,8,2,16,22.664696563059447,669828.7999999999,Medium,Low,Low Risk,Consider
PIZZA HUT RESTAURANT,JL. GANDAPURA NO.126,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Fast Food,244,0.10437596221590167,5.444126074498567,0.9915716410510659,6.366933695170002,69.91404011461317,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,5.501258210544727,9.303994636053972,4,3,12,25.305787768505745,669828.7999999999,High,Low,Medium Risk,Consider
HAKATA IKKOUSHA,LLRE MARTADINATA ST NO.172,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,190,0.10437596221590167,5.444126074498567,0.9915716410510659,4.95785820525533,54.44126074498567,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,5.25227342804663,9.303994636053972,8,3,24,23.635230426209834,669828.7999999999,Medium,Low,Medium Risk,Consider
AMITY COFFEE & SPACE,JL. GANDAPURA NO.55,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,260,0.10437596221590167,5.444126074498567,0.9915716410510659,6.784437544033609,74.49856733524355,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,5.564520407322694,9.303994636053972,1,3,3,25.040341832952123,669828.7999999999,High,Low,Medium Risk,Consider
STEAMBOAT AYUTTHAYA,JL. GUDANG SELATAN NO.45,sumur bandung,1.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,334,0.10437596221590167,5.444126074498567,0.9915716410510659,8.71539284502779,95.70200573065902,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.0,0,0,0,0,5.814130531825066,9.303994636053972,8,0,0,5.814130531825066,669828.7999999999,High,Low,Low Risk,Avoid
RAMENS @GUDANG SELATAN,JL. GUDANG SELATAN NO.22,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Japanese Food,282,0.10437596221590167,5.444126074498567,0.9915716410510659,7.358505336221068,80.80229226361031,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.7749999999999999,0,0,0,0,5.645446897643238,9.303994636053972,5,2,10,23.146332280337273,669828.7999999999,High,Low,Low Risk,Avoid
RESTORAN SEDERHANA RIAU,LLRE MARTADINATA ST NO.128,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,112,0.10437596221590167,5.444126074498567,0.9915716410510659,2.9225269420452467,32.09169054441261,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.825,0,0,0,0,4.727387818712341,9.303994636053972,8,2,16,20.327767620463064,669828.7999999999,Medium,Low,Low Risk,Avoid
MAMAYU MIE BAKSO,"NO 60KB, JL. SUNDA",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,48,0.10437596221590167,5.444126074498567,0.9915716410510659,1.25251154659082,13.753581661891117,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,3.8918202981106265,9.303994636053972,8,3,24,18.680737430931007,669828.7999999999,Low,Low,Medium Risk,Consider
PRIMA RASA BAKERY PASTRY,JL. KEMUNING NO.20,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,795,0.10437596221590167,5.444126074498567,0.9915716410510659,20.74472249041046,227.79369627507162,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,6.679599185844383,9.303994636053972,0,3,0,30.72615625488416,669828.7999999999,High,Low,Medium Risk,Consider
FAT PHÓ • GANDAPURA,JL. GANDAPURA NO.75,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,607,0.13865779256794233,4.069767441860465,4.055740432612312,21.041320022185246,176.45348837209303,150948.9,135.0,18.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,6.410174881966167,9.03444412857389,8,3,24,30.12782194524099,1132116.75,High,Medium,Medium Risk,Consider
AYAM BAKAR WONGSOLO BANDUNG,LLRE MARTADINATA ST NO.152,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,242,0.10437596221590167,5.444126074498567,0.9915716410510659,6.3147457140620515,69.34097421203438,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8500000000000001,0,0,0,0,5.493061443340548,9.303994636053972,8,2,16,24.169470350698415,669828.7999999999,High,Low,Low Risk,Consider
SONOMA CAFE|RESTO (SONOMA GOLD),JL. LOMBOK NO.29,sumur bandung,4.5,Rp 100.000 - 200.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,160,0.10437596221590167,5.444126074498567,0.9915716410510659,4.175038488636067,45.84527220630372,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,5.081404364984463,9.303994636053972,1,3,3,22.866319642430085,669828.7999999999,Medium,Low,Medium Risk,Consider
JUSTUS STEAK HOUSE JAWA,JL. JAWA NO.50,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Western Food,398,0.10437596221590167,5.444126074498567,0.9915716410510659,10.385408240482215,114.0401146131805,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.988961416889864,9.303994636053972,10,3,30,28.148118659382362,669828.7999999999,High,Low,Medium Risk,Consider
STEAK HOTEL BY HOLYCOW! TKP BANDUNG,JL. ANGGREK NO.29,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Western Food,73,0.10437596221590167,5.444126074498567,0.9915716410510659,1.9048613104402055,20.916905444126073,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.30406509320417,9.303994636053972,10,3,30,20.659512447380017,669828.7999999999,Medium,Low,Medium Risk,Consider
FUEGO ROASTHOUSE & NORGE PARLOR,JL. BANDA NO.4,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,70,0.10437596221590167,5.444126074498567,0.9915716410510659,1.8265793387782794,20.057306590257877,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.2626798770413155,9.303994636053972,8,3,24,20.460863409798314,669828.7999999999,Medium,Low,Medium Risk,Consider
TAMIKO BY TAMI YAKITORI,JL. ANGGREK NO.34,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,127,0.10437596221590167,5.444126074498567,0.9915716410510659,3.3139368003548784,36.38968481375358,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.852030263919617,9.303994636053972,8,3,24,23.289745266814162,669828.7999999999,Medium,Low,Medium Risk,Consider
NICHI IZAKAYA & DEN KAISEKI,JL. SUMBAWA NO.12,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,114,0.10437596221590167,5.444126074498567,0.9915716410510659,2.974714923153198,32.664756446991404,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.9750000000000001,1,1,0,0,4.74493212836325,9.303994636053972,8,3,24,23.25016742897993,669828.7999999999,Medium,Low,Medium Risk,Consider
ROOTS RESTO & LOUNGE,JL. GUDANG SELATAN NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,315,0.10437596221590167,5.444126074498567,0.9915716410510659,8.219607024502256,90.25787965616045,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,5.755742213586912,9.303994636053972,8,3,24,26.476414182499795,669828.7999999999,High,Low,Medium Risk,Consider
SOUTH GARDEN,JL. GUDANG SELATAN NO.88,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,33,0.10437596221590167,5.444126074498567,0.9915716410510659,0.8611016882811888,9.455587392550143,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,3.5263605246161616,9.303994636053972,8,3,24,16.926530518157573,669828.7999999999,Low,Low,Medium Risk,Consider
SUNDAY BOWL CEREAL CLUB,JL. KEMUNING NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,94,0.10437596221590167,5.444126074498567,0.9915716410510659,2.4528351120736893,26.934097421203436,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,4.553876891600541,9.303994636053972,8,3,24,20.947833701362487,669828.7999999999,Medium,Low,Medium Risk,Consider
AYAKABE HOUSE OF WARAU,JL. GUDANG SELATAN,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,66,0.10437596221590167,5.444126074498567,0.9915716410510659,1.7222033765623777,18.911174785100286,252558.4,61.0,23.0,Very Low,Sparse,Very Low,1.0,1,1,0,0,4.204692619390966,9.303994636053972,8,3,24,21.023463096954828,669828.7999999999,Medium,Low,Medium Risk,Consider
VAN HENGEL CATERING,JL. BELITUNG NO.3,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,16,0.10437596221590167,5.444126074498567,0.9915716410510659,0.4175038488636067,4.584527220630372,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,2.833213344056216,9.303994636053972,8,3,24,13.599424051469837,669828.7999999999,Low,Low,Medium Risk,Consider
SITE COFFEE BANDUNG,JL. KALIMANTAN NO.1,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,180,0.10437596221590167,5.444126074498567,0.9915716410510659,4.696918299715576,51.57593123209169,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,5.198497031265826,9.303994636053972,1,3,3,23.913086343822798,669828.7999999999,Medium,Low,Medium Risk,Consider
DORI ID ASIA AFRIKA,JL. ASIA AFRIKA NO.129,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,68,0.10437596221590167,5.444126074498567,0.9915716410510659,1.7743913576703287,19.484240687679083,252558.4,61.0,23.0,Very Low,Sparse,Very Low,1.0,1,1,0,0,4.23410650459726,9.303994636053972,8,3,24,21.1705325229863,669828.7999999999,Medium,Low,Medium Risk,Consider
BEEF BULGOGI CHICKEN GALBI,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,489,0.10437596221590167,5.444126074498567,0.9915716410510659,12.75996138089398,140.11461318051576,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8,0,0,0,0,6.194405391104672,9.303994636053972,8,2,16,26.016502642639622,669828.7999999999,High,Low,Low Risk,Consider
ROEMAH LEGIT,JL. EMBONG NO.15,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,428,0.10437596221590167,5.444126074498567,0.9915716410510659,11.168227957101479,122.63610315186246,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,6.061456918928017,9.303994636053972,8,3,24,27.882701827068875,669828.7999999999,High,Low,Medium Risk,Consider
AYAM GEPREK REMPAH NARIPAN,JL. NARIPAN NO.34,sumur bandung,1.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,81,0.10437596221590167,5.444126074498567,0.9915716410510659,2.113613234872009,23.209169054441258,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.15000000000000002,0,0,0,0,4.406719247264253,9.303994636053972,8,0,0,7.050750795622806,669828.7999999999,Medium,Low,Low Risk,Avoid
MEATSOLOGIST STEAK HALL,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI LANTAI 2",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Western Food,1021,0.10437596221590167,5.444126074498567,0.9915716410510659,26.641964355608906,292.55014326647563,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8,0,0,1,0,6.92951677076365,9.303994636053972,10,2,20,29.10397043720733,669828.7999999999,High,Low,Medium Risk,Consider
28 KOPI,JL. VETERAN NO.28,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,80,0.10437596221590167,5.444126074498567,0.9915716410510659,2.0875192443180337,22.92263610315186,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.394449154672439,9.303994636053972,1,3,3,21.093355942427706,669828.7999999999,Medium,Low,Medium Risk,Consider
PIZZA RIVERSIDE,JL. VETERAN NO.37,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,290,0.10437596221590167,5.444126074498567,0.9915716410510659,7.567257260652871,83.0945558739255,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8678301886792454,0,0,0,0,5.673323267171493,9.303994636053972,4,2,8,25.367248072722653,669828.7999999999,High,Low,Medium Risk,Consider
SOP BUNTUT SAPI HJ. INE,"JL. A. YANI NO.29B, RT.001/RW.002",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,549,0.10437596221590167,5.444126074498567,0.9915716410510659,14.325600814132505,157.30659025787963,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,6.309918278226516,9.303994636053972,8,3,24,29.025624079841972,669828.7999999999,High,Low,Medium Risk,Consider
SATE BANG ROHIM NARIPAN,JL. NARIPAN NO.57-61,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,62,0.10437596221590167,5.444126074498567,0.9915716410510659,1.617827414346476,17.76504297994269,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.143134726391533,9.303994636053972,8,3,24,19.887046686679355,669828.7999999999,Low,Low,Medium Risk,Consider
KITCHEN HUB,JL. SUNDA NO.69,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,169,0.10437596221590167,5.444126074498567,0.9915716410510659,4.409884403621846,48.42406876790831,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.135798437050262,9.303994636053972,8,3,24,24.13825265413623,669828.7999999999,Medium,Low,Medium Risk,Consider
SOONYOTO,PS. KOSAMBI,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,3151,0.10437596221590167,5.444126074498567,0.9915716410510659,82.22216423557654,902.8653295128939,252558.4,61.0,23.0,Very Low,Sparse,Low,0.8678301886792454,0,0,1,0,8.05579245097777,9.303994636053972,8,2,16,36.020031981749284,669828.7999999999,High,Low,High Risk,Go
NATUNA SEAFOOD,JL. NATUNA NO.7,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Seafood,226,0.10437596221590167,5.444126074498567,0.9915716410510659,5.8972418651984455,64.756446991404,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,5.424950017481403,9.303994636053972,9,3,27,24.954770080414452,669828.7999999999,High,Low,Medium Risk,Consider
ANEKA 38 SEAFOOD BANDUNG,JL. SUMATERA NO.18,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Seafood,77,0.10437596221590167,5.444126074498567,0.9915716410510659,2.0092372726561076,22.063037249283667,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.95,1,1,0,0,4.356708826689592,9.303994636053972,9,3,27,20.91220236811004,669828.7999999999,Medium,Low,Medium Risk,Consider
GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,85,0.10437596221590167,5.444126074498567,0.9915716410510659,2.2179891970879106,24.355300859598852,252558.4,61.0,23.0,Very Low,Sparse,Very Low,1.0,1,1,0,0,4.454347296253507,9.303994636053972,8,3,24,22.27173648126754,669828.7999999999,Medium,Low,Medium Risk,Consider
BATAGOR KINGSLEY,JL. VETERAN NO.25,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2440,0.10437596221590167,5.444126074498567,0.9915716410510659,63.66933695170002,699.1404011461318,252558.4,61.0,23.0,Very Low,Sparse,Low,0.8,0,0,1,0,7.80016307039296,9.303994636053972,8,2,16,32.760684895650435,669828.7999999999,High,Low,High Risk,Go
ACUS DAPUR NUSANTARA,"RUKO ITC KOSAMBI, JL. BARANANG SIANG NO.12 BLOK G",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,114,0.10437596221590167,5.444126074498567,0.9915716410510659,2.974714923153198,32.664756446991404,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8,0,0,0,0,4.74493212836325,9.303994636053972,8,2,16,19.92871493912565,669828.7999999999,Medium,Low,Low Risk,Avoid
WARTEG IBU BROTO,"3JM9+2M3, ALUN ALUN BELAKANG JIWASRAYA",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,429,0.10437596221590167,5.444126074498567,0.9915716410510659,11.194321947655455,122.92263610315186,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,6.063785208687608,9.303994636053972,8,3,24,27.287033439094234,669828.7999999999,High,Low,Medium Risk,Consider
WARUNG NASI BU CUCU,"3JJ9+FQW, JL. BARANANG SIANG",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,380,0.10437596221590167,5.444126074498567,0.9915716410510659,9.91571641051066,108.88252148997134,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8678301886792454,0,0,0,0,5.942799375126701,9.303994636053972,7,2,14,26.57216218712313,669828.7999999999,High,Low,Medium Risk,Consider
NASI GORENG KAMBING PUTRA BANYUMAS,"ITC KOSAMBI, DPAN, JL. BARANANG SIANG",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,87,0.10437596221590167,5.444126074498567,0.9915716410510659,2.2701771781958615,24.92836676217765,252558.4,61.0,23.0,Very Low,Sparse,Very Low,1.0,1,1,0,0,4.477336814478207,9.303994636053972,7,3,21,22.386684072391034,669828.7999999999,Medium,Low,Medium Risk,Consider
