Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
1988,WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJW6y9IZbpaC4RgJguLT33_iM,5,,OPERATIONAL,2025-06-28 21:55:05
1989,MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6-jMN9znaC4RjQk7XjkDuTI,5,,OPERATIONAL,2025-06-28 21:55:07
1990,FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz5_z45_naC4RJGF6eFXTy7s,,,CLOSED_TEMPORARILY,2025-06-28 21:55:10
1991,QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJx-fHQEHnaC4RgUm_4aL_z8E,5,,OPERATIONAL,2025-06-28 21:55:11
1992,KOPI ADA,JL. CISOKAN NO.B. 6,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ82BXC5DnaC4RLMqkVFNzCAE,4.9,,OPERATIONAL,2025-06-28 21:55:12
1993,SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJP4KdbQDnaC4RnCNmemghS1o,4.6,,OPERATIONAL,2025-06-28 21:55:13
1994,KEDAI MAKAN ASIK,JL. CISOKAN NO.13,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJY8Jz1rnnaC4RqsqglBGMCjQ,4.9,,OPERATIONAL,2025-06-28 21:55:14
1995,RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJE_MSXrfnaC4Ruk1eIOJDeQU,4.7,,OPERATIONAL,2025-06-28 21:55:15
1996,RUMAH MAKAN RESTU MANDE KATAMSO SPESIALIS NASI KOTAK,JL. CISOKAN NO.2,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3cKHt7fnaC4RlFrwpOd8-iM,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:55:16
1997,WILLY'S CRUNCHY CHICKEN,JL. AWI BITUNG NO.37,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJae7CuebnaC4RRHNFFp0J8eM,3,,OPERATIONAL,2025-06-28 21:55:17
1998,CHIKEN KID,GG. GARUDA,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJVyppHQDnaC4RQGwU6otIge8,,,OPERATIONAL,2025-06-28 21:55:18
1999,WING WINGAN CICADAS,3JRR+86M,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91,ChIJuY3BwQnnaC4RrSi3D6Mxrs4,5,,OPERATIONAL,2025-06-28 21:55:19
2000,RICE BOWL BUNDA,GG. JAELANI NO.38,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ2YTQ_ErnaC4RljcUamSop-Q,5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:55:20
2001,RUMAH MAKAN PELANGI,"TOWER SAPPHIRE, GATEWAY, APARTEMEN, JL. A. YANI NO.669",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJLdglQF_naC4R4U0HXxnrtOk,1,,OPERATIONAL,2025-06-28 21:55:21
2002,DAILY FIT MEALS,JL. BATIK JOGJA NO.42,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJdW2O-V_paC4RxJj6cUzeV7M,4.1,,OPERATIONAL,2025-06-28 21:55:22
2003,DESSERT EPIW,"JL. SUKAMANTRI II NO.3/144D, RT.07/RW.02",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJD8gMFbnnaC4Rou733T0swX4,4,,OPERATIONAL,2025-06-28 21:55:23
2004,DM CATERING,JL. PASIR GG. TURI JL. CIKUTRA BARAT NO.43,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtR5qgk_daC4R8jYSIof10Zk,,,OPERATIONAL,2025-06-28 21:55:24
2005,GRANDE BURGER,JL. JALAPRANG NO.2A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJa8cUd_PnaC4RzpTj8EgSO0g,5,,OPERATIONAL,2025-06-28 21:55:25
2006,KANTIN BUDGET MEAL,JL. SURAPATI NO.119,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR17LK7LnaC4RSzCXRWCvzmE,,,OPERATIONAL,2025-06-28 21:55:26
2007,KEBAB ARABIAN,"JL. JALAPRANG NO.5, RW.12",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8xNltGPnaC4R-RisoTU0mlE,4,,OPERATIONAL,2025-06-28 21:55:27
2008,KURMIN.ID,JL. JALAPRANG NO.2A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzdyheF7naC4RBvGzyTuEEHc,5,,OPERATIONAL,2025-06-28 21:55:28
2009,MARKAT COFFEE AND DESSERT,JL. JALAPRANG NO.81,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ2b2lLYznaC4RfHPs9Lp-KC4,4.8,,OPERATIONAL,2025-06-28 21:55:29
2010,MASLOW SMOKEHOUSE,JL. BATIK KUMELI NO.38,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJY5v2CxTnaC4RX5eHkAoxrEw,4.9,,OPERATIONAL,2025-06-28 21:55:30
2011,RANGGON RESTO,JL. SURAPATI NO.193,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJn5VIzp_naC4Rrwsop8Dt2LQ,4.9,,OPERATIONAL,2025-06-28 21:55:32
2012,RICE CUP & KEYA BY SAMBARA,JL. SIDOMUKTI NO.68,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJe9mHkqXnaC4RbWohz1x2URo,4.1,,OPERATIONAL,2025-06-28 21:55:33
2013,SAINE KITCHEN,JL. GAMBIR SAKETI NO.6,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJkxOPPFjnaC4R2IztHTRFYgI,4.5,,CLOSED_TEMPORARILY,2025-06-28 21:55:34
2014,SENYAWA COFFEE.ID,JL. RERENG ADUMANIS NO.15,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmxmdvGvnaC4Rc883X4dtmGk,4.9,,OPERATIONAL,2025-06-28 21:55:35
2015,SHIDOKOFFEE,JL. SIDOMUKTI NO.9,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBQGOiz_naC4RQZ-pnak5sJs,4.7,,OPERATIONAL,2025-06-28 21:55:36
2016,SARAE BAKES PAHLAWAN - HALAL GANDUM VEGAN,"PASAR KREATIF, JL. PAHLAWAN NO.70",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU1ru78HnaC4RNq_fm-j63Ts,4.9,,OPERATIONAL,2025-06-28 21:55:38
2017,SEAFOOD KILOAN BANG BOPAK CAB. PAHLAWAN,JL. PAHLAWAN NO.78,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJy9Idp6XnaC4Rz4wENveMJaI,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:55:39
2018,SPICYWON KOREAN STREET FOOD HALAL CIKUTRA,"JL. CIKUTRA, DEKAT PERTIGAAN JL. BOJONG KONENG NO.189",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtRj0mELnaC4R4O9C9TqwTis,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:55:40
2019,SUZUSHII SUSHI & KATSU,JL. CIKUTRA NO.171,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJddsewB7naC4R_Rj1NJhxuRE,5,,OPERATIONAL,2025-06-28 21:55:41
2020,SVADISTA CATERING,JL. CIKUTRA BARU III NO.11,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR26pp6TnaC4RmXttSxAWXY8,4.7,,OPERATIONAL,2025-06-28 21:55:42
2021,THE BURGERIN,JL. CIKUTRA NO.189,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJEYBAhkXnaC4RPHpAQOR7K58,4.3,,OPERATIONAL,2025-06-28 21:55:43
2022,TOKO AYYUWA - PUSAT KURMA BANDUNG,JL. PAHLAWAN NO.46,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZQ5CodfnaC4RO69R7eBXhrQ,5,,OPERATIONAL,2025-06-28 21:55:44
2023,TUWI COFFE & MEALS,"12, JL. KHP HASAN MUSTOPA NO.56",ujung berung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWfLdJzfnaC4RVGAZIA8CVHU,4,,OPERATIONAL,2025-06-28 21:55:45
2024,V.O.C. INLANDER KOFFIEHUIS,"4J3P+P3J, JL. PAHLAWAN",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBzhNHZbnaC4R-uM9qBoJOos,4.8,,OPERATIONAL,2025-06-28 21:55:46
2025,WARUNG JEPANG - JAPANESE STREET FOOD,"NO., JL. CIKUTRA NO.302",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJdWccY6TnaC4RU6IlptPeE1A,,,OPERATIONAL,2025-06-28 21:55:47
2026,"HANGRY AHMAD YANI - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI
  PADA X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR",JL. KHP HASAN MUSTOPA NO.27,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJrZn_D_PnaC4RZNyCF3sJUPU,3.6,,OPERATIONAL,2025-06-28 21:55:48
2027,ASAPINAJA (BEEF & CHICKEN),JL. SURAPATI NO.131,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJawdAECrnaC4RltLCJepPX4k,5,,OPERATIONAL,2025-06-28 21:55:49
2028,BARUNTAS,4J2J+H35,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88,ChIJ68oGrbHnaC4REeSiEnYJYTQ,4.6,,OPERATIONAL,2025-06-28 21:55:51
2029,BASECAMP,"4J3H+MPW, JL. GAMBIR ANOM BUNTU ATAS",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJc21LeXfnaC4RAJxG-y-sXXY,,,CLOSED_TEMPORARILY,2025-06-28 21:55:51
2030,BASO IKAN JP MANG JEK,JL. JALAPRANG NO.93,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJkbp3Eh7naC4Rmqtvl27qpt8,5,,OPERATIONAL,2025-06-28 21:55:52
2031,BROWNIES SANDWICH ICE CREAM BANDOENG VAN JAVA,JL. BATIK JOGJA NO.53,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL75jyq_naC4RQxkZrowr5oA,4.1,,OPERATIONAL,2025-06-28 21:55:54
2032,ELFÜN,JL. PAHLAWAN NO.64,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJSbYfNqXnaC4RAhn7e_Ko8O8,4.7,,OPERATIONAL,2025-06-28 21:55:54
2033,GUDEUG RR,JL. CIKUTRA NO.252,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJm271_jnnaC4Rhlbl-6C1KxE,4,,OPERATIONAL,2025-06-28 21:55:55
2034,INA CATERING,"JLN CIKUTRA NO 4 RT 09 RW 02, NEGLASARI",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJO0GVpzDdaC4RgZAtkf_Df2U,4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:55:56
2035,JABARANO COFFEE - PAHLAWAN,JL. PAHLAWAN NO.70,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnb_Y1kHnaC4R3mf2ODD0m2w,4.7,,OPERATIONAL,2025-06-28 21:55:58
2036,KANAYA FOOD COURT,JL. CIKUTRA NO.237,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJw-nIq6XnaC4Ri2RK7Dy8bQE,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:55:59
2037,KANTIN ANDANSARI,JL. PIKITDRO NO.2,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJX8HzWbznaC4Ry_BAnohROVE,4.6,,OPERATIONAL,2025-06-28 21:56:00
2038,KEDAI WQQ,4J2V+J5V,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88,ChIJQ7Li8XLnaC4R8j_D8cG7H5c,5,,OPERATIONAL,2025-06-28 21:56:01
2039,KIRAI DIMSUM,JL. PAHLAWAN NO.62A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJO22mYXnnaC4RleKOXVqduIQ,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 21:56:02
2040,KUNYIT RESTAURANT,JL. KHP HASAN MUSTOPA NO.47/57,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBRF0T7znaC4RMo2TWlw5O_U,4.9,,OPERATIONAL,2025-06-28 21:56:03
2041,MAI DEPARTE COFFEE,JL. KHP HASAN MUSTOPA NO.35,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQST6H_3naC4RWVQTG8Rl5Jo,4.5,,OPERATIONAL,2025-06-28 21:56:04
2042,OH DAGING,JL. CIKUTRA NO.171,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJn2HMrmznaC4RiISPJzx9stc,,,OPERATIONAL,2025-06-28 21:56:05
2043,PALAY TUANG-VENUE & DINING,JL. CIKUTRA NO.169,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJbZ2_FwDnaC4RGcZ54OwQ7wc,4.5,,OPERATIONAL,2025-06-28 21:56:06
2044,PARK LOUNGE,JL. PENGHULU HAJI HASAN MUSTOFA NO.47/57,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJv-XOF_bnaC4RBz-H7r9aoyM,5,,OPERATIONAL,2025-06-28 21:56:07
2045,RUMAH MAKAN MANTRABU,JL. KHP HASAN MUSTOPA NO.7,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJefLX6rrnaC4Rd4a3Owg0Dac,5,,OPERATIONAL,2025-06-28 21:56:08
2046,LASAGNA HEAL,JL. SUPRATMAN NO.90,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJacXM2DPnaC4RGJJ8Yggka9c,5,,OPERATIONAL,2025-06-28 21:56:09
2047,MR KRIUK FRIED CHICKEN CIHAUR GEULIS BANDUNG,CIBEUNYING KALER CIHAURGEULIS,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88,ChIJq5jcpIXnaC4R3PPSIEtL_Ew,,,OPERATIONAL,2025-06-28 21:56:10
2048,NASI KUNING AYAM PENYET BUNG IWAN,"3JXG+XR5, JL. PUSDAI",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJMftI2rPnaC4Ra0Y5ARoTyzw,4.1,,OPERATIONAL,2025-06-28 21:56:11
2049,RICEBOWL 28,GG. RUKUN NO.27,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJN45ntrHnaC4Rvk3nszKcs6s,5,,OPERATIONAL,2025-06-28 21:56:12
2050,RUMAH BEELICIOUS RICEBOWL,GG. SUKALUYU I NO.27,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIVrNHADnaC4RbyXohPUgNoc,,,OPERATIONAL,2025-06-28 21:56:13
2051,SEAFOOD KILOAN BANG BOPAK ( PUSAT KATAMSO ),JL. BRIGADIR JEND. KATAMSO NO.33,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJlfaOdLfnaC4RMoSzbVEGv5s,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:56:14
2052,TONES NO.6,JL. TERUSAN CISOKAN NO.6,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6ZnJZpvnaC4RS1o7I5WMSCY,4.6,,OPERATIONAL,2025-06-28 21:56:15
2053,WARUNG NASI MASAKAN SUNDA IBU DEDEH,3JXG+JPJ,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88,ChIJH6vWTQznaC4RtHmWWNLw6GU,5,,OPERATIONAL,2025-06-28 21:56:16
2054,BPK. INGANTA JUMPA,"NO 211 C, JL. CIKUTRA",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzVBpC7DnaC4RfzM_gvp8HmA,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:56:17
2055,CABITEA CAFÉ & RESTO,JL. CIKUTRA NO.201,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRTUBbb3naC4Rhhp2aMgJyf4,4,,OPERATIONAL,2025-06-28 21:56:18
2056,CAFÉ CINDE,JL. PAHLAWAN NO.58,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRYPpyrrnaC4RcePLsPQmkZQ,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:56:19
2057,DAPUR SUKI BANDUNG,"JLN. PHH MUSTOFA BELAKANG PRIME PARK HOTEL CIKUTRA SUKASARI II
  RT 01 RW 04 NO. 24/140D",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJaYmVc33naC4RMmCGjG8oLds,5,,CLOSED_TEMPORARILY,2025-06-28 21:56:21
2058,DIMSUM 88 DU,JL. CIKUTRA BARU VIII NO.12,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJG7KOZi3naC4Rwiyws1F0zug,4.3,,OPERATIONAL,2025-06-28 21:56:22
2059,DIMSUM GO!!!,JL. CIKUTRA NO.212,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQfuWiqrnaC4RFVTHzaTcd54,3.7,,OPERATIONAL,2025-06-28 21:56:23
2060,DOYAN DIMSUM,JL. CIKUTRA NO.37,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJXaZIzmrnaC4RuRlHfx6CLYo,5,,OPERATIONAL,2025-06-28 21:56:24
2061,DE.U COFFEE DAGO,JL. RANCAKENDAL NO.7,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjbQvAQDnaC4R94kvYcp4f8g,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:56:25
2062,AR CHICKEN,JLN. BRIGJEND KATAMSO GG. 8A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ89eEap_naC4RXcnUpuq9iok,3,,OPERATIONAL,2025-06-28 21:56:26
2063,AYAM PENYET & RICE BOWL DRINK ON,JL. TERUSAN CISOKAN NO.24,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJUeeQbRnnaC4R0wzpgw8QMSI,,,CLOSED_PERMANENTLY,2025-06-28 21:56:27
2064,BERGERAK BURGER,JL. MUARARAJEUN NO.52,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJLVy7SJjnaC4RYc2fl9Zk8-U,4.7,,CLOSED_PERMANENTLY,2025-06-28 21:56:28
2065,BURGERCHILL,"3JWJ+274, JL. MUARARAJEUN BARU",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6ezb977naC4RBtGiQnRKe2w,4.9,,OPERATIONAL,2025-06-28 21:56:29
2066,CAFE WIFI.ID CORNER,JL. SUPRATMAN NO.62,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWVWxMLbnaC4RRHG9Z4q-xeY,4.3,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:56:30
2067,DABELYUW KITCHEN,JL. PAHLAWAN NO.43,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5w5JhLrnaC4R_6k0nhTAHs4,4.5,,OPERATIONAL,2025-06-28 21:56:31
2068,DANCING PIZZA,JL. MUARARAJEUN TENGAH NO.4,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJT5xioPLnaC4RcEDeTX1t_fI,4.3,,OPERATIONAL,2025-06-28 21:56:32
2069,DIMSUM 84,JL. BRIGADIR JEND. KATAMSO,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZR3WCbbnaC4RWYVN3IIdZdk,5,,OPERATIONAL,2025-06-28 21:56:33
2070,GEO EDU COFFEE,"SIDE AREA MUSEUM GEOLOGI, JL. DIPONEGORO NO.57",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmxypmFnnaC4RXbU-vp-n-YQ,5,,OPERATIONAL,2025-06-28 21:56:34
2071,GREAT DIMSUM BANDUNG 2,JL. PUSDAI,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6TGoWlvnaC4RtFO7CKajYUg,4.6,,OPERATIONAL,2025-06-28 21:56:35
2072,GREAT DIMSUM BANDUNG 3,JL. PAHLAWAN NO.100,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJm_yWtVrnaC4RsIE7pYUfp8U,4,,OPERATIONAL,2025-06-28 21:56:36
2073,KEDAI MAS ENTOH,JL. BRIGADIR JEND. KATAMSO NO.41,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJF60Jc7fnaC4RSAbojFLWcfI,4.4,,OPERATIONAL,2025-06-28 21:56:37
2074,KEDAI UWINGS,"3JXG+VP5, JL. PUSDAI",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJh1X73LPnaC4RTlUdbMd7Cx0,,,OPERATIONAL,2025-06-28 21:56:38
2075,DOESOENKOPAY,JL. RANCAKENDAL NO.232,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYak5udznaC4Rg5VAjO2uG7A,4,,OPERATIONAL,2025-06-28 21:56:41
2076,FANCY FOOD,4J7P+CMF,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88,ChIJazsXIgnnaC4R2Cb7Q1b9i7c,5,,OPERATIONAL,2025-06-28 21:56:42
2077,HOKBEN CIKUTRA,JL. CIKUTRA BARAT NO.36,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZXT6DgDnaC4RPm6pgIN8qLk,4,,OPERATIONAL,2025-06-28 21:56:43
2078,HOTUDOGU.FOOD,JL. ALFA NO.4,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRUDkyu7naC4RsmJG_ysOJ5E,5,,OPERATIONAL,2025-06-28 21:56:44
2079,KEDAI SHAWARMA,JL. CIKUTRA BARAT NO.56,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp-pudQDnaC4RaofAKQz1lnI,5,,OPERATIONAL,2025-06-28 21:56:45
2080,LASAGNA ARDIVA,JL. ARUMANIS NO.3,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJlavp29XnaC4R5VCUvUDRb7U,4.5,,OPERATIONAL,2025-06-28 21:56:46
2081,LITTLE WINGS HUB,JL. CIGADUNG RAYA BARAT NO.2,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJm39qyQLnaC4R6B9pjQ8rArg,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:56:47
2082,ODEP PEDO CATERING,JL. CIBEUNYING KOLOT II,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJb59Xm_rnaC4RoL5LtVhAiKQ,4.8,,OPERATIONAL,2025-06-28 21:56:48
2083,RUMAH MAKAN DITA,JL. CIKUTRA BARAT NO.38,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJowSNNq_naC4RBoRbzF9tbho,,,OPERATIONAL,2025-06-28 21:56:49
2084,RUMAH MAKAN GRATIS UWAIS BANDUNG,JL. CIBEUNYING PERMAI III NO.17,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJK8Ks-v7DaC4R1FeOXK1iNkw,5,,OPERATIONAL,2025-06-28 21:56:50
