,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
1888,KEDAI WANMIN,JL. SEMAR NO.30,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1889,FRESCO BANDUNG,"FRESCO BANDUNG, JL. HOS. COKROAMINOTO NO.41-43",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1890,KATEL ORIENTAL RESTO,JL. RAMA NO.32,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1891,THAI PALACE FUSION,JL. PAJAJARAN NO.113,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1892,PURNAWARMAN RESTAURANT,"LOBBY LEVEL, JL. HOS. COKROAMINOTO NO.41-43",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1893,DRAGON HOT POT BANDUNG,"PASKAL HYPER SQUARE, RUKO, JL. PASIR KALIKI NO.23",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1894,RIJSTTAFEL RESTO,JL. PASIR KALIKI NO.67,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1895,RESTORAN SEDERHANA SA PASIR KALIKI,JL. PASIR KALIKI NO.73,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1896,KATSUKAGE - SEMAR,JL. SEMAR NO.23,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1897,BURGEL.ID,JL. PAJAJARAN,cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1898,KRENCHISE HOT SPICY,JL. MANISI NO.117,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1899,BURGER PONDOK,JL. EMBAH JAKSA NO.15,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1900,BAGEUR BURGER,JL. TERUSAN CIPADUNG,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1901,ALIBABA SUKI & GRILL,JL. DESA CIPADUNG NO.49,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1902,'EAT AND I' CORNDOGS CORNER,JL. CIGAGAK NO.96,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1903,LIES RESTO,JL. DESA CIPADUNG NO.232,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1904,OD-HURR CAFE AND RESTO,JL. DESA CIPADUNG NO.12,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1905,SATE ADDICT,JL. TERUSAN SALUYU NO.42,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1906,FOOD BACKGROUND,JL. DAMIN II NO.53,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1907,KAY CATERING BANDUNG,3PWC+C7W,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,76236.0,6.84,11145.61
1908,AYAM GEPREK CHICKEN DINNER FOOD,JL. CILENGKRANG 1 NO.128,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1909,COΥNТER ЅEВLAĸ ТEН ΙNA,JL. CILENGKRANG 1 NO.23,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1910,DIARY'S KITCHEN,JL. CIBIRU TONGGOH NO.21,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1911,BMB BURGER BANDUNG,"PASKAL HYPER SQUARE, THE TRIPARK",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1912,THE WINDCHIME,"JL. ARJUNA 63A, RW.01",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1913,SEJAHTERA RESTO,JL. CIKUTRA NO.212,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1914,CORNDOG FIMS_ID,GG. BINAAN II NO.5,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1915,KHAYANGAN ASIAN FUSION FOOD,JALAN VILLA ASRI TENGAH V C 33,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1916,"W FIMS_ID,NEGLASARI UTARA",GG. BINAAN II NO.5,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1917,BENTO KOPI CIKUTRA,GG. SEKEJATI 9 NO.74,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1918,BURGER MONJOE,JL. BOJONG KONENG NO.17A,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1919,PANCAKE DURIAN KUY,4J4W+745,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1920,INA COOKIES,JL. BOJONG KONENG ATAS NO.8,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1921,BEBZ BAR AND GRILL,JL. MANISI NO.117,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1922,CATERING MURAH BANDUNG,JL. KUSUMA NUSANTARA I NO.5,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1923,KEDAI POJOK CITARASA - KANTIN HALAL UIN BANDUNG,UNIVERSITAS ISLAM NEGERI,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1924,DIMSUM 2711,JL. DESA CIPADUNG NO.121,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1925,SUSHI JANDA,JL. A.H. NASUTION NO.115,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1926,JAWA FOOD 968 LESEHAN KHAS JOGYAKARTA,"JL.TERUSAN PANYILEUKAN, GG. DARUSSALAM BPR 2 NO.31",cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1927,ARABIAN KEBAB CIPADUNG,JL. DESA CIPADUNG NO.232,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1928,AHSAN CHICKEN CRISPY,JL. EMBAH JAKSA NO.233,cibiru,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1929,PIZZA & BURGER ANANDA,JL. PADASUKA NO.127-129,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1930,OHAYOO,JL. A. YANI,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1931,"NU'IKI - EAT, DRINK, BE CREATIVE","3JPP+MFV, JL. KEBONWARU SELATAN",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1932,THE IS CATERING,JL. WIRANTA NO.35,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1933,CONTRAST COFFEE & ROASTERY,JL. CISADEA NO.26,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1934,AWUG CIBEUNYING,JL. A. YANI NO.361,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1935,LAOBAN BY UNCLE OSH KATAMSO,JL. BRIGADIR JEND. KATAMSO NO.25,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1936,DILLA'S CATERING,"JL.PHH MUSTOPHA, GG. NEGLASARI UTARA GG. BINAAN III NO.17",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1937,COKOSOD.ID,RUKO SURAPATI CORE K17 LANTAI 1,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1938,MANTES.ID RUMAH JAJAN,KOMPLEK DU F23,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1939,KEDAI NDUL,JL. VILLA ASRI NO.3,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1940,NYABA COFFEE & CHIT-CHAT,JL. UTAMA 1 NO.45-46,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1941,COFFEE UNIVERSITY,JL. CIKUTRA NO.204A,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1942,WARUNG KOPI DAN INDOMIE,"GG. PELITA I NO.11, RT.3/RW.2",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1943,MOI KITCHEN BANDUNG,4J5X+4FH,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1944,BARINGIN BARU,JL. CIKUTRA NO.130,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1945,RESTO 9,"APARTEMEN GATEWAY CICADAS BLOK SAFIRE A NO 9 LANTAI G, KEL",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1946,ORANJE CAFE,"APARTEMENT GATEWAY, JL. A. YANI BLOK GF A NO.16",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1947,KEDAI SATE MARANGGI PRIYANGAN.,JL. KHP HASAN MUSTOPA NO.139,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1948,EATMORE BURGER,JL. A. YANI NO.782,kiaracondong,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1949,YUMM DIMSUM,GG. IRIT NO.4,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1950,WARUNG NASI DAN LOTEK IBU IHAT JL. UTAMA NO 65,"4M24+3MC, UNNAMED ROAD",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1951,RUMAH MAKAN BU ELLEN,"SURAPATI CORE, JL. KHP HASAN MUSTOPA BLOK K NO.16",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1952,FRIEND CHICKEN PASIR LEUTIK,JL. ASRI NO.15,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1953,BURGER PHK,JL. PADASUKA NO.50,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1954,MAKAN-IN!,"KOMPLEKS BUMI ASRI, JL. TUGU ASRI NO.A5",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1955,PESTA PIZZA (BANDUNG ERA SENTRA TALENTA. PT),"JL. PENGHULU HAJI HASAN MUSTOPA NO.39, GRAND SURAPATI CORE,
  GRAHA DFI, 2ND FLOOR",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1956,WARUNG JANARI,JL. KHP HASAN MUSTOPA NO.16,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1957,499 RESTORAN,JL. A. YANI NO.687,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1958,ESSA BAR & DRINK,JL. KHP HASAN MUSTOPA NO.212,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1959,TEA IS BANDUNG,"3MX3+344, JL. KHP HASAN MUSTOPA",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1960,SEWANGI KOPI INDONESIA,"APARTEMEN GATEWAY, JL. A. YANI NO.669 LG A.7A",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1961,WARUNG HDHT,JL. SETIA NO.18,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1962,ZUPA SOUP,GG. SUKAPADA I NO.80,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1963,STEAMBOAT BOOTAN,"3JQP+29G, GG. SUNARYO",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1964,EVERYTHING FOOD,3JVW+94R,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1965,WARUNG SOTO DAN DIMSUM GAYA,"JL. NEGLASARI SELATAN NO.41 RT07, RW.13",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1966,MM FRIED CHICKEN,"APARTEMENT GATEWAY, JL. A. YANI LANTAI GF BLOK C NO 19",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1967,MAFAAZA CHICKEN PADASUKA,JL. KHP HASAN MUSTOPA NO.228-224,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1968,CHICKEN FIRE CHEESE,JL. BBK. H. TAMIM NO.26,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1969,START UP UFO BURGER CICADAS,JL. BBK. H. TAMIM JL. A. YANI NO.26,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1970,JOEY'S HOAGIE,"APARTEMENT GATEWAY, JL. JEND. A. YANI NO.669, PADASUKA,
  CIBEUNYING KIDUL",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1971,AYAM SOX,JL. BRIGADIR JEND. KATAMSO NO.19B,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1972,BANTEN PRIDE,"3JVR+P2P, GG. SUKARELA",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1973,W19 SOCIAL BAR,"4J2Q+8VR, JL. KHP HASAN MUSTOPA",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1974,DRAW COFFEE,JL. KHP HASAN MUSTOPA NO.54,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1975,OICOFFEE_,JALAN BRIGJEN JL. TERUSAN KATAMSO NO.18,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1976,KOPI IDIOT,JL. SEKEPANJANG 2 NO.17B,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1977,BLACK INSOMNIA COFFEE,JL. TERUSAN KATAMSO NO.151B,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1978,RUMAH MAKAN BU WIN,JL. CIKUTRA NO.91,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1979,MAKAN MIE,JL. PAHLAWAN NO.24,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1980,BEELICIOUS RICEBOWL,JL. PAHLAWAN,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1981,CALIFORNIA FRIED CHICKEN,"GRIYA PAHLAWAN, JL. PAHLAWAN LT.3",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1982,WARUNG JAVA,JL. KHP HASAN MUSTOPA NO.68,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1983,MIE MERAPI PAHLAWAN,JL. PAHLAWAN NO.43,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1984,PHOPHO KITCHEN BANDUNG,JL. H. SYAHRONI GG.CENDRAWASIH I NO.42,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1985,RISS MANIS,"CIKUTRA, CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
1986,SWARMA KEBAB,JL. CIKUTRA BARAT NO.9,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1987,WARUNG MAKAN MBA IRAH,JL. SAPUJAGAT NO.23-73,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1988,WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1989,MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1990,FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1991,QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1992,KOPI ADA,JL. CISOKAN NO.B. 6,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1993,SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1994,KEDAI MAKAN ASIK,JL. CISOKAN NO.13,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1995,RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1996,RUMAH MAKAN RESTU MANDE KATAMSO SPESIALIS NASI KOTAK,JL. CISOKAN NO.2,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1997,WILLY'S CRUNCHY CHICKEN,JL. AWI BITUNG NO.37,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1998,CHIKEN KID,GG. GARUDA,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
1999,WING WINGAN CICADAS,3JRR+86M,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
2000,RICE BOWL BUNDA,GG. JAELANI NO.38,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2001,RUMAH MAKAN PELANGI,"TOWER SAPPHIRE, GATEWAY, APARTEMEN, JL. A. YANI NO.669",cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2002,DAILY FIT MEALS,JL. BATIK JOGJA NO.42,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2003,DESSERT EPIW,"JL. SUKAMANTRI II NO.3/144D, RT.07/RW.02",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2004,DM CATERING,JL. PASIR GG. TURI JL. CIKUTRA BARAT NO.43,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2005,GRANDE BURGER,JL. JALAPRANG NO.2A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2006,KANTIN BUDGET MEAL,JL. SURAPATI NO.119,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2007,KEBAB ARABIAN,"JL. JALAPRANG NO.5, RW.12",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2008,KURMIN.ID,JL. JALAPRANG NO.2A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2009,MARKAT COFFEE AND DESSERT,JL. JALAPRANG NO.81,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2010,MASLOW SMOKEHOUSE,JL. BATIK KUMELI NO.38,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2011,RANGGON RESTO,JL. SURAPATI NO.193,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2012,RICE CUP & KEYA BY SAMBARA,JL. SIDOMUKTI NO.68,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2013,SAINE KITCHEN,JL. GAMBIR SAKETI NO.6,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2014,SENYAWA COFFEE.ID,JL. RERENG ADUMANIS NO.15,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2015,SHIDOKOFFEE,JL. SIDOMUKTI NO.9,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2016,SARAE BAKES PAHLAWAN - HALAL GANDUM VEGAN,"PASAR KREATIF, JL. PAHLAWAN NO.70",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2017,SEAFOOD KILOAN BANG BOPAK CAB. PAHLAWAN,JL. PAHLAWAN NO.78,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2018,SPICYWON KOREAN STREET FOOD HALAL CIKUTRA,"JL. CIKUTRA, DEKAT PERTIGAAN JL. BOJONG KONENG NO.189",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2019,SUZUSHII SUSHI & KATSU,JL. CIKUTRA NO.171,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2020,SVADISTA CATERING,JL. CIKUTRA BARU III NO.11,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2021,THE BURGERIN,JL. CIKUTRA NO.189,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2022,TOKO AYYUWA - PUSAT KURMA BANDUNG,JL. PAHLAWAN NO.46,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2023,TUWI COFFE & MEALS,"12, JL. KHP HASAN MUSTOPA NO.56",ujung berung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2024,V.O.C. INLANDER KOFFIEHUIS,"4J3P+P3J, JL. PAHLAWAN",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2025,WARUNG JEPANG - JAPANESE STREET FOOD,"NO., JL. CIKUTRA NO.302",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2026,"HANGRY AHMAD YANI - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI
  PADA X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR",JL. KHP HASAN MUSTOPA NO.27,cibeunying kidul,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2027,ASAPINAJA (BEEF & CHICKEN),JL. SURAPATI NO.131,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2028,BARUNTAS,4J2J+H35,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88
2029,BASECAMP,"4J3H+MPW, JL. GAMBIR ANOM BUNTU ATAS",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2030,BASO IKAN JP MANG JEK,JL. JALAPRANG NO.93,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2031,BROWNIES SANDWICH ICE CREAM BANDOENG VAN JAVA,JL. BATIK JOGJA NO.53,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2032,ELFÜN,JL. PAHLAWAN NO.64,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2033,GUDEUG RR,JL. CIKUTRA NO.252,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2034,INA CATERING,"JLN CIKUTRA NO 4 RT 09 RW 02, NEGLASARI",cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2035,JABARANO COFFEE - PAHLAWAN,JL. PAHLAWAN NO.70,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2036,KANAYA FOOD COURT,JL. CIKUTRA NO.237,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2037,KANTIN ANDANSARI,JL. PIKITDRO NO.2,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2038,KEDAI WQQ,4J2V+J5V,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,70662.0,4.64,15228.88
2039,KIRAI DIMSUM,JL. PAHLAWAN NO.62A,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2040,KUNYIT RESTAURANT,JL. KHP HASAN MUSTOPA NO.47/57,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2041,MAI DEPARTE COFFEE,JL. KHP HASAN MUSTOPA NO.35,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2042,OH DAGING,JL. CIKUTRA NO.171,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2043,PALAY TUANG-VENUE & DINING,JL. CIKUTRA NO.169,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2044,PARK LOUNGE,JL. PENGHULU HAJI HASAN MUSTOFA NO.47/57,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2045,RUMAH MAKAN MANTRABU,JL. KHP HASAN MUSTOPA NO.7,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
2046,LASAGNA HEAL,JL. SUPRATMAN NO.90,cibeunying kaler,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
