,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
3222,FAT COW,"RS BORROMEUS, JL. IR. H. JUANDA, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3223,FIVE MONKEYS BURGER - BANDUNG,"JL. CITARUM NO.12, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3224,FLIP BURGER BANDUNG,"JL L.L.R.E.MARTADINATA NO 81,RIAU, KOTA BANDUNG,
  JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3225,FOURPLAY CAFE & RESTO,"JL. CILAKI NO.65, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3226,GEPREK BENSU ANTAPANI,"JL. TERUSAN JAKARTA KEL NO.99, ANTAPANI KULON, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3227,GEPREK BENSU KOPO,"JL. RAYA KOPO NO.536, MARGASUKA, KEC. BABAKAN
  CIPARAY, KOTA BANDUNG, JAWA BARAT 40225",babakan ciparay,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3228,GEREWEK AYAM GEPREK & BEBEK PEKING,"JL. RKS. BITUNG NO.30, KEBONWARU, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40272",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3229,WARUNG SATE SHINTA,"JL. DR. DJUNJUNAN NO.164, SUKAGALIH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40163",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3230,WARUNG SURABI CIHAMPELAS,"JL. CIHAMPELAS NO.159 A, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3231,WARUNG TALAGA CIWALK,"JL. CIHAMPELAS WALK JL. CIHAMPELAS NO.160,
  CIPAGANTI, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3232,WARUNG TALAGA CRITICAL 11,"JL. PAJAJARAN DALAM NO.148, HUSEN SASTRANEGARA,
  KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40174",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3233,WASTU NANDA,"JL. PAJAJARAN NO.16, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40117",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3234,WELL STEAK,"JL. SULANJANA NO.5, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3235,WENDY'S,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160, CIPAGANTI,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3236,WINGSTOP,"JL. L. L. R.E. MARTADINATA NO.18, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3237,WARUNG NASI IBU IMAS MO81 JLN PUNGKUR BANDUNG,"GG. MUNCANG NO.31, PUNGKUR, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40252",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3238,WARUNG NASI MA EHA,"JL. CIHAPIT NO.8A, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3239,WARUNG NASI MIRASA,"JL. TERUSAN PASIRKOJA NO.251, SUKAHAJI, KEC.
  BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40232",babakan ciparay,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3240,WARUNG NASI MURAH ENAK,"3JR9+C49, JL. ACEH, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3241,WARUNG NASI UDUK JAKARTA,"JL. NANAS NO.13, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3242,WARUNG PASTA,"JL. GANESA NO.4, LB. SILIWANGI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3243,WARUNG PECEL LELE NGETOP,"JL. BARANANG SIANG NO.73, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3244,WARUNG SATE BAROKAH H. ACHMAD,"JL. GEGERKALONG KULON, GEGERKALONG, KEC. SUKASARI,
  KOTA BANDUNG, JAWA BARAT 40154",sukasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3245,WARUNG SATE BU NGANTUK,"JL. RANCA BENTANG III, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3246,WARUNG SATE KARTING,"JL. KARANG TINGGAL GG. H. DURAHMAN, DALAM, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3247,WARUNG NASI AMPERA,"JL. BUAH BATU NO.171, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3248,WARUNG NASI ANING,"JL. RAKATA NO.13, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3249,WARUNG NASI AYAM SPG,"JL. BALONGGEDE NO.57, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3250,WARUNG NASI BEBEK SINJAY,"JL. SOEKARNO HATTA NO.606, MANJAHLEGA, KEC.
  RANCASARI, KOTA BANDUNG, JAWA BARAT 40286",rancasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3251,WARUNG AYAM PENYET IBU TRIS,"JL. BRAGA NO.60, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3252,WARUNG BEBEK KALIO JAPATI,"KP, JL. SUKASARI II KEL NO.65, RT.01/RW.02,
  SEKELOA, KEC. COBLONG, KOTA BANDUNG, JAWA BARAT 40134",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3253,"WARUNG DULUKALA & RM. IBU HAJI CIJANTUNG (IHC)
  PURWAKARTA","JL. KEMUNING NO.15, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3254,WARUNG JAJANAN BU CUCU,"3J6Q+XR7, GG. MUKTI, RT.01 RW04, BINONG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40275",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3255,WARUNG MAKAN 64,"JL. PADASUKA NO.64, PASIRLAYUNG, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40192",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3256,WARUNG MAKAN MANG UJANG,"JL. PANAITAN NO.69, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3257,WARUNG MAKAN SATE TEGAL,"TERUSAN PASTER, JL. DR. DJUNJUNAN NO.150, KOTA
  BANDUNG, JAWA BARAT 40163",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3258,WARTEG SAMI ASIH,"4J2J+C9P, JL. SURAPATI, SUKALUYU, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3259,WARTEG SEDERHANA,"NO. JL. A. YANI NO.817, PADASUKA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3260,WARTEG SEJATI,"JL. LENGKONG BESAR NO.24, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3261,WARTEG SINAR JAYA,"JL. SUNDA NO.24, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3262,WARTEG SUKAPADA NO.37,"JL. TERUSAN CIMUNCANG NO.37, SUKAPADA, KEC.
  CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3263,WARTEG TEGAL ABADI MURNI - SADANG SERANG,"4J2F+VH4, JL. GAGAK, SADANG SERANG, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40133",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3264,WARTEG TEGAL BAHARI,"JL. KIARA CONDONG NO.36, KEBONWARU, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40272",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3265,WARTEG TUNGGAL BAHARI,"JL. SOLONTONGAN NO.20A, TURANGGA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3266,WARTEG WISATA JAYA,"JL. PROF. EYCKMAN NO.2A, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3267,WARTEG WULAN BAHARI,"JL. SUKABUMI NO.28D, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3268,WARUNG AMBYAR,"JL. RANGGAMALELA NO.8, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3269,WARUNG AYAKAN,"JL. L. L. R.E. MARTADINATA NO.217, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3270,WARUNG AYAM GEPREK PAKEMBANGAN,"JL. BARANANG SIANG NO.54, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3271,WARUNG AYAM PENYET,"JL. KEBON KAWUNG NO.22 - A, PASIR KALIKI, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40171",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3272,WARUNG AYAM PENYET CAK TO,"JL. BUKIT JARIAN NO.28, HEGARMANAH, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3273,WARTEG KARYA BAHARI ANTAPANI,"JL. ANTAPANI LAMA NO.39, CICAHEUM, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40282",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3274,WARTEG KEMBAR BAHARI,"3MV7+8VP, JL. SINDANG SARI I, ANTAPANI WETAN, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3275,WARTEG KHARISMA BAHARI,"JL. CIKUTRA BARAT NO.09, SUKALUYU, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3276,WARTEG MARGA JAYA,"JL. TAMANSARI NO.15, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3277,WARTEG MARGADANA,"JL. PHH. MUSTOFA NO.36, CIKUTRA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3278,WARTEG MAS CIPTO,"PASIRLAYUNG, CIBEUNYING KIDUL, BANDUNG CITY, WEST
  JAVA",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
3279,WARTEG MBA ANAH,"JL. PADASUKA NO.106, PASIRLAYUNG, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40192",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3280,WARTEG MEKAR JAYA,"JL. CIKUTRA NO.201, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3281,WARTEG MELATI ARUM,"JL. PHH. MUSTOFA NO.84, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40121",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3282,WARTEG ORIGINAL,"JL. GUDANG UTARA NO.29, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3283,WARTEG PAK TIKNO,"3MX5+58R, JL. A. YANI, JATIHANDAP, KEC.
  MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40282",mandalajati,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3284,WARTEG PERMATA,"KEBONWARU, BATUNUNGGAL, BANDUNG CITY, WEST JAVA
  40272",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,121469.0,4.82,25201.04
3285,WARTEG PITULAS BAHARI,"JL. JEND. SUDIRMAN NO.188, RT.01, CIBADAK, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3286,WARTEG RESTU IBU,"3JRW+HFW, BABAKAN SURABAYA, KIARACONDONG, BANDUNG
  CITY, WEST JAVA 40281",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,131413.0,5.8,22657.41
3287,WARTEG RISMA,"JL. BABAKAN SARI NO.189, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3288,WARTEG BAROKAH WARUNG NASI TEGAL,"JL. WASTUKENCANA NO.51, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3289,WARTEG BOJONG KONENG,"JL. BOJONG KONENG NO.9, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3290,WARTEG BRAGA JAYA,"JL. SUNIARAJA NO.25, BRAGA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3291,WARTEG CEMARA 3,"JL. KIARA CONDONG NO.36, KEBONWARU, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40272",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3292,WARTEG CEMARA 4,"HASAN MUSTAPA, JL. PHH. MUSTOFA NO.7, NEGLASARI,
  CIBEUNYING KALER, BANDUNG CITY, WEST JAVA 40124",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3293,WARTEG CIATEUL,"JL. IBU INGGIT GARNASIH NO.89, CIATEUL, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40252",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3294,WARTEG CIHAMPELAS JAYA,"JL. CIHAMPELAS NO.49-55, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3295,WARTEG CINTAASIH,"JL. LASWI NO.247, SAMOJA, KEC. BATUNUNGGAL, KOTA
  BANDUNG, JAWA BARAT 40273",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3296,WARTEG CITRA BAHARI,"JL. GAJAH NO.5, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3297,WARTEG FAMILY,"JL. A.H. NASUTION NO.93, RW.04, JATIHANDAP, KEC.
  MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40291",mandalajati,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3298,WARTEG HASANAH,"HASAN MUSTAPA, JL. PHH. MUSTOFA NO.166, PADASUKA,
  CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3299,WARTEG IBU MUJIONO,"HASAN MUSTAPA, JL. PHH. MUSTOFA NO.34, CIKUTRA,
  CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3300,WARTEG JEMPOL 2,"JL. CIKUTRA NO.100 A, CIKUTRA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3301,WARTEG BAHARI,"JL. PURWAKARTA NO.75, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3302,WARTEG BAHARI (DEPAN UNJANI),"JL. PAPANGGUNGAN NO.10, KB. KANGKUNG, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40284",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3303,WARTEG BAHARI ARCAMANIK,"JL. ARCAMANIK ENDAH NO.87 BLOK C, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3304,WARTEG BAHARI BEN WAREG,"JL. PURWAKARTA NO.104, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3305,WARTEG BAHARI CIPTA RASA,"JL. KAWALUYAAN NO.57, JATISARI, KEC. BUAHBATU, KOTA
  BANDUNG, JAWA BARAT 40286",buahbatu,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3306,WARTEG BAHARI HPWBR,"JALAN KARAPITAN NO.115 A CIKAWAO LENGKONG,
  BURANGRANG, BANDUNG, KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3307,WARTEG BAHARI INDAH,"JL. BABAKAN SARI NO.119, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3308,WARTEG BAHARI LENONG,"3JXX+MX5, SUKAPADA, CIBEUNYING KIDUL, BANDUNG CITY,
  WEST JAVA 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,113535.0,4.14,27423.91
3309,WARTEG BAHARI MAMAKE,"3MF8+H4P, JL. CIBODAS RAYA, ANTAPANI TENGAH, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3310,WARTEG BAHARI RESTU IBU GRUP,"JL. ANTAPANI LAMA NO.19, ANTAPANI KULON, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3311,WARTEG BAHARI TULEN,"JL. NARIPAN NO.39, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3312,WARTEG BAROKAH,"JL. BABAKAN SARI NO.75, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3313,WARTEG,"JL. BRIGADIR JEND. KATAMSO NO.42-59, CIHAUR GEULIS,
  KEC. CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3314,WARTEG 'TOP CADAS',"JL. A. YANI NO.534, BABAKAN SURABAYA, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40281",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3315,"WARTEG "" SAMI ASIH ""","JL. SULAKSANA NO.1, CICAHEUM, KEC. KIARACONDONG,
  KOTA BANDUNG, JAWA BARAT 40282",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3316,WARTEG 22,"4J2V+RHH, JL. SEKEJATI V, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3317,WARTEG 89,"JL. PHH. MUSTOFA NO.89, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40125",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3318,WARTEG ABADI,"JL. RANGGAGADING NO.10, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3319,WARTEG ABADI MURNI,"4J7G+5H7, JL. CIBEUNYING KOLOT, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40133",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3320,WARTEG AERO,"JL. TUBAGUS ISMAIL NO.2 C, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40134",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3321,WARTEG ANNISA,"JL. CIBATU RAYA NO.80, ANTAPANI TENGAH, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3322,WARTEG BABAKAN SUKATMA DAN FRIED CHICKEN,"JL. A. YANI JL. BBK SUKATMA NO.915, PASIRLAYUNG,
  KEC. CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40282",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3323,TSUKAMIE NOODLE BAR,"JL. H. WASID NO.23, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3324,UDIN RAMEN,"JL. NAGROG, RT.1, PASIRJATI, KEC. UJUNG BERUNG,
  KOTA BANDUNG, JAWA BARAT 4029",ujung berung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3325,WARBIL AYAM PENYET SD SERANG,"JL. SADANG SERANG A NO.18, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3326,WAROENG ATJEH,"JL. AMBON NO.13, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
3327,WAROENG JADOEL | BEBEK BETUTU CRISPY,"JL. SUMEDANG NO.4, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
