id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_taman,lokasi,luas,satuan,tahun
137,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN PKK,JL. CIBEUNYING UTARA,2893.7,METER PERSEGI,2017
138,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN MANGGA,JL. MANGGA,2850,METER PERSEGI,2017
139,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CIUNGWANARA,JL. BADAK SINGA,1943,METER PERSEGI,2017
140,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,JALUR HIJAU CIKAPAYANG,JL. CIKAPAYANG,1800,METER PERSEGI,2017
141,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CEMPAKA (TAMAN FOTOGRAFI),JL. CEMPAKA,1785,METER PERSEGI,2017
142,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN LAPANG SALAM,JL. SALAM,1685,METER PERSEGI,2017
143,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN PASUPATI,BAWAH FLY OVER PASUPATI,1539,METER PERSEGI,2017
144,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN DR. SLAMET,JL. DR. SLAMET,1521.7,METER PERSEGI,2017
145,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN ANGGREK/BENGAWAN (TAMAN SUPER HERO),JL. ANGGREK,1425,METER PERSEGI,2017
146,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN GEMPOL,JL. GEMPOL,1245.5,METER PERSEGI,2017
147,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CITARUM,JL. CITARUM,1102.67,METER PERSEGI,2017
148,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,JALUR HIJAU JALAN CILIWUNG,JL. CILIWUNG,936,METER PERSEGI,2017
149,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN RANGGA MALELA,JL. RANGGA MALELA,920.9,METER PERSEGI,2017
150,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WIRA ANGUN-ANGUN,JL. WIRA ANGUN-ANGUN,918,METER PERSEGI,2017
151,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,JALUR HIJAU TAMANSARI,JL. TAMANSARI,908.1,METER PERSEGI,2017
152,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CILAKI,JL. CILAKI,893.5,METER PERSEGI,2017
153,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN TRUNOJOYO,JL. TRUNOJOYO,850.56,METER PERSEGI,2017
154,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CIKAPAYANG/BADAK SINGA,JL. BADAK SINGA,846.34,METER PERSEGI,2017
155,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN GAJAH LUMANTUNG,JL. GAJAH LUMANTUNG,807.05,METER PERSEGI,2017
156,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN NYLAND,JL. NYLAND,783.75,METER PERSEGI,2017
157,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN RASAMALA,JL. RASAMALA,756.99,METER PERSEGI,2017
158,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN JL. DIPONEGORO - JL. TRUNOJOYO,JL. DIPONEGORO - JL. TRUNOJOYO,709.18,METER PERSEGI,2017
159,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CIBEUNYING BANK NISP,JL. CIBEUNYING,688.25,METER PERSEGI,2017
160,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CIPUNAGARA,JL. CIPUNAGARA,688,METER PERSEGI,2017
161,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CIBEUNYING PARK,JL. CILAKI,488.25,METER PERSEGI,2017
162,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,JALUR HIJAU JALAN CITARUM,JL. CITARUM,436.66,METER PERSEGI,2017
163,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN CENDANA,JL. CENDANA,392.47,METER PERSEGI,2017
164,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN SKANDA/GANESHA,JL. SKANDA,312.8,METER PERSEGI,2017
165,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN SKATE PARK,BAWAH FLY OVER PASUPATI,300,METER PERSEGI,2017
166,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WASTUKANCANA/TAMANSARI,JL. TAMANSARI,280,METER PERSEGI,2017
167,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN DKK SUPRATMAN,JL. SUPRATMAN,264.5,METER PERSEGI,2017
168,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,BAK BUNGA NANGKASUNI,JL. NANGKASUNI,247,METER PERSEGI,2017
169,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN DEPAN GALERIA BIP SUMATERA/SULAWESI,JL. SUMATERA,200.9,METER PERSEGI,2017
170,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN PROGO,JL. PROGO,172,METER PERSEGI,2017
171,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WASKA/PURNAWARMAN (TEXAS),JL. WASTUKANCANA,144.9,METER PERSEGI,2017
172,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WASKA PANGLIMA,JL. WASTUKANCANA,137.4,METER PERSEGI,2017
173,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PULAU JALAN BALUBUR,JL. BALUBUR,131.6,METER PERSEGI,2017
174,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WASKA/PAJAJARAN (MACAN),JL. WASTUKANCANA,127.5,METER PERSEGI,2017
175,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PULAU JALAN TAMANSARI/UNISBA,JL. TAMANSARI,127.1,METER PERSEGI,2017
176,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN BALUBUR/TAMANSARI,JL. BALUBUR,117.3,METER PERSEGI,2017
177,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN WASKA/TAMANSARI,JL. WASKA,81.49,METER PERSEGI,2017
178,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN SALAM PUSKESMAS,JL. SALAM,63.5,METER PERSEGI,2017
179,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PULAU JALAN SENTOT,JL. SENTOT,16.04,METER PERSEGI,2017
180,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN FILM,-,-,METER PERSEGI,2017
181,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,TAMAN MALUKU,JL. AMBON,24023.24,METER PERSEGI,2017
182,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,STADION PERSIB,JL. A. YANI,23005.05,METER PERSEGI,2017
183,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN ANYER,JL. ANYER,2814,METER PERSEGI,2017
184,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN KEBON WARU I,JL. KEBON WARU,1901.2,METER PERSEGI,2017
185,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN SALENDRO TIMUR,JL. SALENDRO TIMUR,472,METER PERSEGI,2017
186,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN PULAU JALAN GATOT SUBROTO/LASWI,JL. GATOT SUBROTO,428.4,METER PERSEGI,2017
187,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN PULAU JALAN LASWI,JL. LASWI,234.4,METER PERSEGI,2017
188,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,TAMAN KEBON WARU II,JL. KEBON WARU,234.2,METER PERSEGI,2017
189,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,BAK BUNGA GATOT SUBROTO/LASWI,JL. GATOT SUBROTO,84.6,METER PERSEGI,2017
190,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,JALUR HIJAU PETA,JL. PETA,2464.46,METER PERSEGI,2017
191,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN KOPO KENCANA,JL. PAPAN KENCANA,1249.7,METER PERSEGI,2017
192,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN TRITISAN KENCANA,JL. TRITISAN KENCANA,956,METER PERSEGI,2017
193,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN RUKO KENCANA,JL. KENCANA,876.82,METER PERSEGI,2017
194,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN LINGKAR SELATAN/PASIRKOJA,JL. LINGKAR SELATAN,852.25,METER PERSEGI,2017
195,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,JALUR HIJAU JAMIKA,JL. JAMIKA,820,METER PERSEGI,2017
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN BABAKAN TAROGONG,JL. BABAKAN TAROGONG,616,METER PERSEGI,2017
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN PAYUNG KENCANA,JL. PAYUNG KENCANA,605,METER PERSEGI,2017
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN PASEBAN/KENCANA TIMUR,JL. PASEBAN,418,METER PERSEGI,2017
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN SUDIRMAN/JAMIKA,JL. JAMIKA,286.6,METER PERSEGI,2017
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN PAGARSIH/JAMIKA,JL. PAGARSIH,151,METER PERSEGI,2017
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,JALUR HIJAU UNDAK KENCANA,JL. UNDAK KENCANA,84,METER PERSEGI,2017
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN RW.04 KEL. KOPO,KELURAHAN KOPO,80,METER PERSEGI,2017
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN BOJONGLOA / TUKANG RAMPE,JL. BOJONGLOA,68,METER PERSEGI,2017
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN BABAKAN CIPARAY,JL. BABAKAN CIPARAY,35,METER PERSEGI,2017
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,TAMAN TITISAN KENCANA,JL. TITISAN KENCANA,16,METER PERSEGI,2017
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN CIBADUYUT/SOEKARNO HATTA,JL. CIBADUYUT,182.5,METER PERSEGI,2017
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN RW.02 KOMP. CIBADUYUT PERMAI,KEL. CIBADUYUT KIDUL,150,METER PERSEGI,2017
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN KOPO/ SOEKARNO HATTA,JL. SOEKARNO HATTA,148,METER PERSEGI,2017
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN LINGKAR SELATAN/KOPO,JL. LINGKAR SELATAN,128,METER PERSEGI,2017
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN JL. MUARA SARI RW. 11 KEL. KEBONLEGA,KELURAHAN KEBONLEGA,100,METER PERSEGI,2017
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,TAMAN LEUWIPANJANG/LINGKAR SELATAN,JL. LEUWI PANJANG,90.7,METER PERSEGI,2017
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK K,JL. SATURNUS III,3879,METER PERSEGI,2017
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK Q A,JL. TATA SURYA,1637,METER PERSEGI,2017
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK E II,JL. JUPITER UTAMA,1539,METER PERSEGI,2017
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK A DAN B,JL. CIWASTRA,1499,METER PERSEGI,2017
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK P,JL. MARS SELATAN II DAN III,1486,METER PERSEGI,2017
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK Y A,JL. MARS UTARA II,1182,METER PERSEGI,2017
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN RANCABOLANG,JL. RANCABOLANG,1175,METER PERSEGI,2017
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK R A,JL. SATURNUS RAYA DEPAN NO. 22,1010.22,METER PERSEGI,2017
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK W,-,980,METER PERSEGI,2017
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II C,JL. JUPITER UTAMA,948,METER PERSEGI,2017
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK R/O,JL. SATURNUS UTARA/MARS,938.55,METER PERSEGI,2017
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II I,JL. JUPITER UTAMA,902,METER PERSEGI,2017
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK B B,JL. PLUTO RAYA,900,METER PERSEGI,2017
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK P C,JL. MARS BARAT VIII,800,METER PERSEGI,2017
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK S A,JL. SATURNUS UJUNG IV/II,706.46,METER PERSEGI,2017
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK S B,JL. SATURNUS TIMUR X,680,METER PERSEGI,2017
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II A,JL. JUPITER UTAMA,670,METER PERSEGI,2017
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II D,JL. JUPITER UTAMA,649,METER PERSEGI,2017
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK Q B,JL. MERCURY SELATAN XI,648,METER PERSEGI,2017
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK N,JL. SATURNUS UTARA VII,600,METER PERSEGI,2017
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN SARINAH BLOK G,JL. PLUTO UTARA I,476,METER PERSEGI,2017
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK Z A,JL. JUPITER UTAMA,460,METER PERSEGI,2017
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II J,JL. JUPITER UTAMA,456,METER PERSEGI,2017
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II G,JL. JUPITER UTAMA,437,METER PERSEGI,2017
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II H,JL. JUPITER UTAMA,413,METER PERSEGI,2017
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK Q C,JL. MERCURY SELATAN VIII,408,METER PERSEGI,2017
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK P A,JL. MARS BARAT II/III,376.49,METER PERSEGI,2017
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK B A,JL. CIWASTRA,349,METER PERSEGI,2017
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK R B,JL. SATURNUS UTARA XII,320.64,METER PERSEGI,2017
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK P B,JL. MARS TIMUR IV/V,298.11,METER PERSEGI,2017
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK U,JL. JUPITER UTAMA,236,METER PERSEGI,2017
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II F,JL. JUPITER UTAMA,190,METER PERSEGI,2017
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN DI JL. BUNGA BAKUNG RW. 07,-,150,METER PERSEGI,2017
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK O,JL. MARS SELATANÂ  XVI,147.23,METER PERSEGI,2017
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN JUPITER UTAMA,JL. JUPITER UTAMA,92,METER PERSEGI,2017
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II E,JL. JUPITER UTAMA,80,METER PERSEGI,2017
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TAMAN BLOK D II B,JL. JUPITER UTAMA,60,METER PERSEGI,2017
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,LAPANG TIKUKUR,JL. TIKUKUR,12500,METER PERSEGI,2017
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,LAPANGAN OLAHRAGA,KOMPLEK PERUMAHAN SUKALUYU,5878,METER PERSEGI,2017
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,JALUR PAHLAWAN,JL. PAHLAWAN,3000,METER PERSEGI,2017
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN KOMPLEK VILLA ASRI,JL. LOMBOK,1978.43,METER PERSEGI,2017
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN LOMBOK,JL. LOMBOK,1713.5,METER PERSEGI,2017
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN SIDOLUHUR,JL. SIDOLUHUR,1425,METER PERSEGI,2017
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN SURAPATI,JL. SURAPATI,1350,METER PERSEGI,2017
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN BATIK TIGA NEGRI,JL. BATIK TIGA NEGRI,1246.25,METER PERSEGI,2017
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN MERAK,JL. MERAK,1021,METER PERSEGI,2017
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN RW.02 KEL. NEGLASARI,KELURAHAN NEGLASARI,220,METER PERSEGI,2017
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN TITIRAN,JL. TITIRAN,210,METER PERSEGI,2017
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN SUPRATMAN/WARGA,JL. SUPRATMAN,175,METER PERSEGI,2017
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,TAMAN SUDUT SUCI,JL. SUCI,116,METER PERSEGI,2017
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN JALUR CIBIRU,JL. SOEKARNO HATTA,3312,METER PERSEGI,2017
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN PULAU JALAN CIBIRU III,JL. SOEKARNO HATTA,1965,METER PERSEGI,2017
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN PULAU JALAN CIBIRU II,JL. SOEKARNO HATTA,1438,METER PERSEGI,2017
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN PULAU JALAN CIBIRU V,JL. SOEKARNO HATTA,693,METER PERSEGI,2017
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN PULAU JALAN CIBIRU I,JL. SOEKARNO HATTA,676,METER PERSEGI,2017
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN PULAU JALAN CIBIRU IV,JL. SOEKARNO HATTA,325,METER PERSEGI,2017
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN RW.03 KEL. CISURUPAN,KELURAHAN CISURUPAN,140,METER PERSEGI,2017
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TAMAN RW.05 KEL. PALASARI,KELURAHAN PALASARI,120,METER PERSEGI,2017
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,TAMAN GOR PADJADJARAN,JL. PAJAJARAN,5745.07,METER PERSEGI,2017
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,TAMAN LAPANGAN OLAH RAGA MAHMUD,JL. MAHMUD,5330,METER PERSEGI,2017
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,LAPANGAN JATAYU,JL. SUPADIO,4666.5,METER PERSEGI,2017
