id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun,kelurahan,kecamatan,latitude,longitude,type
8926,32,JAWA BARAT,3273,KOTA BANDUNG,JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
8927,32,JAWA BARAT,3273,KOTA BANDUNG,AMING COFFEE NARIPAN,JL. NARIPAN NO.47,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
8930,32,JAWA BARAT,3273,KOTA BANDUNG,SAMBEL HEJO NATUNA,JL. NATUNA NO.29,2024,Kebon Pisang,Kabupaten Bandung,-6.9168179,107.6159165,restaurant
8931,32,JAWA BARAT,3273,KOTA BANDUNG,LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8932,32,JAWA BARAT,3273,KOTA BANDUNG,CANTON CHINESE FOOD,JL. SUNDA NO.25,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8934,32,JAWA BARAT,3273,KOTA BANDUNG,KEUKEN VAN ELSJE,JL. BUTON NO.11,2024,Kebon Pisang,Kabupaten Bandung,-6.918602,107.6153727,restaurant
8936,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,2024,Kebon Pisang,Kabupaten Bandung,-6.9197847,107.6140574,restaurant
8941,32,JAWA BARAT,3273,KOTA BANDUNG,CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
8943,32,JAWA BARAT,3273,KOTA BANDUNG,UMANARI CAFE & RESTO,JL. NARIPAN NO.36,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
8948,32,JAWA BARAT,3273,KOTA BANDUNG,FUMIEN NOODLE AND DUMPLING,SUMUR BANDUNG KEBON PISANG,2024,Kebon Pisang,Kabupaten Bandung,-6.9169851,107.617872,restaurant
8950,32,JAWA BARAT,3273,KOTA BANDUNG,DIETGO KITCHEN,JL. NARIPAN NO.34,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
8951,32,JAWA BARAT,3273,KOTA BANDUNG,SAGI KITCHEN,JL. SUNDA NO.85,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8962,32,JAWA BARAT,3273,KOTA BANDUNG,VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,2024,Kebon Pisang,Kabupaten Bandung,-6.9194037,107.6171038,restaurant
8968,32,JAWA BARAT,3273,KOTA BANDUNG,PEMPEK 10 ULU PAK ANANG,JL. SUNDA NO.67,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8969,32,JAWA BARAT,3273,KOTA BANDUNG,IKAN LAUT BAKAR SUNDA RASA,JL. CIBUNUT NO.34,2024,Kebon Pisang,Kabupaten Bandung,-6.9170762,107.6151461,restaurant
8970,32,JAWA BARAT,3273,KOTA BANDUNG,ANGKRINGAN SCOOTER,JL. VETERAN NO.74,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
8972,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG PA WAWAN,JL. SUNDA,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8973,32,JAWA BARAT,3273,KOTA BANDUNG,MARTABAK BANDUNG 89,JL. SUNDA NO.86,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8974,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN IBU ERNA,JL. SUNDA NO.66,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
8979,32,JAWA BARAT,3273,KOTA BANDUNG,BATAGOR RIASARI,JL. VETERAN,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
8981,32,JAWA BARAT,3273,KOTA BANDUNG,PECEL LELE SABAR,JL. BARANANG SIANG,2024,Kebon Pisang,Kabupaten Bandung,-6.919208,107.6209386,restaurant
8992,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
8995,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG BI EEM,JL. PANAITAN NO.22,2024,Kebon Pisang,Kabupaten Bandung,-6.9194037,107.6171038,restaurant
9002,32,JAWA BARAT,3273,KOTA BANDUNG,ROEMAH LEGIT,JL. EMBONG NO.15,2024,Kebon Pisang,Kabupaten Bandung,-6.9213981,107.6151365,restaurant
9003,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GEPREK REMPAH NARIPAN,JL. NARIPAN NO.34,2024,Kebon Pisang,Kabupaten Bandung,-6.9204199,107.6137708,restaurant
9005,32,JAWA BARAT,3273,KOTA BANDUNG,28 KOPI,JL. VETERAN NO.28,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
9006,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA RIVERSIDE,JL. VETERAN NO.37,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
9008,32,JAWA BARAT,3273,KOTA BANDUNG,RICEE CHICKEN ADR,SUMUR BANDUNG KEBON PISANG,2024,Kebon Pisang,Kabupaten Bandung,-6.9169851,107.617872,restaurant
9010,32,JAWA BARAT,3273,KOTA BANDUNG,KITCHEN HUB,JL. SUNDA NO.69,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
9014,32,JAWA BARAT,3273,KOTA BANDUNG,GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,2024,Kebon Pisang,Kabupaten Bandung,-6.9213981,107.6151365,restaurant
9015,32,JAWA BARAT,3273,KOTA BANDUNG,BATAGOR KINGSLEY,JL. VETERAN NO.25,2024,Kebon Pisang,Kabupaten Bandung,-6.9208033,107.6186996,restaurant
9017,32,JAWA BARAT,3273,KOTA BANDUNG,PRIMA RASA BAKERY PASTRY,JL. KEMUNING NO.20,2024,Rancabolang,Kabupaten Bandung,-6.964394,107.6901763,restaurant
9018,32,JAWA BARAT,3273,KOTA BANDUNG,FAT PHÓ • GANDAPURA,JL. GANDAPURA NO.75,2024,Merdeka,Kabupaten Bandung,-6.9170966,107.6249309,restaurant
9020,32,JAWA BARAT,3273,KOTA BANDUNG,SONOMA CAFE|RESTO (SONOMA GOLD),JL. LOMBOK NO.29,2024,Cihapit,Kabupaten Bandung,-6.9060714,107.6213211,restaurant
9021,32,JAWA BARAT,3273,KOTA BANDUNG,JUSTUS STEAK HOUSE JAWA,JL. JAWA NO.50,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9022,32,JAWA BARAT,3273,KOTA BANDUNG,STEAK HOTEL BY HOLYCOW! TKP BANDUNG,JL. ANGGREK NO.29,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958,restaurant
9024,32,JAWA BARAT,3273,KOTA BANDUNG,TAMIKO BY TAMI YAKITORI,JL. ANGGREK NO.34,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958,restaurant
9025,32,JAWA BARAT,3273,KOTA BANDUNG,NICHI IZAKAYA & DEN KAISEKI,JL. SUMBAWA NO.12,2024,Merdeka,Kabupaten Bandung,-6.9148648,107.6178088,restaurant
9029,32,JAWA BARAT,3273,KOTA BANDUNG,AYAKABE HOUSE OF WARAU,JL. GUDANG SELATAN,2024,Merdeka,Kabupaten Bandung,-6.9174529,107.6215915,restaurant
9033,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI MOYAN,JL. ANGGREK NO.30,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958,restaurant
9035,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO AKARASA,JL. ANGGREK NO.27,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958,restaurant
9036,32,JAWA BARAT,3273,KOTA BANDUNG,HAMPTON COFFEE & EATERY,JL. ACEH NO.64,2024,Citarum,Kabupaten Bandung,-6.9098682,107.6152289,restaurant
9037,32,JAWA BARAT,3273,KOTA BANDUNG,VAPORID PEJUANG,JL. ACEH NO.66,2024,Citarum,Kabupaten Bandung,-6.9098682,107.6152289,restaurant
9038,32,JAWA BARAT,3273,KOTA BANDUNG,KALUARGI JAWA,JL. JAWA NO.36A,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9039,32,JAWA BARAT,3273,KOTA BANDUNG,KUNASI INDONESIA,JL. GANDAPURA NO.61,2024,Merdeka,Kabupaten Bandung,-6.9170966,107.6249309,restaurant
9040,32,JAWA BARAT,3273,KOTA BANDUNG,EATBOSS MANGGALA,JL. ACEH NO.66,2024,Citarum,Kabupaten Bandung,-6.9098682,107.6152289,restaurant
9044,32,JAWA BARAT,3273,KOTA BANDUNG,AMITY COFFEE & SPACE,JL. GANDAPURA NO.55,2024,Merdeka,Kabupaten Bandung,-6.9170966,107.6249309,restaurant
9048,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN ANIQ,JL. JAWA NO.38,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9054,32,JAWA BARAT,3273,KOTA BANDUNG,AREBEST CAFE&RESTO,JL. LOMBOK NO.10,2024,Cihapit,Kabupaten Bandung,-6.9060714,107.6213211,restaurant
9056,32,JAWA BARAT,3273,KOTA BANDUNG,"BRUNCH CAFE, WAFFLES & COFFEE",JL. ANGGREK NO.34,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958,restaurant
9059,32,JAWA BARAT,3273,KOTA BANDUNG,BIJAN RESTORAN NUSANTARA,JL. JAWA NO.54,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9062,32,JAWA BARAT,3273,KOTA BANDUNG,BAWEAN RESTO,JL. GANDAPURA NO.43,2024,Merdeka,Kabupaten Bandung,-6.9170966,107.6249309,restaurant
9067,32,JAWA BARAT,3273,KOTA BANDUNG,LANEO CAFE & EATERY BANDUNG,JL. JAWA NO.46/48,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9073,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI BOCI BANDUNG,"JALAN ACEH NO.66, BANDUNG WETAN",2024,Citarum,Kabupaten Bandung,-6.9097868,107.6125003,restaurant
9075,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MBAK YATI,JL. BANGKA,2024,Merdeka,Kabupaten Bandung,-6.9132661,107.6187941,restaurant
9077,32,JAWA BARAT,3273,KOTA BANDUNG,SATE PADANG TUAH SAKATO (TAMAN MUSIK),JL. BELITUNG NO.10,2024,Merdeka,Kabupaten Bandung,-6.9117094,107.6192092,restaurant
9079,32,JAWA BARAT,3273,KOTA BANDUNG,SATE MAS DADEUNG,JL. RAKATA NO.79,2024,Merdeka,Kabupaten Bandung,-6.9161679,107.6160196,restaurant
9083,32,JAWA BARAT,3273,KOTA BANDUNG,SATE MADURA,JL. SUNDA,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
9084,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG & TELOR KECAP MADONA,JL. JAWA NO.23,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9089,32,JAWA BARAT,3273,KOTA BANDUNG,SANGU RICE BOWL,JL. LOMBOK NO.10,2024,Cihapit,Kabupaten Bandung,-6.9060714,107.6213211,restaurant
9091,32,JAWA BARAT,3273,KOTA BANDUNG,POFFSTORY COFFEE BREWER,JL. SOKA NO.17,2024,Merdeka,Kabupaten Bandung,-6.9159529,107.6278138,restaurant
9092,32,JAWA BARAT,3273,KOTA BANDUNG,DJAVA32,JL. JAWA NO.32A,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9093,32,JAWA BARAT,3273,KOTA BANDUNG,D'KMS RESTO AND CAFE,JL. JAWA NO.50,2024,Sindangjaya,Kabupaten Bandung,-6.9009694,107.6846094,restaurant
9094,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SATE SIDAREJA PAK GINO,JL. SUNDA NO.76,2024,Kebon Pisang,Kabupaten Bandung,-6.9181694,107.6180391,restaurant
9101,32,JAWA BARAT,3273,KOTA BANDUNG,PATALI COFFEE,JL. GANDAPURA NO.61,2024,Merdeka,Kabupaten Bandung,-6.9170966,107.6249309,restaurant
9114,32,JAWA BARAT,3273,KOTA BANDUNG,EAT.U_FOO,JL. KOSAR,2024,Pasirendah,Kabupaten Bandung,-6.9035795,107.6908479,restaurant
9118,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG FAMILY,JL. CIJAMBE NO.32,2024,Pasirendah,Kabupaten Bandung,-6.9084912,107.6907852,restaurant
9119,32,JAWA BARAT,3273,KOTA BANDUNG,RASA KULINER,JL. PALINTANG NO.54,2024,Pasirwangi,Kabupaten Bandung,-6.8925309,107.7104025,restaurant
