id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun,kelurahan,kecamatan,latitude,longitude
6042,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI ASPOM,"3HX7+GPJ, BANDUNG, CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA
  BARAT 40184",2024,,,,
6043,32,JAWA BARAT,3273,KOTA BANDUNG,NATURAL TASTE,JL. SAPTA MARGA NO.72,2024,,,,
6044,32,JAWA BARAT,3273,KOTA BANDUNG,SOPYANWAHYU,"4H38+J9F, JL. BABAKAN CIANJUR",2024,,,,
6045,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG & CAFE IBU NN,4H28+J98,2024,,,,
6046,32,JAWA BARAT,3273,KOTA BANDUNG,EAT ME PLEASE,JL. RAYA CIBEUREUM GG. RH. JEJENG NO.140,2024,,,,
6047,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO BAHEULA,"CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40175",2024,,,,
6048,32,JAWA BARAT,3273,KOTA BANDUNG,PUSAT PANCAKE SEDERHANA DI BANDUNG,"3HV9+PVV, JL. BABAKAN CIBEUREUM",2024,,,,
6049,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO PANCAKE COKLAT BANDUNG,JL. BABAKAN CIBEUREUM,2024,,,,
6050,32,JAWA BARAT,3273,KOTA BANDUNG,SOEDIRMAN COFFEE & EATERY BY HEJO,JL. JEND. SUDIRMAN NO.346,2024,,,,
6051,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL PHO PASKAL 23,"PASKAL HYPER SQUARE, RUKO, JL. PASIR KALIKI NO.18 & 20
  RUKO BLOK N",2024,,,,
6052,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG COFFEE BEER,JL. CIROYOM BAR. NO.34,2024,,,,
6053,32,JAWA BARAT,3273,KOTA BANDUNG,TERAS HAFID CREW,JL. RAJAWALI TIMUR JL. TARUNA NO.04,2024,,,,
6054,32,JAWA BARAT,3273,KOTA BANDUNG,GRILLNESIA,"PASKAL HYPER SQUARE, RUKO A, JL. PASIR KALIKI NO.21",2024,,,,
6055,32,JAWA BARAT,3273,KOTA BANDUNG,GRILL GARDEN,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.23",2024,,,,
6056,32,JAWA BARAT,3273,KOTA BANDUNG,SEDUCE COFFEE,JL. KEBON JATI NO.254,2024,,,,
6057,32,JAWA BARAT,3273,KOTA BANDUNG,JUSTUS STEAK HOUSE • 23 PASKAL,"PASKAL SHOPPING CENTER, 23, JL. PASIR KALIKI NO.25-27 L3-14
  140T",2024,,,,
6058,32,JAWA BARAT,3273,KOTA BANDUNG,MAYSTAR RECIPE,"PASKAL SHOPPING MALL, JL. PASIR KALIKI NO.23",2024,,,,
6059,32,JAWA BARAT,3273,KOTA BANDUNG,SENTI RISTORANTE,JL. PASIR KALIKI NO.23,2024,,,,
6060,32,JAWA BARAT,3273,KOTA BANDUNG,SUJI - SUAN CAI YU | 23 PASKAL,"23 PASKAL HYPER SQUARE JL. PASIR KALIKI 25-27 LANTAI 2, UNIT
  73, 73 IT",2024,,,,
6061,32,JAWA BARAT,3273,KOTA BANDUNG,STEAMBOAT HOUSE,"JALAN PASIRKALIKI NO.25-27, PASKAL FOOD MARKET, KEBON JERUK,
  ANDIR",2024,,,,
6062,32,JAWA BARAT,3273,KOTA BANDUNG,OOTOYA,"PASKAL 23 LT. 2, JALAN PASIR KALIKI NO. 25- 27, KEBON JERUK,
  CICENDO ANDIR",2024,,,,
6063,32,JAWA BARAT,3273,KOTA BANDUNG,KHAP NOODLES,JL. PASIR KALIKI NO.23,2024,,,,
6064,32,JAWA BARAT,3273,KOTA BANDUNG,KOBE TEPANYAKI,"PASKAL HYPER SQUARE, 23, JL. PASIR KALIKI NO.25-27",2024,,,,
6065,32,JAWA BARAT,3273,KOTA BANDUNG,CHARM THAI,"RUKO PASKAL HYPERSQUARE BLOK A NO 11-12, JL. PASIR KALIKI
  NO.25-27",2024,,,,
6066,32,JAWA BARAT,3273,KOTA BANDUNG,SEOULJU KOREAN SNOW ICE,"PASKAL HYPER SQUARE 23, JL. KEBON JATI B-41",2024,,,,
6067,32,JAWA BARAT,3273,KOTA BANDUNG,CHICKEN PLUS PASKAL BANDUNG,"PASKAL HYPER SQUARE, BLOK B46 RUKO, JL. PASIR KALIKI NO.25-27",2024,,,,
6068,32,JAWA BARAT,3273,KOTA BANDUNG,KATSUTA KUIMONOYA,HYPER SQUARE B57,2024,,,,
6069,32,JAWA BARAT,3273,KOTA BANDUNG,DJOES KODE,RUKO PASKAL HYPER SQUARE BLOK F. 43,2024,,,,
6070,32,JAWA BARAT,3273,KOTA BANDUNG,THANG MIEN,"PASKAL HYPER SQUARE BLOK A.41-42, JL. PASIR KALIKI NO.25-27",2024,,,,
6071,32,JAWA BARAT,3273,KOTA BANDUNG,BELLE’S MUNCHIES,PASKAL LODGE BUILDING UNIT 8008 (PASKAL 23 AREA),2024,,,,
6072,32,JAWA BARAT,3273,KOTA BANDUNG,CHICK & CHICK,"JALAN PASIRKALIKI NO.25 - 27, PASKAL FOOD MARKET",2024,,,,
6073,32,JAWA BARAT,3273,KOTA BANDUNG,"ITAKOYAKI, CORNDOG, SOSTEL DAN BOBA",JL. RAJAWALI TIMUR NO.29,2024,Ciroyom,,-6.9153558,107.5842847
6074,32,JAWA BARAT,3273,KOTA BANDUNG,KARE CURRY HOUSE,"JALAN PASIRKALIKI, PASKAL HYPER SQUARE A29",2024,,,,
6075,32,JAWA BARAT,3273,KOTA BANDUNG,KARE EXPRESS,JL. KEBON JATI NO.212,2024,,,,
6076,32,JAWA BARAT,3273,KOTA BANDUNG,MEAT UP,"3HMW+RPC, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",2024,,,,
6077,32,JAWA BARAT,3273,KOTA BANDUNG,TJIANG,JL. KEBON JATI NO.120,2024,,,,
6078,32,JAWA BARAT,3273,KOTA BANDUNG,FUKU AKIBA,RUKO PASKAL 23 BLOK A NO. 45,2024,,,,
6079,32,JAWA BARAT,3273,KOTA BANDUNG,RAMEN BAJURI KEBON JATI,JL. KEBON JATI NO.254B,2024,,,,
6080,32,JAWA BARAT,3273,KOTA BANDUNG,MILK N CRUMBS,"RUKO, PASKAL HYPER SQUARE, BLK. F NO.40",2024,,,,
6081,32,JAWA BARAT,3273,KOTA BANDUNG,BISOU PATISSERIE - 23 PASKAL,"23 PASKAL 2ND FLOOR L2-ISO34C, JL. PASIR KALIKI",2024,,,,
6082,32,JAWA BARAT,3273,KOTA BANDUNG,CHÂTERAISÉ 23 PASKAL,JL. PASIR KALIKI NO.25-27,2024,,,,
6083,32,JAWA BARAT,3273,KOTA BANDUNG,BAKER NOI,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27 BLOK B-41",2024,,,,
6084,32,JAWA BARAT,3273,KOTA BANDUNG,IMPERIAL KITCHEN & DIM SUM,"23 PASKAL, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",2024,,,,
6085,32,JAWA BARAT,3273,KOTA BANDUNG,CHIPSMEATS - FIRST HALAL SNACK PACK IN TOWN,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO 25-27 BLOK C NO. 27",2024,,,,
6086,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI BAR-BAR,JL. ANDIR NO.138,2024,,,,
6087,32,JAWA BARAT,3273,KOTA BANDUNG,DOMINO'S PIZZA,"JL. JEND. SUDIRMAN NO.588, RT.006/RW.004",2024,,,,
6088,32,JAWA BARAT,3273,KOTA BANDUNG,NOAH'S BARN COFFEENERY,JL. GARUDA NO.39,2024,Garuda,,-6.9161223,107.5765008
6089,32,JAWA BARAT,3273,KOTA BANDUNG,CHICK'N STORE FRIED CHICKEN,JL. ANDIR NO.32,2024,,,-6.9061443,107.5713317
6090,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN LING CHICK,JL. GARUDA NO.57C,2024,,,,
6091,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI TEH LIA (BURGER),"JL. HALTEU UTARA NO.69, RT.03/RW.01",2024,,,,
6092,32,JAWA BARAT,3273,KOTA BANDUNG,ICHIGO DAIFUKU BETSUBARA,JL. HALTEU UTARA NO.1,2024,,,,
6093,32,JAWA BARAT,3273,KOTA BANDUNG,SECA SEMI CAFE,JL. JEND. SUDIRMAN NO.574,2024,,,,
6094,32,JAWA BARAT,3273,KOTA BANDUNG,PERSONA FOLKS,JL. JEND. SUDIRMAN NO.588,2024,,,,
6095,32,JAWA BARAT,3273,KOTA BANDUNG,DIMSUM NINJA,JL. GARUDA NO.115,2024,,,,
6096,32,JAWA BARAT,3273,KOTA BANDUNG,FAMILIA BY EL PASO,"1 - SHOP, JALAN JEND. SUDIRMAN NO. 588 SUDIRMAN SUITES
  APARTMENT, COMMERCIAL AREA LT, 6",2024,,,,
6097,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MAKAN FAMILY,"3HRH+9WP, JL. HALTEU UTARA",2024,,,,
6098,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG HAJI GENDUT,"JALAN DUNGUSCARIANG GANG BAPAK UKID 51C/77, RT.01/RW.05",2024,,,,
6099,32,JAWA BARAT,3273,KOTA BANDUNG,VEGETARIAN HOUSE CATERING,JL. PELIKAN NO.39,2024,Garuda,,-6.9100121,107.574892
6100,32,JAWA BARAT,3273,KOTA BANDUNG,CATERING NY SOEWARDONO (SW),JL. RAJAWALI 3 NO.7,2024,,,,
6101,32,JAWA BARAT,3273,KOTA BANDUNG,V-REL COFFEE & EATERY,JL. MALEBER UTARA NO.148,2024,,,,
6102,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI TARAKSA,JL. ELANG NO.01,2024,Garuda,,-6.9157912,107.5760539
6103,32,JAWA BARAT,3273,KOTA BANDUNG,HAP SENG KEE FOOD MARKET,JL. GARUDA NO.29,2024,Garuda,,-6.9161223,107.5765008
6104,32,JAWA BARAT,3273,KOTA BANDUNG,DAPURATU,JL. MALEBER UTARA JL. TUNDUNGSARI,2024,,,,
6105,32,JAWA BARAT,3273,KOTA BANDUNG,K-DOGG,JL. GARUDA NO.66,2024,Garuda,,-6.9161223,107.5765008
6106,32,JAWA BARAT,3273,KOTA BANDUNG,DAILYBOX KITCHEN HUB BANDUNG,JL. GARUDA NO.66,2024,Garuda,,-6.9161223,107.5765008
6107,32,JAWA BARAT,3273,KOTA BANDUNG,FRIED CHICKEN AULA,"3HVH+34V, JL. MALEBER UTARA",2024,,,,
6108,32,JAWA BARAT,3273,KOTA BANDUNG,THE 171 CHICKEN,JL. ELANG II NO.171,2024,,,,
6109,32,JAWA BARAT,3273,KOTA BANDUNG,FAMILY FOOD,JL. GARUDA NO.106,2024,,,,
6110,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI TEGAL BAHARI,"3HRH+QHW, JL. MALEBER UTARA",2024,,,,
6111,32,JAWA BARAT,3273,KOTA BANDUNG,OEUF PATISSIER,JL. GARUDA NO.46,2024,Garuda,,-6.9161223,107.5765008
6112,32,JAWA BARAT,3273,KOTA BANDUNG,KUMISANG.ID,JL. MALEBER UTARA,2024,Campaka,,-6.9026066,107.5708669
6113,32,JAWA BARAT,3273,KOTA BANDUNG,OREUMI RAJAWALI BANDUNG,JL. RAJAWALI BARAT NO.77A,2024,,,,
6114,32,JAWA BARAT,3273,KOTA BANDUNG,MUCH DESSERTS - KITCHEN HUB GARUDA,JL. GARUDA NO.66,2024,Garuda,,-6.9161223,107.5765008
6115,32,JAWA BARAT,3273,KOTA BANDUNG,TAMI YAKITORI @ 23PASKAL,"PASKAL SHOPPING CENTER, JL. PASIR KALIKI NO.23",2024,,,,
6116,32,JAWA BARAT,3273,KOTA BANDUNG,GENKI SUSHI,"PASKAL HYPER SQUARE, PASKAL 23, JL. PASIR KALIKI NO.25-27 LT.
  3",2024,,,,
6117,32,JAWA BARAT,3273,KOTA BANDUNG,THE LINE ASIA,"RUKO PASKAL HYPER SQUARE BLOK B 7, JL. PASIRKALIKI, NO. 25-27,
  KEBON JERUK ANDIR",2024,,,,
6118,32,JAWA BARAT,3273,KOTA BANDUNG,HE FU RESTAURANT,JL. GARDUJATI NO.81-83,2024,,,,
6119,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL DYNASTY RESTAURANT,"GEDUNG GRAHA SUDIRMAN LT.1, JL. JEND. SUDIRMAN NO.232A",2024,,,,
6120,32,JAWA BARAT,3273,KOTA BANDUNG,HAPPY PUPPY PASKAL HYPER SQUARE,"RUKO PASKAL HYPER SQUARE BLOK B NO. 36, JL. PASIR KALIKI
  NO.25-27",2024,,,,
6121,32,JAWA BARAT,3273,KOTA BANDUNG,ADB CATERING,JL. RADEN BRATA NO.10,2024,,,,
6122,32,JAWA BARAT,3273,KOTA BANDUNG,PASKAL FOOD MARKET,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27",2024,,,,
6123,32,JAWA BARAT,3273,KOTA BANDUNG,STUDIO 69 CAFE & BAR,JL. PASIR KALIKI NO.17,2024,,,,
6124,32,JAWA BARAT,3273,KOTA BANDUNG,JAVACO KOFFIE,JL. KEBON JATI NO.69,2024,Ciroyom,,-6.9165481,107.5922
6125,32,JAWA BARAT,3273,KOTA BANDUNG,TAIWANESE SHABU-SHABU,3HJX+F78,2024,,,,
6126,32,JAWA BARAT,3273,KOTA BANDUNG,SIN SIN CHINESE FOOD RESTAURANT,PASKAL HYPER SQUARE BLOK C-18,2024,,,,
6127,32,JAWA BARAT,3273,KOTA BANDUNG,IMPERIAL KITCHEN & DIMSUM - 23 PASKAL,JL. PASIR KALIKI NO.25-27 LANTAI 2 UNIT 23,2024,,,,
6128,32,JAWA BARAT,3273,KOTA BANDUNG,HAP SENG KEE CHICKEN RICE,JL. KELENTENG NO.44,2024,Ciroyom,,-6.9179854,107.5931374
6129,32,JAWA BARAT,3273,KOTA BANDUNG,MALA BOWL - PASKAL HYPERSQUARE,ANDIR KEBON JERUK,2024,Kebon Jeruk,,-6.9151511,107.6020386
6130,32,JAWA BARAT,3273,KOTA BANDUNG,SUBWAY 23 PASKAL,"PASKAL HYPER SQUARE 23, JL. PASIR KALIKI",2024,,,,
6131,32,JAWA BARAT,3273,KOTA BANDUNG,GRAND EASTERN RESTAURANT & BALLROOM,JL. PASIR KALIKI NO.18,2024,,,,
6132,32,JAWA BARAT,3273,KOTA BANDUNG,ICHIBAN SUSHI - 23 PASKAL,"PASKAL SHOPPING CENTER, PASKAL HYPER SQUARE, 23, JL. PASIR
  KALIKI NO.25-27 LT. 2",2024,,,,
6133,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN DUNIA BARU,JL. GARDUJATI NO.39,2024,Kebon Jeruk,,-6.9176445,107.598225
6134,32,JAWA BARAT,3273,KOTA BANDUNG,OKINAWA SUSHI • 23 PASKAL,"3HMV+MPX, UNNAMED ROAD",2024,,,,
6135,32,JAWA BARAT,3273,KOTA BANDUNG,KIMUKATSU • 23 PASKAL,"23 PASKAL SHOPPING CENTER LEVEL 2 #L2-5, JL. PASIR KALIKI
  NO.25-27",2024,,,,
6136,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR COWET,"PASAR BARU TRADE CENTRE, JL. OTTO ISKANDAR DINATA NO.70,
  LANTAI 6, BLOK C NO.1",2024,,,,
6137,32,JAWA BARAT,3273,KOTA BANDUNG,MARUGAME UDON PASKAL,"23 PASKAL SHOPPING CENTER LANTAI 2 UNIT 14, JL. PASIR KALIKI
  NO.25-27",2024,,,,
6138,32,JAWA BARAT,3273,KOTA BANDUNG,NORI TALK NORI TACO,"OUTDOOR ALFRESCO, PASKAL SHOPPING CENTRE, 23, JL. PASIR KALIKI
  NO.25-27 LANTAI 3 MALL",2024,,,,
6139,32,JAWA BARAT,3273,KOTA BANDUNG,MAY STAR RESTAURANT • 23 PASKAL,JL. KEBON JATI NO.188,2024,,,,
6140,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG STATION,JL. STASIUN BARAT,2024,Kebon Jeruk,,-6.9147857,107.5990824
6141,32,JAWA BARAT,3273,KOTA BANDUNG,YOSHINOYA PASKAL,JL. KEBON JATI NO.216,2024,,,,
6142,32,JAWA BARAT,3273,KOTA BANDUNG,BURGER KING PASKAL 23,"PASKAL 23, JL. PASIR KALIKI NO.25 - 27 UNIT L3-19 & 19OT",2024,,,,
6143,32,JAWA BARAT,3273,KOTA BANDUNG,PASKAL FOOD MARKET,3HMV+JHV,2024,,,,
6144,32,JAWA BARAT,3273,KOTA BANDUNG,KOBE CHINESE & JAPANESE RESTAURANT,JL. GARDUJATI NO.36,2024,Kebon Jeruk,,-6.9176445,107.598225
6145,32,JAWA BARAT,3273,KOTA BANDUNG,AKARU JAPANESE CUISINE,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27 BLOK H3",2024,,,,
6146,32,JAWA BARAT,3273,KOTA BANDUNG,OZT PORK RIBS BANDUNG,3HMW+WFR,2024,,,,
6147,32,JAWA BARAT,3273,KOTA BANDUNG,MABOO BBQ RESTO PASKAL HYPER SQUARE,PASKAL HYPER SQUARE RUKO B63,2024,,,,
6148,32,JAWA BARAT,3273,KOTA BANDUNG,WEDNESDAYCOFFEE (JUARANYA NASI BAKAR),3JJ2+G3P,2024,,,,
6149,32,JAWA BARAT,3273,KOTA BANDUNG,CROCO BY MONSIEUR SPOON 23 PASKAL,JL. KEBON JATI NO.196,2024,,,,
6150,32,JAWA BARAT,3273,KOTA BANDUNG,CALIFORNIA FRIED CHICKEN,"3JP2+4XW, JL. STASIUN BARAT",2024,,,,
6151,32,JAWA BARAT,3273,KOTA BANDUNG,CLEMMONS 3,"JALAN PASIRKALIKI NO.25 - 27, PASKAL FOOD MARKET, KEBON JERUK,
  ANDIR",2024,,,,
6152,32,JAWA BARAT,3273,KOTA BANDUNG,KODOK GORENG GARDUJATI RUMAH MAKAN,JL. AURORA NO.6,2024,,,,
6153,32,JAWA BARAT,3273,KOTA BANDUNG,DE'CHICK OTISTA,JL. OTTO ISKANDAR DINATA NO.30,2024,,,,
6154,32,JAWA BARAT,3273,KOTA BANDUNG,FRUITY HEALTHY AND DELICIOUS DRINK,PS. BARU TRADE CENTER,2024,,,,
6155,32,JAWA BARAT,3273,KOTA BANDUNG,TIRTASARI RUMAH MAKAN,JL. KEBON JATI NO.120,2024,,,,
6156,32,JAWA BARAT,3273,KOTA BANDUNG,SAGYE RESTO & CAFE,JL. PASIR KALIKI NO.16-18,2024,,,,
6157,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO BALI,"JL. SUKAMANAH NO.302/8A, RT.08, RT.08/RW.08",2024,,,,
6158,32,JAWA BARAT,3273,KOTA BANDUNG,PERKEDEL BONDON ASLI,JL. STASIUN TIMUR NO.26,2024,Braga,,-6.9148273,107.6054757
6159,32,JAWA BARAT,3273,KOTA BANDUNG,HANNARA KOREAN CHICKEN,JL. PASIR KALIKI NO.20,2024,,,,
6160,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZADESA PASAR BARU BANDUNG,JL. PASAR BARAT NO.44,2024,,,,
6161,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN LINKIE,JL. JEND. SUDIRMAN NO.154,2024,,,,
6162,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN SUBUR (YOSUNBIE),JL. MAYOR SUNARYA NO.21,2024,,,,
6163,32,JAWA BARAT,3273,KOTA BANDUNG,SATE DJ,JL. JEND. SUDIRMAN NO.276,2024,,,,
6164,32,JAWA BARAT,3273,KOTA BANDUNG,SATE DAN NASI GORENG MADURA KANG OJOL,GG. SIMCHONG ADIBRATA NO.227,2024,,,,
6165,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN HM. KAMIL,JL. STASION SELATAN NO.14 - 15,2024,,,,
6166,32,JAWA BARAT,3273,KOTA BANDUNG,HOLLAND BAKERY - GARDUJATI,JL. GARDUJATI NO.68,2024,Kebon Jeruk,,-6.9176445,107.598225
6167,32,JAWA BARAT,3273,KOTA BANDUNG,DONER KEBAB,JL. PASIR KALIKI NO.3,2024,,,,
6168,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI EL,JL. KEBON JATI NO.55,2024,Ciroyom,,-6.9165481,107.5922
6169,32,JAWA BARAT,3273,KOTA BANDUNG,"GALA KARUNIA - RESTO KHAS SUNDA (SPESIAL DAUN PEPAYA TIDAK
  PAHIT)",GG. SIMCHONG ADIBRATA NO.276 8A,2024,,,,
6170,32,JAWA BARAT,3273,KOTA BANDUNG,HOKBEN - 23 PASKAL,"LANTAI 3, PASKAL SHOPPING CENTER, 23, JL. PASIR KALIKI
  NO.25-27",2024,,,,
6171,32,JAWA BARAT,3273,KOTA BANDUNG,MAS GONDRONG SEAFOOD RESTO,JL. KELENTENG NO.22,2024,Ciroyom,,-6.9179854,107.5931374
6172,32,JAWA BARAT,3273,KOTA BANDUNG,DR ELLS COFFEE OTISTA,JL. OTTO ISKANDAR DINATA NO.94A,2024,,,,
6173,32,JAWA BARAT,3273,KOTA BANDUNG,ZENBU 23 PASKAL,"PASKAL MALL, 23, JL. PASIR KALIKI NO.3 LANTAI 3, PASIR KALIKI,
  KOTA BANDUNG, JAWA BARAT 40181",2024,,,,
6174,32,JAWA BARAT,3273,KOTA BANDUNG,D'BAREN WARUNG KOPI,JL. RAJAWALI BARAT NO.31,2024,Maleber,,-6.9124959,107.5741465
6175,32,JAWA BARAT,3273,KOTA BANDUNG,POLA TWININDO CATERING,JL. ELANG NO.37,2024,Maleber,,-6.9137059,107.5728818
6176,32,JAWA BARAT,3273,KOTA BANDUNG,PRASADA CATERING,JL. SRI GUNTING SELATAN NO.8,2024,,,,
6177,32,JAWA BARAT,3273,KOTA BANDUNG,CATERING TIJI'S,"JL. RAJAWALI BARAT GG. IBU KAREES I NO.208, RT.3/RW.2",2024,,,,
6178,32,JAWA BARAT,3273,KOTA BANDUNG,APPEO CAFE - BANDUNG,JL. RAJAWALI BARAT NO.87,2024,Maleber,,-6.9113203,107.5711425
6179,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO (GRABFOOD)@YAMHOTTE@,JL. SRIGUNTING RAYA NO.72,2024,,,,
6180,32,JAWA BARAT,3273,KOTA BANDUNG,EARLY KITCHEN,JL. ELANG NO.37,2024,Maleber,,-6.9137059,107.5728818
6181,32,JAWA BARAT,3273,KOTA BANDUNG,FRIED CHICKEN UBRUTH,GG. IBU KAREES NO.267/187,2024,,,,
6182,32,JAWA BARAT,3273,KOTA BANDUNG,CORNDOG BIDUT,GG. KASUARI II,2024,,,,
6183,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SATE DAN GULE MILDA,JL. TUNDUNGSARI NO.1,2024,,,,
6184,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO FROZEN FOOD IZZY,JL. SRIGUNTING RAYA NO.42-36,2024,,,,
6185,32,JAWA BARAT,3273,KOTA BANDUNG,WAROENG FAMILY,"3HQC+FGP, GG. BURUNG TUNGKU IV",2024,,,,
6186,32,JAWA BARAT,3273,KOTA BANDUNG,TAKOBOX.ID,JL. INDRAMAYU NO.14,2024,Antapani Kidul,,-6.9182707,107.659015
6187,32,JAWA BARAT,3273,KOTA BANDUNG,KIWAMI RESTO & BONSAI,JL. PRATISTA RAYA NO.71,2024,,,,
6188,32,JAWA BARAT,3273,KOTA BANDUNG,UTAMI CATERING & DECORATION,JL. PRATISTA RAYA NO.55,2024,,,,
6189,32,JAWA BARAT,3273,KOTA BANDUNG,PESTA CATERING,JL. SARIWATES I NO.23,2024,,,,
6190,32,JAWA BARAT,3273,KOTA BANDUNG,AT CATERING,JL. KADIPATEN I NO.43,2024,,,,
6191,32,JAWA BARAT,3273,KOTA BANDUNG,APRONSYILA CATERING,JL. SARI WATES VI NO.25,2024,,,,
6192,32,JAWA BARAT,3273,KOTA BANDUNG,ARABIAN KEBAB,JL. PURWAKARTA NO.41,2024,Antapani Kidul,,-6.9174017,107.6591666
6193,32,JAWA BARAT,3273,KOTA BANDUNG,FRIENDS CAFE,JL. SUKANAGARA NO.48,2024,Sukanagara,Kabupaten Bandung,-7.0569886,107.5180352
6194,32,JAWA BARAT,3273,KOTA BANDUNG,COLADA,JL. PURWAKARTA NO.192,2024,,,,
6195,32,JAWA BARAT,3273,KOTA BANDUNG,LABBAIK CHICKEN ANTAPANI,"JALAN KUNINGAN RAYA NO.75 B, ANTAPANI TENGAH, ANTAPANI",2024,,,,
6196,32,JAWA BARAT,3273,KOTA BANDUNG,CHILI POCKET,JL. PRATISTA TIM. VII NO.6,2024,,,,
6197,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO,JL. RANDUSARI IV NO.18,2024,,,,
6198,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,"JL. KADIPATEN 6 NO.5, RT.2/RW.03",2024,,,,
6199,32,JAWA BARAT,3273,KOTA BANDUNG,GOODFOOD INC,JL. SARIWATES RAYA NO.32,2024,,,,
6200,32,JAWA BARAT,3273,KOTA BANDUNG,BELAH DOEREN ANTAPANI,JL. PURWAKARTA,2024,Babakan Surabaya,,-6.9136086,107.6516423
6201,32,JAWA BARAT,3273,KOTA BANDUNG,SENYAMAN COFFEE & CAFE,JL. INDRAMAYU NO.29,2024,Antapani Kidul,,-6.9182707,107.659015
6202,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG PAGI SEHARI,JL. PURWAKARTA NO.146,2024,,,,
6203,32,JAWA BARAT,3273,KOTA BANDUNG,WINGS & PENYET DISINI SAJA,JL. CICALENGKA 3 NO.28,2024,,,,
6204,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA HUT DELIVERY - PHD INDONESIA,"JL. PURWAKARTA NO 68 KOMPLEK RUKO BLOK VII KAV NO, BL. E1",2024,,,,
6205,32,JAWA BARAT,3273,KOTA BANDUNG,LITTLE SEOUL,JL. PURWAKARTA NO.178,2024,,,,
6206,32,JAWA BARAT,3273,KOTA BANDUNG,MEAT & GREAT BANDUNG,JL. RANDUSARI VII NO.30,2024,,,,
6207,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GARANG BAKAR,JL. INDRAMAYU NO.60,2024,Antapani Kidul,,-6.9182707,107.659015
6208,32,JAWA BARAT,3273,KOTA BANDUNG,MERHABA KEBAB,JL. PURWAKARTA NO.158,2024,,,,
6209,32,JAWA BARAT,3273,KOTA BANDUNG,DIBA CATERING - BANDUNG,"3MG6+WGX, JL. SEMARANG",2024,,,,
6210,32,JAWA BARAT,3273,KOTA BANDUNG,JAJANDULUDONG.ID,JL. SUKANEGLA,2024,,,,
6211,32,JAWA BARAT,3273,KOTA BANDUNG,WOK RESTO,JL. TERUSAN JAKARTA NO.12,2024,Cicaheum,,-6.9129102,107.6494396
6212,32,JAWA BARAT,3273,KOTA BANDUNG,YOI RAMEN ANTAPANI,JL. TERUSAN JAKARTA NO.48,2024,Cicaheum,,-6.9129102,107.6494396
6213,32,JAWA BARAT,3273,KOTA BANDUNG,DE5 COFFEE,JL. SETRA DAGO RAYA NO. 4 ANTAPANI BANDUNG,2024,,,,
6214,32,JAWA BARAT,3273,KOTA BANDUNG,DOMINO'S PIZZA,JL. TERUSAN JAKARTA NO.109C,2024,,,,
6215,32,JAWA BARAT,3273,KOTA BANDUNG,SUKI SUKI ANTAPANI,3MQ4+37M,2024,,,,
6216,32,JAWA BARAT,3273,KOTA BANDUNG,HD JAYA SYRUP,JL. ANTAPANI LAMA NO.39,2024,,,,
